"Step","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX"
"10","0.30340027809143066","0.2807926833629608","0.3152890205383301","0.24171398083368936","0.23401078581809998","0.25365233421325684","1.6592782735824585","1.6592782735824585","1.6592782735824585","1.6687984466552734","1.6467795372009277","1.6908173561096191","0.3041451672712962","0.2805303633213043","0.3194647431373596"
"11","0.2777956922849019","0.27100133895874023","0.28904998302459717","0.22680097818374634","0.20986488461494446","0.2407221794128418","1.652165412902832","1.652165412902832","1.652165412902832","1.6871152520179749","1.658773422241211","1.7154570817947388","0.2795565724372864","0.2720293700695038","0.2884948253631592"
"12","0.2768818140029907","0.24936792254447937","0.29907435178756714","0.222916046778361","0.21077340841293335","0.2339254915714264","1.694797158241272","1.694797158241272","1.694797158241272","1.7246147394180298","1.6948657035827637","1.754363775253296","0.2767074505488078","0.24914610385894775","0.3025819659233093"
"13","0.26918301979700726","0.23769530653953552","0.293754518032074","0.21781688431898752","0.19775071740150452","0.24516470730304718","1.6613190174102783","1.6613190174102783","1.6613190174102783","1.6642667651176453","1.6009888648986816","1.7275446653366089","0.2689209133386612","0.2378859668970108","0.29176023602485657"
"14","0.24835597972075144","0.24515357613563538","0.253786563873291","0.20015966395537058","0.18872304260730743","0.20752930641174316","1.5091911554336548","1.5091911554336548","1.5091911554336548","1.5481089353561401","1.5437545776367188","1.5524632930755615","0.2488501767317454","0.242991641163826","0.2567366361618042"
"15","0.2520085573196411","0.24125373363494873","0.2584889233112335","0.2053361584742864","0.1976255178451538","0.2166733741760254","1.6747608184814453","1.6747608184814453","1.6747608184814453","1.6731849908828735","1.672234296798706","1.674135684967041","0.2521338164806366","0.24021652340888977","0.25908854603767395"
"16","0.252221738298734","0.23725835978984833","0.2663518190383911","0.20191632211208344","0.19246762990951538","0.21937976777553558","1.5590105056762695","1.5590105056762695","1.5590105056762695","1.5573360323905945","1.5450564622879028","1.5696156024932861","0.25390000144640607","0.2389870584011078","0.2672514319419861"
"17","0.24771520992120108","0.22774986922740936","0.26191186904907227","0.20078404247760773","0.1865634173154831","0.2160162329673767","1.5218300819396973","1.5218300819396973","1.5218300819396973","1.4912025332450867","1.490601658821106","1.4918034076690674","0.2469698985417684","0.22600629925727844","0.2602095305919647"
"18","0.235498974720637","0.2315555214881897","0.23946541547775269","0.19482734302679697","0.18732944130897522","0.20200419425964355","1.5679800510406494","1.5679800510406494","1.5679800510406494","1.5295084714889526","1.529207706451416","1.5298092365264893","0.2368890792131424","0.23311355710029602","0.24151287972927094"
"19","0.22628960510094961","0.22352199256420135","0.2313949465751648","0.1875146677096685","0.17485134303569794","0.19888624548912048","1.528782606124878","1.528782606124878","1.528782606124878","1.5313612222671509","1.5202933549880981","1.5424290895462036","0.22788459062576294","0.22480924427509308","0.2325724959373474"
"20","0.2206850697596868","0.21552115678787231","0.22496505081653595","0.18367580572764078","0.1745147407054901","0.19219209253787994","1.4994533061981201","1.4994533061981201","1.4994533061981201","1.5168874859809875","1.5148643255233765","1.5189106464385986","0.22341721753279367","0.2187148779630661","0.23151278495788574"
"21","0.22076451778411865","0.21533581614494324","0.22933648526668549","0.1819238762060801","0.17131969332695007","0.19334231317043304","1.594632863998413","1.594632863998413","1.594632863998413","1.6009061336517334","1.6003276109695435","1.6014846563339233","0.22407018641630808","0.21782997250556946","0.23325666785240173"
"22","0.21698498725891113","0.19400829076766968","0.2314290702342987","0.18055047591527304","0.1675008237361908","0.19551074504852295","1.5509006977081299","1.5509006977081299","1.5509006977081299","1.5176939964294434","1.4967505931854248","1.538637399673462","0.21949656307697296","0.1976347267627716","0.2375813126564026"
"23","0.21198717256387076","0.20101520419120789","0.21796059608459473","0.1753357450167338","0.16992397606372833","0.1830241084098816","1.4342458248138428","1.4342458248138428","1.4342458248138428","1.4141004085540771","1.4131243228912354","1.415076494216919","0.21374158064524332","0.20564860105514526","0.21883442997932434"
"24","0.2126796543598175","0.20447003841400146","0.22155967354774475","0.17918347318967184","0.1777782142162323","0.18151448667049408","1.492952585220337","1.492952585220337","1.492952585220337","1.4730958938598633","1.4593472480773926","1.486844539642334","0.21575969457626343","0.20789936184883118","0.22243593633174896"
"25","0.21486073235670725","0.2054876685142517","0.22638139128684998","0.18093634645144144","0.1644469052553177","0.19333884119987488","1.4879887104034424","1.4879887104034424","1.4879887104034424","1.500830054283142","1.4971644878387451","1.504495620727539","0.2163406511147817","0.2059830278158188","0.22936879098415375"
"26","0.20768859485785165","0.20155861973762512","0.2177361398935318","0.17322113613287607","0.15938052535057068","0.18407636880874634","1.4883215427398682","1.4883215427398682","1.4883215427398682","1.4825547337532043","1.468731164932251","1.4963783025741577","0.2105805923541387","0.20154796540737152","0.22340905666351318"
"27","0.2100910246372223","0.19309014081954956","0.2380073368549347","0.17480748891830444","0.16675612330436707","0.1899404525756836","1.4775751829147339","1.4775751829147339","1.4775751829147339","1.4460261464118958","1.4346504211425781","1.4574018716812134","0.21202566723028818","0.19360853731632233","0.238777756690979"
"28","0.19041999677817026","0.1686270833015442","0.21632541716098785","0.1582037111123403","0.14514301717281342","0.17633982002735138","1.436584234237671","1.436584234237671","1.436584234237671","1.4130926728248596","1.408186912536621","1.4179984331130981","0.1927130122979482","0.1707550287246704","0.21780961751937866"
"29","0.19738447666168213","0.19023269414901733","0.20364350080490112","0.16701546808083853","0.16055703163146973","0.17644400894641876","1.581573724746704","1.581573724746704","1.581573724746704","1.5414787530899048","1.5341688394546509","1.5487886667251587","0.19822924832503","0.1922329068183899","0.20445360243320465"
"30","0.18610205252965292","0.1760169267654419","0.19836768507957458","0.15822250644365946","0.1511160284280777","0.16411025822162628","1.486129879951477","1.486129879951477","1.486129879951477","1.438186228275299","1.4267243146896362","1.449648141860962","0.18695314228534698","0.17572659254074097","0.19750936329364777"
"31","0.18970022102197012","0.1757538914680481","0.2005174160003662","0.16151646276315054","0.153889462351799","0.17240865528583527","1.401322841644287","1.401322841644287","1.401322841644287","1.3852410316467285","1.3668586015701294","1.4036234617233276","0.19138160347938538","0.17801983654499054","0.20442917943000793"
"32","0.19162087639172873","0.17672576010227203","0.21623583137989044","0.1613787959019343","0.15173229575157166","0.17577144503593445","1.3902127742767334","1.3902127742767334","1.3902127742767334","1.3888055086135864","1.3856443166732788","1.391966700553894","0.1933528035879135","0.17831704020500183","0.21429678797721863"
"33","0.193711057305336","0.1879451721906662","0.19686007499694824","0.1653540978829066","0.16072812676429749","0.17306211590766907","1.4544470310211182","1.4544470310211182","1.4544470310211182","1.4261170029640198","1.4115016460418701","1.4407323598861694","0.19630111257235208","0.190485879778862","0.20287933945655823"
"34","0.18678748607635498","0.17498281598091125","0.20083820819854736","0.15720516939957938","0.152837872505188","0.16432952880859375","1.3836474418640137","1.3836474418640137","1.3836474418640137","1.377642273902893","1.360823631286621","1.394460916519165","0.18798044820626578","0.17572930455207825","0.19847546517848969"
"35","0.18167847394943237","0.1712002158164978","0.18940269947052002","0.15468052526315054","0.13691885769367218","0.16505476832389832","1.4630087614059448","1.4630087614059448","1.4630087614059448","1.4346895813941956","1.4263943433761597","1.4429848194122314","0.1824953407049179","0.1682630181312561","0.19328151643276215"
"36","0.17828676601250967","0.16221600770950317","0.18856535851955414","0.15305957198143005","0.14377564191818237","0.1615540087223053","1.3780450820922852","1.3780450820922852","1.3780450820922852","1.3622795939445496","1.3473032712936401","1.377255916595459","0.17960322896639505","0.16531546413898468","0.18728868663311005"
"37","0.17687311271826425","0.16648878157138824","0.1883602738380432","0.14989345769087473","0.13386127352714539","0.1636936068534851","1.4253039360046387","1.4253039360046387","1.4253039360046387","1.381146788597107","1.3774176836013794","1.3848758935928345","0.1784931222597758","0.16361039876937866","0.19463446736335754"
"38","0.17829320331414542","0.15911652147769928","0.20010322332382202","0.15264077484607697","0.14022192358970642","0.17277437448501587","1.4085729122161865","1.4085729122161865","1.4085729122161865","1.3534005880355835","1.3246569633483887","1.3821442127227783","0.1804624249537786","0.16313999891281128","0.20463049411773682"
"39","0.16631498436133066","0.1512245535850525","0.1856120228767395","0.14245585600535074","0.1315833032131195","0.1606946587562561","1.33665132522583","1.33665132522583","1.33665132522583","1.2837320566177368","1.263606071472168","1.3038580417633057","0.16827425857385","0.15290161967277527","0.19210627675056458"
"40","0.1822387377421061","0.16416001319885254","0.19552963972091675","0.15954654415448508","0.14736659824848175","0.16687490046024323","1.307349681854248","1.307349681854248","1.307349681854248","1.2987957000732422","1.2949399948120117","1.3026514053344727","0.18318254252274832","0.1680622100830078","0.19348904490470886"
"41","0.17452667156855264","0.1569671928882599","0.18433478474617004","0.15362844864527384","0.1413588672876358","0.16322651505470276","1.3155540227890015","1.3155540227890015","1.3155540227890015","1.2987170219421387","1.2823100090026855","1.3151240348815918","0.17628101507822672","0.1587561070919037","0.18656358122825623"
"42","0.17293085157871246","0.16621676087379456","0.1781875640153885","0.14836132526397705","0.14415690302848816","0.15499281883239746","1.3541312217712402","1.3541312217712402","1.3541312217712402","1.325259804725647","1.3214528560638428","1.3290667533874512","0.17423696319262186","0.16607767343521118","0.1833418309688568"
"43","0.17304377754529318","0.1694575697183609","0.1800960898399353","0.14822126924991608","0.14320500195026398","0.15333369374275208","1.303920030593872","1.303920030593872","1.303920030593872","1.268790066242218","1.2561373710632324","1.2814427614212036","0.17319086690743765","0.1669473648071289","0.1820753514766693"
"44","0.1694235603014628","0.16117212176322937","0.18350547552108765","0.14939204355080923","0.14432719349861145","0.1560058891773224","1.3208951950073242","1.3208951950073242","1.3208951950073242","1.2947444319725037","1.2788231372833252","1.3106657266616821","0.17038359741369882","0.1612854152917862","0.17996975779533386"
"45","0.16640208661556244","0.15336796641349792","0.1819799542427063","0.14415246744950613","0.13446855545043945","0.15363596379756927","1.3083637952804565","1.3083637952804565","1.3083637952804565","1.2894043922424316","1.282279372215271","1.2965294122695923","0.16838841140270233","0.1550058275461197","0.17946627736091614"
"46","0.16402108470598856","0.15474119782447815","0.16937825083732605","0.14466191828250885","0.13570722937583923","0.1515296846628189","1.346259355545044","1.346259355545044","1.346259355545044","1.340160846710205","1.3278279304504395","1.3524937629699707","0.16623898843924204","0.1590740978717804","0.1730903834104538"
"47","0.16037770609060922","0.15582790970802307","0.1674129217863083","0.1412874311208725","0.13870663940906525","0.1460188627243042","1.3067485094070435","1.3067485094070435","1.3067485094070435","1.2819745540618896","1.2575677633285522","1.306381344795227","0.16074137886365256","0.1556103229522705","0.16669417917728424"
"48","0.15692010521888733","0.15256953239440918","0.1623605489730835","0.1375297357638677","0.13418616354465485","0.143568754196167","1.2398643493652344","1.2398643493652344","1.2398643493652344","1.2159046530723572","1.2121611833572388","1.2196481227874756","0.15719166894753775","0.1513868272304535","0.16557148098945618"
"49","0.161479522784551","0.15146787464618683","0.1762968748807907","0.1417466402053833","0.13113628327846527","0.15478862822055817","1.3317421674728394","1.3317421674728394","1.3317421674728394","1.2974233031272888","1.2871185541152954","1.3077280521392822","0.1623799055814743","0.15108664333820343","0.17633527517318726"
"50","0.1585858960946401","0.14462482929229736","0.16956475377082825","0.1405266970396042","0.12800148129463196","0.1544828712940216","1.3317676782608032","1.3317676782608032","1.3317676782608032","1.310398519039154","1.3075850009918213","1.3132120370864868","0.15812917053699493","0.14372502267360687","0.17048609256744385"
"51","0.17114636301994324","0.16251930594444275","0.179313063621521","0.1505488802989324","0.14067620038986206","0.16151919960975647","1.2195160388946533","1.2195160388946533","1.2195160388946533","1.1834664344787598","1.168985366821289","1.1979475021362305","0.17176113029321036","0.1608855426311493","0.1818079650402069"
"52","0.15734565258026123","0.14539426565170288","0.17490053176879883","0.14224785069624582","0.12360131740570068","0.1575639247894287","1.2138762474060059","1.2138762474060059","1.2138762474060059","1.2543827891349792","1.221958041191101","1.2868075370788574","0.1580642412106196","0.14384965598583221","0.1752510666847229"
"53","0.15759257972240448","0.13997864723205566","0.1712423861026764","0.13868978867928186","0.12470903247594833","0.14773841202259064","1.243457555770874","1.243457555770874","1.243457555770874","1.2237049341201782","1.2094004154205322","1.2380094528198242","0.15853690604368845","0.13900461792945862","0.17052620649337769"
"54","0.15467222034931183","0.14186041057109833","0.16390442848205566","0.13661477466424307","0.12722517549991608","0.14132541418075562","1.2117745876312256","1.2117745876312256","1.2117745876312256","1.1807475686073303","1.1804745197296143","1.1810206174850464","0.15506041049957275","0.14347892999649048","0.16403791308403015"
"55","0.1559691975514094","0.14312957227230072","0.16831311583518982","0.1358116070429484","0.12455980479717255","0.14721763134002686","1.181413173675537","1.181413173675537","1.181413173675537","1.1758552193641663","1.1578583717346191","1.1938520669937134","0.15619572003682455","0.14468681812286377","0.16805528104305267"
"56","0.15466374158859253","0.14621879160404205","0.1663426160812378","0.13685073455174765","0.1260017454624176","0.14709532260894775","1.1576943397521973","1.1576943397521973","1.1576943397521973","1.117554247379303","1.1145626306533813","1.1205458641052246","0.15424911677837372","0.14490415155887604","0.16455258429050446"
"57","0.15371532241503397","0.15220099687576294","0.15655186772346497","0.13644063969453177","0.13250048458576202","0.13957858085632324","1.1805166006088257","1.1805166006088257","1.1805166006088257","1.1334646344184875","1.1262328624725342","1.140696406364441","0.1540557493766149","0.15244975686073303","0.15554916858673096"
"58","0.15334659814834595","0.14507068693637848","0.16332390904426575","0.13739881912867227","0.13127043843269348","0.14469489455223083","1.1867482662200928","1.1867482662200928","1.1867482662200928","1.145215630531311","1.143186330795288","1.147244930267334","0.15368914107481638","0.14712613821029663","0.16358302533626556"
"59","0.14498616258303323","0.1358788013458252","0.15597765147686005","0.12805011371771494","0.12156134843826294","0.13507363200187683","1.150277853012085","1.150277853012085","1.150277853012085","1.1039009094238281","1.0903825759887695","1.1174192428588867","0.14542953173319498","0.1382109820842743","0.15594574809074402"
"60","0.15441355109214783","0.14749136567115784","0.15951356291770935","0.13654069105784097","0.13297799229621887","0.14061817526817322","1.1938765048980713","1.1938765048980713","1.1938765048980713","1.14436936378479","1.1316144466400146","1.1571242809295654","0.15412522355715433","0.14825253188610077","0.15815328061580658"
"61","0.15349696576595306","0.14664292335510254","0.16380590200424194","0.13649477561314902","0.12714338302612305","0.14908204972743988","1.1925952434539795","1.1925952434539795","1.1925952434539795","1.166161835193634","1.1593194007873535","1.1730042695999146","0.1534961313009262","0.14810746908187866","0.16261890530586243"
"62","0.1535829802354177","0.13676351308822632","0.17338842153549194","0.1360773742198944","0.12148283421993256","0.15698254108428955","1.1134511232376099","1.1134511232376099","1.1134511232376099","1.1129215359687805","1.0889793634414673","1.1368637084960938","0.15363222360610962","0.13660795986652374","0.17447148263454437"
"63","0.15554364025592804","0.1536744087934494","0.15892529487609863","0.1370421846707662","0.13503283262252808","0.13880637288093567","1.1108283996582031","1.1108283996582031","1.1108283996582031","1.0902389287948608","1.0812337398529053","1.0992441177368164","0.15586420893669128","0.15256240963935852","0.15891295671463013"
"64","0.13639544695615768","0.11830436438322067","0.14871908724308014","0.11820137004057567","0.10150683671236038","0.13137824833393097","1.1046310663223267","1.1046310663223267","1.1046310663223267","1.0517672896385193","1.0195331573486328","1.0840014219284058","0.13560983538627625","0.1171785295009613","0.1486438810825348"
"65","0.13942573964595795","0.11974035203456879","0.15128426253795624","0.12301040192445119","0.10611391067504883","0.13283605873584747","1.1419243812561035","1.1419243812561035","1.1419243812561035","1.0807855129241943","1.0696592330932617","1.091911792755127","0.13969992597897848","0.12225785851478577","0.1507701575756073"
"66","0.14902715384960175","0.14281558990478516","0.1552012860774994","0.13180293639500937","0.12706437706947327","0.13809633255004883","1.1331214904785156","1.1331214904785156","1.1331214904785156","1.08072030544281","1.0749666690826416","1.0864739418029785","0.1487968017657598","0.14285778999328613","0.1539098024368286"
"67","0.1428685337305069","0.13564780354499817","0.14919835329055786","0.12807411948839822","0.11918409168720245","0.1340319663286209","1.078175663948059","1.078175663948059","1.078175663948059","1.0359720587730408","1.0300806760787964","1.0418634414672852","0.1423215369383494","0.13475793600082397","0.1481090784072876"
"68","0.15789591272672018","0.14916400611400604","0.1701604425907135","0.1416086753209432","0.1329888105392456","0.15486878156661987","1.064605474472046","1.064605474472046","1.064605474472046","1.0403736233711243","1.0288437604904175","1.051903486251831","0.15861691037813822","0.1485227644443512","0.1719377040863037"
"70","0.14623540143171945","0.13620570302009583","0.15867511928081512","0.12958073864380518","0.11918175965547562","0.1394190490245819","1.15065336227417","1.15065336227417","1.15065336227417","1.049082636833191","1.0408861637115479","1.057279109954834","0.14601239562034607","0.13605955243110657","0.15888085961341858"
"71","0.14625446498394012","0.12898580729961395","0.15804439783096313","0.1304856389760971","0.1155800074338913","0.14196377992630005","1.021583914756775","1.021583914756775","1.021583914756775","0.9831226766109467","0.9708564281463623","0.995388925075531","0.14702006677786508","0.13106542825698853","0.15779905021190643"
"72","0.1442517340183258","0.13079971075057983","0.15490758419036865","0.13092133651177087","0.11723063141107559","0.14569079875946045","1.0524388551712036","1.0524388551712036","1.0524388551712036","1.016554832458496","1.0060107707977295","1.0270988941192627","0.14382997155189514","0.13284751772880554","0.15140777826309204"
"73","0.15588946640491486","0.14733514189720154","0.16084203124046326","0.14234812060991922","0.1304793804883957","0.15149317681789398","1.0420118570327759","1.0420118570327759","1.0420118570327759","1.0159453749656677","1.0005583763122559","1.0313323736190796","0.1556751032670339","0.14585866034030914","0.16133692860603333"
"74","0.14912006755669913","0.14288538694381714","0.16158591210842133","0.1354499210913976","0.1291486769914627","0.14532336592674255","1.0185579061508179","1.0185579061508179","1.0185579061508179","0.967615008354187","0.9636743068695068","0.9715557098388672","0.14940954248110452","0.14277233183383942","0.16067296266555786"
"75","0.14158666133880615","0.12700125575065613","0.15444707870483398","0.12729391704003015","0.11358387023210526","0.14033380150794983","1.0655403137207031","1.0655403137207031","1.0655403137207031","1.0340157747268677","1.0294532775878906","1.0385782718658447","0.14150308072566986","0.1270274966955185","0.1538657248020172"
"76","0.13784436881542206","0.12983913719654083","0.1434847116470337","0.12316516290108363","0.114855095744133","0.13044928014278412","1.006253957748413","1.006253957748413","1.006253957748413","0.9860286712646484","0.9843419194221497","0.9877154231071472","0.1377751330534617","0.12959453463554382","0.14325854182243347"
"77","0.1357785314321518","0.10358844697475433","0.16389746963977814","0.12114974608023961","0.09141343086957932","0.1488216072320938","1.0251615047454834","1.0251615047454834","1.0251615047454834","0.9550988674163818","0.9242252111434937","0.98597252368927","0.13534012933572134","0.10333581268787384","0.16360236704349518"
"78","0.12744074563185373","0.12454099953174591","0.13136443495750427","0.11470452447732289","0.11137629300355911","0.11882851272821426","1.0003695487976074","1.0003695487976074","1.0003695487976074","0.9389380812644958","0.9381593465805054","0.9397168159484863","0.12813925743103027","0.12494038045406342","0.13350139558315277"
"79","0.13025845835606256","0.12176772207021713","0.1408223807811737","0.11480896671613057","0.10880585014820099","0.12225368618965149","0.9635928869247437","0.9635928869247437","0.9635928869247437","0.9032085239887238","0.9022672176361084","0.9041498303413391","0.13037202755610147","0.12208212912082672","0.1411985158920288"
"80","0.13700821002324423","0.12245313823223114","0.15084679424762726","0.121823251247406","0.10734458267688751","0.13637402653694153","0.9396432638168335","0.9396432638168335","0.9396432638168335","0.9042182266712189","0.8659093379974365","0.9425271153450012","0.13690091421206793","0.12240015715360641","0.15130096673965454"
"81","0.1345724662144979","0.12702001631259918","0.13924917578697205","0.12078753610452016","0.11623239517211914","0.12499777972698212","1.0155432224273682","1.0155432224273682","1.0155432224273682","0.9549511075019836","0.9476194381713867","0.9622827768325806","0.13422704736391702","0.12628653645515442","0.13857614994049072"
"82","0.14926978945732117","0.14429472386837006","0.15837039053440094","0.13441593448321024","0.12869402766227722","0.14173418283462524","0.9974616765975952","0.9974616765975952","0.9974616765975952","0.9640741646289825","0.948879063129425","0.97926926612854","0.14973384141921997","0.14467927813529968","0.1594746708869934"
"83","0.1483034441868464","0.1411396712064743","0.15274080634117126","0.13393859068552652","0.1291341781616211","0.13708274066448212","0.9149104952812195","0.9149104952812195","0.9149104952812195","0.8848158121109009","0.8607563972473145","0.9088752269744873","0.14913944900035858","0.14252664148807526","0.1528298407793045"
"84","0.1448706736167272","0.13699200749397278","0.1511903703212738","0.1297167812784513","0.12193340808153152","0.1369507908821106","0.9205670356750488","0.9205670356750488","0.9205670356750488","0.8787348866462708","0.8784483075141907","0.8790214657783508","0.14515111347039542","0.13672953844070435","0.15244588255882263"
"85","0.13490825394789377","0.13203087449073792","0.13994938135147095","0.12087970227003098","0.11761733889579773","0.12555140256881714","0.9387124180793762","0.9387124180793762","0.9387124180793762","0.920773983001709","0.9035501480102539","0.9379978179931641","0.13507223625977835","0.1317349672317505","0.13996323943138123"
"86","0.14191671709219614","0.13890892267227173","0.14781713485717773","0.1287346730629603","0.1243860125541687","0.13540144264698029","0.9496386051177979","0.9496386051177979","0.9496386051177979","0.9041666090488434","0.8948450684547424","0.9134881496429443","0.14217529197533926","0.13832876086235046","0.14898370206356049"
"87","0.13905095557371774","0.1314029097557068","0.14917761087417603","0.12497289975484212","0.11811674386262894","0.13509601354599","0.9070828557014465","0.9070828557014465","0.9070828557014465","0.866163969039917","0.8519895076751709","0.8803384304046631","0.13946260015169779","0.131504625082016","0.15047457814216614"
"88","0.1360534280538559","0.13334053754806519","0.13824939727783203","0.12142501771450043","0.1194799542427063","0.12461115419864655","0.9237110614776611","0.9237110614776611","0.9237110614776611","0.8597068786621094","0.8541793823242188","0.865234375","0.13634451230367026","0.13443008065223694","0.13850802183151245"
"89","0.13573050498962402","0.13008104264736176","0.14645127952098846","0.12165004263321559","0.11468387395143509","0.1339660882949829","0.8668254613876343","0.8668254613876343","0.8668254613876343","0.8329387903213501","0.8286294937133789","0.8372480869293213","0.1356541613737742","0.12950032949447632","0.14682286977767944"
"90","0.1380689392487208","0.12017391622066498","0.15057373046875","0.12394252419471741","0.10743236541748047","0.13546380400657654","0.8961507678031921","0.8961507678031921","0.8961507678031921","0.8541272282600403","0.8489437103271484","0.8593107461929321","0.13855774700641632","0.12087829411029816","0.15012049674987793"
"91","0.13715811570485434","0.13269765675067902","0.14121335744857788","0.1229255422949791","0.11765700578689575","0.1289081871509552","0.9141995906829834","0.9141995906829834","0.9141995906829834","0.8493930399417877","0.8201802968978882","0.8786057829856873","0.13729456067085266","0.13283124566078186","0.14276349544525146"
"92","0.1465482066075007","0.13673143088817596","0.1568639874458313","0.130937859416008","0.12376321852207184","0.13950428366661072","0.8103258609771729","0.8103258609771729","0.8103258609771729","0.781568169593811","0.7602896690368652","0.8028466701507568","0.1460010806719462","0.13672561943531036","0.1562918722629547"
"93","0.1301662176847458","0.12746573984622955","0.13522790372371674","0.11650318900744121","0.11279290169477463","0.12135975807905197","0.8494757413864136","0.8494757413864136","0.8494757413864136","0.8331785798072815","0.8216345310211182","0.8447226285934448","0.13011854390303293","0.12617819011211395","0.13556323945522308"
"94","0.14198002219200134","0.12272235751152039","0.16023769974708557","0.12733731915553412","0.10944566875696182","0.14356613159179688","0.828450083732605","0.828450083732605","0.828450083732605","0.7929799854755402","0.7832466959953308","0.8027132749557495","0.14294368028640747","0.12367737293243408","0.16027843952178955"
"95","0.13331463436285654","0.12144675850868225","0.1497962474822998","0.1175984541575114","0.10913863033056259","0.13169804215431213","0.8105623722076416","0.8105623722076416","0.8105623722076416","0.7629493772983551","0.7526021003723145","0.7732966542243958","0.13403829435507456","0.12291030585765839","0.14956006407737732"
"96","0.13418217500050864","0.1265515387058258","0.13911981880664825","0.12181197851896286","0.11303368955850601","0.12728825211524963","0.8289833068847656","0.8289833068847656","0.8289833068847656","0.7669546008110046","0.7602185010910034","0.7736907005310059","0.13499508798122406","0.12555266916751862","0.14120188355445862"
"97","0.13242782652378082","0.12714619934558868","0.1427212506532669","0.11965840061505635","0.1136748269200325","0.13085530698299408","0.7966806888580322","0.7966806888580322","0.7966806888580322","0.7693120837211609","0.7677711248397827","0.7708530426025391","0.132861057917277","0.12681883573532104","0.14345884323120117"
"98","0.13671397666136423","0.1263684779405594","0.14640118181705475","0.12417320658763249","0.11291871964931488","0.13539355993270874","0.8195298314094543","0.8195298314094543","0.8195298314094543","0.8006292879581451","0.7814132571220398","0.8198453187942505","0.1375011752049128","0.1255677044391632","0.14817720651626587"
