"Step","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX"
"37","0.24062061309814453","0.23033688962459564","0.25253522396087646","0.19114722311496735","0.18505461513996124","0.20051945745944977","0.24044806137681007","0.23049433529376984","0.2513620853424072","0.6359426180521647","0.6189858913421631","0.6516163945198059","1.257572591304779","1.2375415563583374","1.2729151248931885"
"38","0.22838418930768967","0.2234364151954651","0.23762384057044983","0.182023324072361","0.17526006698608398","0.1920815110206604","0.22870763018727303","0.22239290177822113","0.24009115993976593","0.6002429127693176","0.5875557661056519","0.6217829585075378","1.2471952140331268","1.2363463640213013","1.2528539896011353"
"39","0.22944718971848488","0.22676753997802734","0.2310381531715393","0.18813813850283623","0.18701250851154327","0.18974938988685608","0.22933795303106308","0.22637394070625305","0.23216210305690765","0.5781548817952474","0.5620783567428589","0.5907630324363708","1.1729093194007874","1.1704760789871216","1.1764485836029053"
"40","0.21944372355937958","0.21456709504127502","0.22274969518184662","0.17996161058545113","0.17479149997234344","0.18482568860054016","0.21962381154298782","0.2134634554386139","0.22319556772708893","0.5743846495946249","0.5443899631500244","0.5937034487724304","1.1657071113586426","1.1402380466461182","1.1901851892471313"
"41","0.22285812348127365","0.2184802144765854","0.22918421030044556","0.18465698510408401","0.1793818473815918","0.19262640178203583","0.22277763485908508","0.21976783871650696","0.22954422235488892","0.5577672918637594","0.5376516580581665","0.5780007243156433","1.1613256633281708","1.1448355913162231","1.1802864074707031"
"42","0.22764619067311287","0.21451237797737122","0.2405625283718109","0.18822865933179855","0.1732574701309204","0.20376574993133545","0.22758403420448303","0.21428710222244263","0.24066901206970215","0.5743032097816467","0.5410066246986389","0.6104764342308044","1.1960984766483307","1.1780155897140503","1.2188302278518677"
"43","0.21635795384645462","0.2025221586227417","0.22463688254356384","0.18223239108920097","0.17185524106025696","0.18758508563041687","0.21612969785928726","0.20233407616615295","0.22502733767032623","0.5296785831451416","0.5029271245002747","0.551487922668457","1.1416771411895752","1.1115479469299316","1.171626091003418"
"44","0.22008266299962997","0.20937463641166687","0.24027714133262634","0.1853465884923935","0.17245511710643768","0.2046661674976349","0.21984371915459633","0.21075597405433655","0.23964601755142212","0.5486601988474528","0.5387685298919678","0.5569615364074707","1.1548425555229187","1.137252688407898","1.1717523336410522"
"45","0.20842446759343147","0.19208720326423645","0.21668800711631775","0.17431830614805222","0.15777334570884705","0.18270525336265564","0.2083420753479004","0.1915469914674759","0.21740135550498962","0.5260652502377828","0.5058271884918213","0.5378563404083252","1.1310847699642181","1.1035183668136597","1.1503489017486572"
"46","0.21249043568968773","0.20476795732975006","0.2288898527622223","0.18016568943858147","0.1743328869342804","0.19557347893714905","0.2128516286611557","0.20424240827560425","0.22910548746585846","0.5384508371353149","0.5334488749504089","0.5417014360427856","1.1708377301692963","1.1508234739303589","1.1818755865097046"
"47","0.21154993772506714","0.2046681046485901","0.2234196662902832","0.18134501576423645","0.1736166775226593","0.1934714913368225","0.2116321586072445","0.20447829365730286","0.22353515028953552","0.5038784245649973","0.4984454810619354","0.5125143527984619","1.1028288900852203","1.0804224014282227","1.1152352094650269"
"48","0.20805304870009422","0.1906524896621704","0.23273514211177826","0.17853708192706108","0.1589215248823166","0.20360153913497925","0.20827197283506393","0.19110381603240967","0.23243677616119385","0.4940403799215953","0.4831988215446472","0.512998640537262","1.0663956701755524","1.0476512908935547","1.0839407444000244"
"49","0.21188611909747124","0.20204360783100128","0.22150586545467377","0.18239348009228706","0.1745695173740387","0.191921204328537","0.21194591000676155","0.2018607258796692","0.22187648713588715","0.5020027856032053","0.4984215795993805","0.5072451829910278","1.1232170462608337","1.1186856031417847","1.1274827718734741"
"50","0.20582202821969986","0.1948840618133545","0.22093477845191956","0.17806058749556541","0.1691025048494339","0.19054420292377472","0.2060498148202896","0.1950109899044037","0.22089260816574097","0.5121865272521973","0.47753822803497314","0.5361883640289307","1.1134364902973175","1.1015961170196533","1.1241841316223145"
"51","0.21334011480212212","0.20737582445144653","0.22165337204933167","0.1857343576848507","0.18028125166893005","0.1923670619726181","0.213307935744524","0.2077925205230713","0.22140920162200928","0.4993525544802348","0.4922988712787628","0.5118515491485596","1.014155164361","0.9972108006477356","1.0288993120193481"
"52","0.20871534571051598","0.2038593590259552","0.21921034157276154","0.18112773075699806","0.17580358684062958","0.1896354854106903","0.20867829024791718","0.2039657086133957","0.21902938187122345","0.505510409673055","0.49599963426589966","0.5184148550033569","1.0466366708278656","1.0358850955963135","1.0633633136749268"
"53","0.2162427417933941","0.20130310952663422","0.23556900024414062","0.18868406116962433","0.17468781769275665","0.20570853352546692","0.21646619960665703","0.20097395777702332","0.23622070252895355","0.5214909116427103","0.509380042552948","0.5339845418930054","1.0627678632736206","1.0542596578598022","1.072195291519165"
"54","0.20792419090867043","0.20032426714897156","0.2159751057624817","0.18067768961191177","0.17574164271354675","0.18644091486930847","0.20798885077238083","0.20083457231521606","0.21548393368721008","0.49170082807540894","0.47734326124191284","0.5026708245277405","1.0268486142158508","1.0139315128326416","1.041629433631897"
"55","0.20931728929281235","0.18979670107364655","0.23725555837154388","0.1844421811401844","0.16730862855911255","0.20969213545322418","0.20911775156855583","0.19011402130126953","0.23603656888008118","0.4939633111159007","0.47503265738487244","0.5035977363586426","0.9956088662147522","0.97478187084198","1.0279181003570557"
"56","0.21190755814313889","0.19974780082702637","0.2192162573337555","0.18810361623764038","0.17389380931854248","0.19631490111351013","0.2121651992201805","0.19962772727012634","0.2202966809272766","0.5034184654553732","0.495135635137558","0.5178852677345276","0.9532225877046585","0.949884295463562","0.9565870761871338"
"57","0.20022329315543175","0.19741904735565186","0.2049652636051178","0.17704207077622414","0.1727730631828308","0.18051593005657196","0.2004135213792324","0.19783495366573334","0.20485754311084747","0.489518682161967","0.4632039964199066","0.5077850818634033","0.9775840789079666","0.9462770223617554","0.9923771619796753"
"58","0.20065540447831154","0.18941092491149902","0.2066253274679184","0.17787756398320198","0.16687235236167908","0.18493394553661346","0.2007087543606758","0.18991222977638245","0.20687797665596008","0.4776172637939453","0.4581109881401062","0.4959380626678467","0.9723165929317474","0.9522172808647156","0.992048442363739"
"59","0.20371441543102264","0.1945715695619583","0.21123690903186798","0.181368138641119","0.17139145731925964","0.18943719565868378","0.20402682572603226","0.1938813328742981","0.21131138503551483","0.48488809665044147","0.4742116332054138","0.4908650815486908","0.9503204822540283","0.9401006102561951","0.964905858039856"
"60","0.20701561495661736","0.2010863721370697","0.21277955174446106","0.1835298202931881","0.17831435799598694","0.1926671713590622","0.20722274109721184","0.20150445401668549","0.21313701570034027","0.4706730047861735","0.45181357860565186","0.4857966899871826","0.9735739082098007","0.9616090655326843","0.9911291003227234"
"61","0.20262419059872627","0.19675861299037933","0.20631000399589539","0.17920221388339996","0.17316386103630066","0.181341752409935","0.2026797980070114","0.19704724848270416","0.20601648092269897","0.4854851961135864","0.45720237493515015","0.5093565583229065","0.9709087759256363","0.9496626853942871","0.9960351586341858"
"62","0.2032952681183815","0.19510702788829803","0.22366303205490112","0.18147758394479752","0.1734088808298111","0.20103123784065247","0.2034318819642067","0.19552046060562134","0.22348295152187347","0.4610293706258138","0.4326799511909485","0.48043572902679443","0.9143790155649185","0.8893070220947266","0.9345735311508179"
"63","0.20257505401968956","0.19311046600341797","0.20883502066135406","0.1799548864364624","0.1692287027835846","0.18745370209217072","0.20276989415287971","0.19333793222904205","0.20894919335842133","0.48326871792475384","0.4626888632774353","0.5013700127601624","0.8959255963563919","0.8857163786888123","0.9063853025436401"
"64","0.20412174984812737","0.18777340650558472","0.22021320462226868","0.18197981640696526","0.16663329303264618","0.19936412572860718","0.20446356385946274","0.18795247375965118","0.22056032717227936","0.47518189748128253","0.45055973529815674","0.5038909912109375","0.9054383188486099","0.8878365755081177","0.9227397441864014"
"65","0.20447535440325737","0.18855220079421997","0.21979235112667084","0.18297405913472176","0.16631117463111877","0.196875661611557","0.2047596573829651","0.18895690143108368","0.2198084592819214","0.4794632891813914","0.43520423769950867","0.5126469135284424","0.9276964366436005","0.9069026708602905","0.9475918412208557"
"66","0.1949365995824337","0.17733626067638397","0.2049649953842163","0.17643870040774345","0.15922200679779053","0.18582965433597565","0.19493023306131363","0.17716121673583984","0.2051762193441391","0.45867106318473816","0.438268780708313","0.47003400325775146","0.8762019127607346","0.8570570945739746","0.8938168287277222"
"67","0.19282057508826256","0.18824556469917297","0.20225660502910614","0.17276545241475105","0.16894403100013733","0.18125611543655396","0.19299732893705368","0.18853606283664703","0.20246407389640808","0.4537229736646016","0.4468509256839752","0.4670060873031616","0.8479184508323669","0.8147034645080566","0.860846757888794"
"68","0.19301167502999306","0.18579639494419098","0.20420336723327637","0.17463406175374985","0.16791261732578278","0.1855219453573227","0.19311628490686417","0.1857234537601471","0.20446868240833282","0.4679860273996989","0.453229695558548","0.47803395986557007","0.8533836603164673","0.8444890379905701","0.8658268451690674"
"69","0.19807136803865433","0.18865510821342468","0.20756784081459045","0.17882750555872917","0.17087556421756744","0.18713630735874176","0.1980668120086193","0.18821756541728973","0.20765410363674164","0.4574037492275238","0.4251469373703003","0.47912150621414185","0.8332716077566147","0.8062167167663574","0.8727502226829529"
"70","0.1957385540008545","0.19135819375514984","0.2017515003681183","0.17696722969412804","0.17287005484104156","0.18075597286224365","0.19612275436520576","0.19170473515987396","0.20220838487148285","0.45794423421223956","0.4316576421260834","0.472426176071167","0.8409739881753922","0.8214845657348633","0.8587497472763062"
"71","0.19286440312862396","0.18210595846176147","0.20093244314193726","0.1741177886724472","0.16487517952919006","0.18311114609241486","0.19294654577970505","0.18192154169082642","0.20121733844280243","0.43424367904663086","0.4160314202308655","0.45304858684539795","0.8364650756120682","0.8265892267227173","0.8602101802825928"
"72","0.1937185563147068","0.18720793724060059","0.20184260606765747","0.17307815328240395","0.16622939705848694","0.18261198699474335","0.19378026574850082","0.18719914555549622","0.20253579318523407","0.4668961664040883","0.42245912551879883","0.4927106201648712","0.8351095020771027","0.8141282200813293","0.8489359021186829"
"73","0.18944085761904716","0.18080666661262512","0.19870243966579437","0.17090775817632675","0.16273733973503113","0.17896665632724762","0.1895911917090416","0.18104088306427002","0.19873860478401184","0.44186248381932575","0.41005468368530273","0.4661126732826233","0.7739054560661316","0.7495704889297485","0.7868224382400513"
"74","0.1973475180566311","0.18122075498104095","0.21288593113422394","0.17973433062434196","0.1648363620042801","0.19566507637500763","0.1975925751030445","0.1814931035041809","0.21359214186668396","0.4503260850906372","0.43660280108451843","0.475659042596817","0.8015081882476807","0.792040228843689","0.8126795291900635"
"75","0.19048688188195229","0.17937228083610535","0.20181024074554443","0.17258042469620705","0.15930457413196564","0.18332746624946594","0.19046127423644066","0.1795322149991989","0.20188216865062714","0.442822406689326","0.4042200446128845","0.46277469396591187","0.7421262860298157","0.7179034948348999","0.7610523104667664"
"76","0.19202418997883797","0.18064016103744507","0.20364689826965332","0.17455370351672173","0.16308973729610443","0.1861620992422104","0.19241885095834732","0.18065498769283295","0.20442098379135132","0.44848163922627765","0.4211992621421814","0.4730150103569031","0.7456390708684921","0.7273029685020447","0.7578538060188293"
"77","0.1944347694516182","0.18580080568790436","0.1985986828804016","0.17768483608961105","0.17136789858341217","0.18168319761753082","0.19429096207022667","0.18583637475967407","0.19814683496952057","0.44064467151959735","0.4170321226119995","0.4647196829319","0.7896147072315216","0.782185435295105","0.8002546429634094"
"78","0.18542005866765976","0.17897775769233704","0.1969822347164154","0.1680922843515873","0.1626620590686798","0.17806687951087952","0.18568038195371628","0.17903897166252136","0.19698984920978546","0.4443564812342326","0.40336182713508606","0.4732617139816284","0.7864369750022888","0.7640695571899414","0.811720609664917"
"79","0.20348155871033669","0.18737715482711792","0.21482239663600922","0.18623095378279686","0.17074880003929138","0.19698943197727203","0.20379182696342468","0.18787553906440735","0.21503448486328125","0.44584328929583233","0.4245833456516266","0.47325193881988525","0.7493551522493362","0.7260048985481262","0.7851328253746033"
"80","0.18517110124230385","0.1815350353717804","0.19141758978366852","0.1700136661529541","0.1629621535539627","0.1787659078836441","0.1852233186364174","0.18136323988437653","0.19145430624485016","0.4437265495459239","0.4180872142314911","0.45995888113975525","0.7557751685380936","0.7496297359466553","0.7639364004135132"
"81","0.1976383961737156","0.18272393941879272","0.20549333095550537","0.18025805428624153","0.16834326088428497","0.18655124306678772","0.19756928458809853","0.1828913390636444","0.20520296692848206","0.44826950629552204","0.42461657524108887","0.481425940990448","0.7678481787443161","0.7563763856887817","0.7779617309570312"
"82","0.19452206790447235","0.18384426832199097","0.20772449672222137","0.1774320751428604","0.16541625559329987","0.18966452777385712","0.19463995844125748","0.1842518448829651","0.2079089879989624","0.4328143695990245","0.42044132947921753","0.44863417744636536","0.7032071501016617","0.6897258162498474","0.7151208519935608"
"83","0.185863696038723","0.17350797355175018","0.19608555734157562","0.16985933855175972","0.15826404094696045","0.17887134850025177","0.1859600655734539","0.1732734590768814","0.19629088044166565","0.43944939970970154","0.39477336406707764","0.47198551893234253","0.7303226143121719","0.7016812562942505","0.7567481994628906"
"84","0.1927957385778427","0.18485267460346222","0.204799622297287","0.17616109177470207","0.168207585811615","0.18688815832138062","0.19303952157497406","0.18482953310012817","0.2051597386598587","0.4355950156847636","0.4282628297805786","0.4410901665687561","0.6827710568904877","0.6776213645935059","0.6892199516296387"
"85","0.18760034069418907","0.17304727435112","0.20262682437896729","0.17213166132569313","0.15686820447444916","0.1893889158964157","0.18779560551047325","0.1732661873102188","0.2029116004705429","0.4228780468304952","0.3777284324169159","0.4480048418045044","0.6856630742549896","0.658229649066925","0.7136837840080261"
"86","0.18576351925730705","0.17606370151042938","0.19128714501857758","0.17012949287891388","0.1601243019104004","0.17482547461986542","0.1860436201095581","0.17621059715747833","0.1917460560798645","0.42476096749305725","0.400017112493515","0.45295536518096924","0.6516278237104416","0.6265039443969727","0.671957790851593"
"87","0.1914844922721386","0.1750219166278839","0.207463800907135","0.18339606747031212","0.1600908488035202","0.21234911680221558","0.19168341159820557","0.17507509887218475","0.20715928077697754","0.4296455979347229","0.39410847425460815","0.4803505539894104","0.6542385518550873","0.629150927066803","0.6873809695243835"
"88","0.19880924001336098","0.1882626712322235","0.20936144888401031","0.18719473108649254","0.1731334775686264","0.21292473375797272","0.19909467920660973","0.1883494257926941","0.209628626704216","0.44297775626182556","0.40209314227104187","0.480151504278183","0.6638823449611664","0.6375252604484558","0.6887364387512207"
"89","0.1898208037018776","0.1823802888393402","0.19709500670433044","0.17910609766840935","0.16826488077640533","0.1943073868751526","0.1899559274315834","0.1825070083141327","0.19698983430862427","0.4290959934393565","0.4013257324695587","0.4544726610183716","0.678088828921318","0.6717867851257324","0.6911837458610535"
"90","0.19302260130643845","0.18608182668685913","0.2014455795288086","0.18195577710866928","0.17332032322883606","0.19127234816551208","0.19337601214647293","0.1865876168012619","0.20166271924972534","0.44722265005111694","0.407451331615448","0.4828253984451294","0.7095145434141159","0.6946091651916504","0.7436830401420593"
"91","0.1934388056397438","0.18572483956813812","0.20142127573490143","0.17973600327968597","0.1707361787557602","0.187096506357193","0.19364511966705322","0.1860850751399994","0.20164817571640015","0.4383123517036438","0.41295379400253296","0.4625067710876465","0.6390964984893799","0.6353562474250793","0.6437017917633057"
"92","0.18420085310935974","0.16951745748519897","0.19375035166740417","0.16965676844120026","0.15443342924118042","0.17821934819221497","0.18441345915198326","0.1698189377784729","0.19418811798095703","0.43273569146792096","0.41713517904281616","0.45239707827568054","0.6187819838523865","0.6055506467819214","0.6313318014144897"
"93","0.190251886844635","0.1789013296365738","0.20050925016403198","0.1754244975745678","0.16806253790855408","0.18347665667533875","0.190560944378376","0.17917165160179138","0.20111221075057983","0.4360641340414683","0.41021963953971863","0.4523788094520569","0.6337076425552368","0.62659752368927","0.6464747786521912"
"94","0.18354983255267143","0.1730479896068573","0.19066627323627472","0.1692494861781597","0.16105137765407562","0.1760193556547165","0.18373453617095947","0.17326170206069946","0.1909714788198471","0.42417896787325543","0.3777269423007965","0.46732527017593384","0.6161384582519531","0.6058885455131531","0.6319854855537415"
"95","0.18491261824965477","0.17568695545196533","0.19076700508594513","0.17071029171347618","0.16370874643325806","0.17657843232154846","0.18530335649847984","0.17577451467514038","0.19147634506225586","0.4399782419204712","0.3947840929031372","0.4708867073059082","0.6485236436128616","0.6223115921020508","0.6824417114257812"
"96","0.18572662398219109","0.17799529433250427","0.19112099707126617","0.17254208400845528","0.16408833861351013","0.17664821445941925","0.18595721200108528","0.17863088846206665","0.19121819734573364","0.41823827226956684","0.37829384207725525","0.4440520405769348","0.6367148607969284","0.6218103170394897","0.6489657163619995"
