"Step","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX"
"11","0.2722243666648865","0.26657578349113464","0.2778729498386383","1.8276828527450562","1.6824431419372559","2.02378249168396","0.26150567332903546","0.24132132530212402","0.27381908893585205","0.1902250200510025","0.1761089265346527","0.19753539562225342","1.6815856397151947","1.648899793624878","1.7155566215515137"
"12","0.25737665593624115","0.2542678415775299","0.2604854702949524","1.7550382018089294","1.6474168300628662","1.8879337310791016","0.257681926091512","0.2489282786846161","0.26350417733192444","0.18947181105613708","0.18273106217384338","0.19540637731552124","1.714903324842453","1.6870944499969482","1.7537193298339844"
"13","0.25751499086618423","0.24347980320453644","0.27155017852783203","1.6688091456890106","1.5457475185394287","1.864017128944397","0.2533276677131653","0.2360430657863617","0.2766959071159363","0.18472116192181906","0.16732366383075714","0.203049436211586","1.6684984266757965","1.6015584468841553","1.715720534324646"
"14","0.24014685302972794","0.23066875338554382","0.24962495267391205","1.5103760361671448","1.3690180778503418","1.591019630432129","0.23449492951234183","0.2279353141784668","0.24333719909191132","0.1685181458791097","0.16329172253608704","0.17631883919239044","1.534277081489563","1.5091850757598877","1.5519849061965942"
"15","0.24335873872041702","0.24248547852039337","0.24423199892044067","1.519419252872467","1.3930857181549072","1.638575792312622","0.2393966019153595","0.23090910911560059","0.2474905550479889","0.17275616029898325","0.1699886918067932","0.17705953121185303","1.6579910218715668","1.6165353059768677","1.6744927167892456"
"16","0.24833998084068298","0.24215179681777954","0.2545281648635864","1.3766634166240692","1.2937085628509521","1.4888757467269897","0.24062016606330872","0.22965604066848755","0.2577001750469208","0.16977394620577493","0.16231654584407806","0.17923235893249512","1.5595738589763641","1.5452876091003418","1.569189429283142"
"17","0.23698130249977112","0.22926616668701172","0.24469643831253052","1.267739862203598","1.223435640335083","1.333817720413208","0.23489987353483835","0.22588105499744415","0.24688464403152466","0.1709825942913691","0.15839731693267822","0.18220511078834534","1.4998078346252441","1.4907212257385254","1.5168859958648682"
"18","0.23362553864717484","0.22357593476772308","0.2436751425266266","1.2979795038700104","1.2251787185668945","1.3783764839172363","0.2262582629919052","0.21829792857170105","0.2380705177783966","0.16651551425457","0.16150085628032684","0.17510399222373962","1.5406716465950012","1.5255839824676514","1.562359094619751"
"19","0.22420252859592438","0.2143309861421585","0.23407407104969025","1.2313909530639648","1.1670141220092773","1.3268277645111084","0.2165736456712087","0.20436903834342957","0.2299070954322815","0.1576138138771057","0.1496354341506958","0.16865047812461853","1.5291259288787842","1.5202006101608276","1.543421983718872"
"20","0.21755440533161163","0.21568365395069122","0.21942515671253204","1.1477356553077698","1.1024798154830933","1.2378851175308228","0.21012774606545767","0.20212490856647491","0.2143206000328064","0.15404348572095236","0.14788153767585754","0.1584322303533554","1.5072440803050995","1.497205138206482","1.5171420574188232"
"21","0.22037022560834885","0.22031733393669128","0.2204231172800064","1.1513318419456482","1.1155470609664917","1.1747586727142334","0.2105780988931656","0.19767403602600098","0.21964965760707855","0.15665395557880402","0.15253639221191406","0.16254939138889313","1.5869948863983154","1.5534367561340332","1.6024260520935059"
"22","0.2104833796620369","0.19724753499031067","0.22371922433376312","1.0694908499717712","1.0424906015396118","1.1272356510162354","0.2061295211315155","0.19320595264434814","0.2207852303981781","0.15252940356731415","0.14080922305583954","0.1604875773191452","1.5334217846393585","1.496274709701538","1.5495691299438477"
"23","0.2065107375383377","0.19294822216033936","0.22007325291633606","0.9812779724597931","0.936030924320221","1.0060830116271973","0.20214299857616425","0.18965591490268707","0.21629565954208374","0.15002678334712982","0.13973166048526764","0.1595419943332672","1.4188057780265808","1.4148684740066528","1.4285218715667725"
"24","0.20516645908355713","0.2036362737417221","0.20669664442539215","0.9395214915275574","0.8969345092773438","0.9584387540817261","0.20372849702835083","0.2031649947166443","0.20467010140419006","0.15267661213874817","0.15068943798542023","0.15559884905815125","1.4800965189933777","1.45564603805542","1.4906558990478516"
"25","0.21581356972455978","0.21399374306201935","0.21763339638710022","0.8759234845638275","0.8616800308227539","0.9070961475372314","0.206095223625501","0.19015924632549286","0.21625156700611115","0.15191498895486197","0.13785302639007568","0.15980803966522217","1.4916470348834991","1.479952096939087","1.5075253248214722"
"26","0.2072894424200058","0.20598530769348145","0.20859357714653015","0.814140185713768","0.7858175039291382","0.842620313167572","0.19896748661994934","0.1851276308298111","0.20866385102272034","0.1484736700852712","0.1391720473766327","0.15581732988357544","1.4702305495738983","1.4448580741882324","1.4855719804763794"
"27","0.1919601410627365","0.18921653926372528","0.19470374286174774","0.7818692922592163","0.7259546518325806","0.8111633062362671","0.20061136782169342","0.1880258321762085","0.22183066606521606","0.15082448720932007","0.13862137496471405","0.17038559913635254","1.4511993825435638","1.4337871074676514","1.4731473922729492"
"28","0.1730816289782524","0.17074748873710632","0.1754157692193985","0.722965806722641","0.6759940385818481","0.7611443996429443","0.18042814234892526","0.16686227917671204","0.19940410554409027","0.13425324857234955","0.12385846674442291","0.15458396077156067","1.424343764781952","1.4013829231262207","1.4447126388549805"
"29","0.19255313277244568","0.18011201918125153","0.20499424636363983","0.6876297444105148","0.6474153995513916","0.721994936466217","0.1884244829416275","0.17979282140731812","0.20221708714962006","0.14468835790952048","0.13588973879814148","0.15549087524414062","1.5463722348213196","1.5273343324661255","1.574307918548584"
"30","0.17584490776062012","0.17457649111747742","0.17711332440376282","0.6315732002258301","0.5848226547241211","0.660563051700592","0.17759493986765543","0.17344340682029724","0.1844390481710434","0.13988476991653442","0.1332063227891922","0.1482456475496292","1.4490025043487549","1.4183380603790283","1.4822862148284912"
"31","0.18447421491146088","0.17745667695999146","0.1914917528629303","0.6167031079530716","0.6113120317459106","0.6269336938858032","0.18155918021996817","0.17504724860191345","0.19119882583618164","0.1412754754225413","0.1361609250307083","0.1471640169620514","1.384141892194748","1.366805076599121","1.3992936611175537"
"32","0.17671050876379013","0.1754341423511505","0.17798687517642975","0.5855153352022171","0.5482661128044128","0.6219520568847656","0.18319151302178702","0.17490962147712708","0.19920732080936432","0.14306881030400595","0.1345110833644867","0.1599753201007843","1.384693592786789","1.3821759223937988","1.3861033916473389"
"33","0.18891452252864838","0.18733665347099304","0.1904923915863037","0.5936522483825684","0.5587962865829468","0.6124022006988525","0.18604505558808646","0.18288907408714294","0.18823356926441193","0.14744370182355246","0.14505943655967712","0.151539146900177","1.4298475980758667","1.4051519632339478","1.4514352083206177"
"34","0.176077201962471","0.1759982854127884","0.17615611851215363","0.5605717897415161","0.5331525206565857","0.5759114623069763","0.17882038156191507","0.173661470413208","0.18623694777488708","0.13895420730113983","0.13299107551574707","0.1483902484178543","1.3791292011737823","1.3600863218307495","1.3885372877120972"
"35","0.1817132905125618","0.17756618559360504","0.18586039543151855","0.5536744296550751","0.5179499983787537","0.591282844543457","0.17276074985663095","0.15659090876579285","0.18283328413963318","0.13717633982499441","0.12261515855789185","0.1468925029039383","1.4345847070217133","1.4155330657958984","1.4569592475891113"
"36","0.16983526200056076","0.16430997848510742","0.1753605455160141","0.5318556576967239","0.5192762017250061","0.5514143705368042","0.170027365287145","0.1604834645986557","0.17484314739704132","0.13879483938217163","0.13100120425224304","0.14269821345806122","1.3645451664924622","1.3465325832366943","1.373560905456543"
"37","0.17869244515895844","0.17804977297782898","0.1793351173400879","0.5359077155590057","0.5124772787094116","0.5496927499771118","0.1682163675626119","0.1509518325328827","0.17936116456985474","0.13500809172789255","0.120289146900177","0.14464889466762543","1.3892807364463806","1.3749555349349976","1.4199464321136475"
"38","0.17592470347881317","0.1615677922964096","0.19028161466121674","0.5386250913143158","0.506075382232666","0.5548034906387329","0.17079139749209085","0.15811771154403687","0.19009381532669067","0.13784674306710562","0.12613420188426971","0.15595513582229614","1.3641502559185028","1.324326992034912","1.402370810508728"
"39","0.1653231978416443","0.15242043137550354","0.17822596430778503","0.4995850697159767","0.47671520709991455","0.521146833896637","0.16076479852199554","0.15026096999645233","0.18090105056762695","0.12877942621707916","0.11963845789432526","0.14389213919639587","1.289493978023529","1.2650213241577148","1.3291782140731812"
"40","0.17426550388336182","0.16043487191200256","0.18809613585472107","0.5244451835751534","0.4789285957813263","0.5478993654251099","0.17828457057476044","0.16045282781124115","0.18976688385009766","0.1485148419936498","0.1302875131368637","0.16113892197608948","1.2952072024345398","1.284928798675537","1.3038971424102783"
"41","0.16585150361061096","0.1581987738609314","0.17350423336029053","0.49342621862888336","0.47043710947036743","0.5083527565002441","0.1673070192337036","0.1560278832912445","0.17366567254066467","0.14624558885892233","0.1445377767086029","0.14901654422283173","1.29977548122406","1.2811319828033447","1.3128912448883057"
"42","0.16733334958553314","0.16577020287513733","0.16889649629592896","0.5040104389190674","0.4963468313217163","0.5124813914299011","0.1671826938788096","0.1648084968328476","0.16958610713481903","0.13866840302944183","0.1366935521364212","0.13977259397506714","1.3246890604496002","1.3142503499984741","1.3474845886230469"
"43","0.1697455570101738","0.16953694820404053","0.16995416581630707","0.4934317246079445","0.48366308212280273","0.5013145208358765","0.16649477183818817","0.1609443724155426","0.17077384889125824","0.1378918637832006","0.13407975435256958","0.1398988515138626","1.2727304697036743","1.2572017908096313","1.2965352535247803"
"44","0.15994862467050552","0.1584654152393341","0.16143183410167694","0.49420708417892456","0.4636411666870117","0.5132582783699036","0.1641026735305786","0.15925249457359314","0.17292216420173645","0.13676094015439352","0.1301458477973938","0.1452566683292389","1.2953603863716125","1.2785028219223022","1.3145403861999512"
"45","0.15606465935707092","0.15504656732082367","0.15708275139331818","0.4801870658993721","0.4670531153678894","0.505190372467041","0.16040661931037903","0.15291675925254822","0.17089048027992249","0.13316350181897482","0.1266423761844635","0.1425047665834427","1.2894020676612854","1.2669880390167236","1.3006839752197266"
"46","0.15956269949674606","0.15651986002922058","0.16260553896427155","0.4828067496418953","0.47298333048820496","0.49126720428466797","0.15953169763088226","0.1544078141450882","0.16329875588417053","0.13332762320836386","0.12566083669662476","0.13722911477088928","1.3316265940666199","1.3202266693115234","1.3392939567565918"
"47","0.15943945944309235","0.1510445475578308","0.16783437132835388","0.4633350521326065","0.4528806805610657","0.47324565052986145","0.15646726389726004","0.14991523325443268","0.16835692524909973","0.13223433991273245","0.12758012115955353","0.14118462800979614","1.2754040360450745","1.2494170665740967","1.30064058303833"
"48","0.15367382764816284","0.15203545987606049","0.1553121954202652","0.4488363638520241","0.44315412640571594","0.4582376480102539","0.1523371289173762","0.1491510272026062","0.15589894354343414","0.12866244713465372","0.12526348233222961","0.13370516896247864","1.2150525748729706","1.2035704851150513","1.2339508533477783"
"49","0.1641375795006752","0.15175199508666992","0.17652316391468048","0.4544773995876312","0.4311203360557556","0.49111446738243103","0.1564927945534388","0.14321668446063995","0.17419514060020447","0.13051392883062363","0.12113086134195328","0.1448155641555786","1.295923113822937","1.2737853527069092","1.3240959644317627"
"50","0.15308919548988342","0.14489580690860748","0.16128258407115936","0.4883092790842056","0.47768157720565796","0.5057308077812195","0.1538404325644175","0.14422528445720673","0.16207869350910187","0.13036717226107916","0.12188797444105148","0.1391696333885193","1.305901825428009","1.296446681022644","1.3222553730010986"
"51","0.1731494963169098","0.17308780550956726","0.17321118712425232","0.45708051323890686","0.4421014189720154","0.47562986612319946","0.16687849164009094","0.15576878190040588","0.1743701547384262","0.14206191897392273","0.13311466574668884","0.14770469069480896","1.1801056563854218","1.1591764688491821","1.211376667022705"
"52","0.1614663302898407","0.14804013073444366","0.17489252984523773","0.45736291259527206","0.4371781349182129","0.48540663719177246","0.15371133387088776","0.13894915580749512","0.17488408088684082","0.1303572952747345","0.11610274016857147","0.1499691605567932","1.2024625539779663","1.1759493350982666","1.222769021987915"
"53","0.14889530092477798","0.13911256194114685","0.15867803990840912","0.4591289088129997","0.42571473121643066","0.4875611662864685","0.15282423297564188","0.13833849132061005","0.16332097351551056","0.12938939531644186","0.11760248243808746","0.14074184000492096","1.222493290901184","1.2095727920532227","1.2348787784576416"
"54","0.14623194187879562","0.13522212207317352","0.15724176168441772","0.44237105548381805","0.39624401926994324","0.4687196910381317","0.14981896181901297","0.1357419788837433","0.1568985879421234","0.1306329369544983","0.12285882234573364","0.13552968204021454","1.1811054944992065","1.1650323867797852","1.2067673206329346"
"55","0.1517220214009285","0.1358577311038971","0.1675863116979599","0.47198575735092163","0.43441569805145264","0.4985494017601013","0.15138360361258188","0.13582848012447357","0.1665906459093094","0.12926760067542395","0.11888671666383743","0.1409667432308197","1.1650184392929077","1.1379523277282715","1.1942946910858154"
"56","0.15531735867261887","0.144295796751976","0.16633892059326172","0.47238097339868546","0.460720956325531","0.48376667499542236","0.1505119651556015","0.13989393413066864","0.1675175428390503","0.1291015495856603","0.11850106716156006","0.14012180268764496","1.114719271659851","1.0925788879394531","1.1493098735809326"
"57","0.15035710483789444","0.14574868977069855","0.15496551990509033","0.451615147292614","0.4380127191543579","0.4701847434043884","0.149294783671697","0.14611193537712097","0.1541603058576584","0.12995690604050955","0.1268010437488556","0.1344332993030548","1.137438416481018","1.1245160102844238","1.1729023456573486"
"58","0.14511355757713318","0.13885906338691711","0.15136805176734924","0.43756382912397385","0.41986745595932007","0.4491766095161438","0.14926853775978088","0.13958553969860077","0.15678620338439941","0.13013219833374023","0.12137956917285919","0.13843059539794922","1.151939868927002","1.1268928050994873","1.180721402168274"
"59","0.13603518903255463","0.12993153929710388","0.14213883876800537","0.4415893778204918","0.40952783823013306","0.47320684790611267","0.1411177267630895","0.1303807497024536","0.15017251670360565","0.12030547857284546","0.1106126457452774","0.12977920472621918","1.1063471138477325","1.0870952606201172","1.1442477703094482"
"60","0.1502957120537758","0.14189854264259338","0.1586928814649582","0.43032941967248917","0.40352243185043335","0.4502210021018982","0.15078682700792947","0.14309951663017273","0.1589474380016327","0.13039897630612055","0.12452637404203415","0.1353580504655838","1.1492569148540497","1.1153793334960938","1.1870235204696655"
"61","0.15233148634433746","0.14228931069374084","0.16237366199493408","0.4563196748495102","0.4117874205112457","0.48319652676582336","0.15014012157917023","0.14286425709724426","0.16296173632144928","0.1301090270280838","0.12298138439655304","0.1437920480966568","1.1599431931972504","1.1399836540222168","1.18605637550354"
"62","0.15115829557180405","0.13590921461582184","0.16640737652778625","0.41856103390455246","0.4021095633506775","0.45129165053367615","0.14939138293266296","0.13627611100673676","0.16695226728916168","0.12870709598064423","0.11626888811588287","0.1456487774848938","1.098724514245987","1.0825786590576172","1.1162590980529785"
"63","0.1508084535598755","0.1484300196170807","0.1531868875026703","0.43649620562791824","0.41067808866500854","0.4582211971282959","0.15142261485258737","0.14863984286785126","0.15295861661434174","0.1315921445687612","0.13026875257492065","0.13258332014083862","1.0853081941604614","1.060537576675415","1.1034860610961914"
"64","0.13031459227204323","0.11792873591184616","0.1427004486322403","0.41781795769929886","0.38688698410987854","0.43495112657546997","0.1325509399175644","0.11815978586673737","0.14319412410259247","0.11256081114212672","0.09670812636613846","0.12431671470403671","1.0573909282684326","1.0202491283416748","1.0976427793502808"
"65","0.13064849749207497","0.11546594649553299","0.14583104848861694","0.42148246616125107","0.3734985291957855","0.4550301432609558","0.1370252470175425","0.11659179627895355","0.1476609855890274","0.1162078728278478","0.09667347371578217","0.1273118406534195","1.0927399098873138","1.0535578727722168","1.1361865997314453"
"66","0.14637348055839539","0.13817435503005981","0.15457260608673096","0.41699106991291046","0.3996090888977051","0.4458111524581909","0.14578719437122345","0.13790296018123627","0.15510867536067963","0.1263586481412252","0.11913327872753143","0.13352827727794647","1.0826283991336823","1.0530037879943848","1.1261239051818848"
"67","0.14321495592594147","0.1383245885372162","0.14810532331466675","0.4047585129737854","0.3857877850532532","0.4225553870201111","0.13949609796206155","0.13136321306228638","0.14843100309371948","0.12153151134649913","0.11487165093421936","0.12973244488239288","1.0443233847618103","1.0228545665740967","1.0725899934768677"
"68","0.15582524240016937","0.14849361777305603","0.16315686702728271","0.4435361623764038","0.4220938980579376","0.462031751871109","0.15377880136171976","0.14818178117275238","0.163186714053154","0.1345083067814509","0.1293880045413971","0.14431647956371307","1.0333755016326904","1.0080735683441162","1.0610220432281494"
"70","0.13696512579917908","0.1359870433807373","0.13794320821762085","0.43166208267211914","0.4007481336593628","0.478283166885376","0.1424787441889445","0.13540512323379517","0.1532011777162552","0.12332337349653244","0.1158212348818779","0.13430023193359375","1.0730386674404144","1.0354677438735962","1.1418168544769287"
"71","0.14149591326713562","0.12485028803348541","0.15814153850078583","0.4269164353609085","0.3803701400756836","0.4597073495388031","0.1434093415737152","0.12549814581871033","0.15826290845870972","0.12446713447570801","0.10731691122055054","0.13705450296401978","0.9898982644081116","0.9498081803321838","1.0159697532653809"
"72","0.13770673424005508","0.12893523275852203","0.14647823572158813","0.41893988847732544","0.38371795415878296","0.4349817931652069","0.14163784682750702","0.12863261997699738","0.14928585290908813","0.12126008917888005","0.10821758955717087","0.12826012074947357","1.0157672762870789","1.0016276836395264","1.0463557243347168"
"73","0.15099337697029114","0.1464177966117859","0.1555689573287964","0.4339069649577141","0.42146533727645874","0.4460851848125458","0.15196592112382254","0.1463731825351715","0.1552765816450119","0.13276727000872293","0.12568524479866028","0.1365576982498169","1.0139797031879425","1.0000207424163818","1.0348514318466187"
"74","0.14923373609781265","0.13785278797149658","0.16061468422412872","0.42820557951927185","0.39445698261260986","0.45199793577194214","0.14578241606553397","0.13846980035305023","0.16010746359825134","0.12900664657354355","0.1209520697593689","0.14144501090049744","0.9674518555402756","0.9408971071243286","1.0126924514770508"
"75","0.14565148949623108","0.1373502016067505","0.15395277738571167","0.4242028668522835","0.3834727108478546","0.454763263463974","0.1383145103851954","0.12340855598449707","0.1545581966638565","0.12108997255563736","0.10775745660066605","0.1353592425584793","1.0197839438915253","0.9788767099380493","1.0573941469192505"
"76","0.13933154195547104","0.13830141723155975","0.14036166667938232","0.41979482024908066","0.39496833086013794","0.4480345845222473","0.1349454919497172","0.12610885500907898","0.14022421836853027","0.11770281195640564","0.10972163081169128","0.1221085786819458","0.9701475948095322","0.9360400438308716","0.9986885786056519"
"77","0.12979359924793243","0.10276015102863312","0.15682704746723175","0.3954533264040947","0.34064605832099915","0.4232991933822632","0.1323191076517105","0.10342563688755035","0.15772055089473724","0.11559428771336873","0.087577685713768","0.14190296828746796","0.9624236673116684","0.9223671555519104","1.0186184644699097"
"78","0.12571467459201813","0.1251259446144104","0.12630340456962585","0.3991045877337456","0.3814776539802551","0.4256610870361328","0.12427600224812825","0.12290728092193604","0.12550725042819977","0.10870972275733948","0.10643664002418518","0.1111350804567337","0.9402896761894226","0.912341833114624","0.991762638092041"
"79","0.12213502079248428","0.11662772297859192","0.12764231860637665","0.3916335627436638","0.3554633855819702","0.4381404519081116","0.1268307790160179","0.11698303371667862","0.13670802116394043","0.10977930575609207","0.10291857272386551","0.11790227144956589","0.9107428640127182","0.8761520981788635","0.9563766121864319"
"80","0.13539906591176987","0.12255282700061798","0.14824530482292175","0.39725616574287415","0.37163522839546204","0.41033053398132324","0.13469456136226654","0.12191298604011536","0.1475411206483841","0.11731848120689392","0.10524184256792068","0.12970741093158722","0.9044062048196793","0.8676762580871582","0.9312419891357422"
"81","0.1301499307155609","0.12680715322494507","0.13349270820617676","0.39168287068605423","0.370565801858902","0.42542654275894165","0.13153599699338278","0.12659426033496857","0.13415217399597168","0.1150470773379008","0.11104270815849304","0.11784958094358444","0.957049235701561","0.9383238554000854","1.0069390535354614"
"82","0.1422862634062767","0.13997772336006165","0.14459480345249176","0.4022297039628029","0.3888022303581238","0.4107005298137665","0.14592200020949045","0.13969361782073975","0.1534569263458252","0.1288244128227234","0.12384037673473358","0.13444511592388153","0.9613823443651199","0.9497389793395996","0.9874378442764282"
"83","0.14389725774526596","0.1415400356054306","0.14625447988510132","0.40302348881959915","0.39593538641929626","0.4171861410140991","0.14543344577153525","0.14127466082572937","0.1488761305809021","0.1297653615474701","0.12578867375850677","0.1320570856332779","0.8788922429084778","0.86147540807724","0.9048704504966736"
"84","0.14739715307950974","0.14231374859809875","0.15248055756092072","0.40319696068763733","0.3920963406562805","0.4170041084289551","0.14247554540634155","0.13366705179214478","0.15138158202171326","0.1249681015809377","0.11795380711555481","0.1335032880306244","0.8743066042661667","0.8512040376663208","0.9140728712081909"
"85","0.13404186815023422","0.1325058937072754","0.13557784259319305","0.40103650093078613","0.3818095326423645","0.42402002215385437","0.13152220845222473","0.1271398365497589","0.13457491993904114","0.11704634130001068","0.11323393881320953","0.12010659277439117","0.908928707242012","0.891859769821167","0.9317355155944824"
"86","0.14138611406087875","0.13441216945648193","0.14836005866527557","0.40011606365442276","0.38856011629104614","0.4130825698375702","0.1390774299701055","0.13405512273311615","0.14804348349571228","0.12562181800603867","0.12021084874868393","0.1316547691822052","0.8986797332763672","0.8766194581985474","0.939990758895874"
"87","0.1392560675740242","0.13290613889694214","0.14560599625110626","0.38503649085760117","0.36796003580093384","0.4003288149833679","0.13686575492223105","0.1317927986383438","0.1455470621585846","0.12318288286526997","0.11639352142810822","0.13046270608901978","0.8606206029653549","0.8391169905662537","0.9019979238510132"
"88","0.1330549642443657","0.12817774713039398","0.1379321813583374","0.3938441500067711","0.3698680102825165","0.4369561970233917","0.13269266486167908","0.12860992550849915","0.13718365132808685","0.12684460977713266","0.1147240549325943","0.1446717530488968","0.8581890314817429","0.832170307636261","0.9130560755729675"
"89","0.1355237178504467","0.12398562580347061","0.1470618098974228","0.3850371316075325","0.3626547157764435","0.4089964032173157","0.13266041378180185","0.1247713714838028","0.1467118114233017","0.11863274872303009","0.11153863370418549","0.131228506565094","0.8259878307580948","0.8096098303794861","0.8581045269966125"
"90","0.1303093284368515","0.11586740612983704","0.14475125074386597","0.40338680148124695","0.3652307391166687","0.42546120285987854","0.13530048976341882","0.11510703712701797","0.14778709411621094","0.12009975065787633","0.1026720181107521","0.13194875419139862","0.8595679700374603","0.8325122594833374","0.8880598545074463"
"91","0.13595429807901382","0.13437214493751526","0.1375364512205124","0.4130168855190277","0.39510661363601685","0.440166175365448","0.13439940909544626","0.13280969858169556","0.13735298812389374","0.1188497394323349","0.11519022285938263","0.12158159911632538","0.8588151633739471","0.8212319612503052","0.9069095253944397"
"92","0.14299265295267105","0.1373332291841507","0.1486520767211914","0.38335686177015305","0.3671911358833313","0.3959961533546448","0.14234128594398499","0.13651320338249207","0.14900729060173035","0.12717771281798682","0.12045025080442429","0.13420036435127258","0.7741205543279648","0.7573446035385132","0.8027264475822449"
"93","0.12896931916475296","0.12844456732273102","0.1294940710067749","0.38259320706129074","0.3674396872520447","0.3954944908618927","0.12644816686709723","0.12222898751497269","0.12954673171043396","0.11285338302453359","0.11028324067592621","0.11582513898611069","0.8203551918268204","0.8032942414283752","0.8401840925216675"
"94","0.1306125670671463","0.122933030128479","0.1382921040058136","0.3937436416745186","0.3693348467350006","0.407717227935791","0.13890101263920465","0.12239072471857071","0.1556643396615982","0.12437706937392552","0.10676387697458267","0.14079445600509644","0.7884475886821747","0.7697749733924866","0.8214186429977417"
"95","0.12302608042955399","0.12300612032413483","0.12304604053497314","0.38684219121932983","0.3702390193939209","0.40162837505340576","0.13003906110922495","0.12193458527326584","0.14516496658325195","0.11511324594418208","0.10616050660610199","0.13098086416721344","0.7763394266366959","0.7500276565551758","0.8028777241706848"
"96","0.1358897164463997","0.13448907434940338","0.137290358543396","0.3943505585193634","0.36381614208221436","0.4283583164215088","0.13123508046070734","0.12235619872808456","0.13712608814239502","0.11804020404815674","0.11028631031513214","0.12202984094619751","0.7667823433876038","0.7418015599250793","0.8197582364082336"
"97","0.13276918232440948","0.12696807086467743","0.13857029378414154","0.3751792162656784","0.3650457262992859","0.3845254182815552","0.1288494716087977","0.12182964384555817","0.13798661530017853","0.11552975575129192","0.1093185618519783","0.12444363534450531","0.7591507583856583","0.7385299205780029","0.7890838980674744"
