"Step","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX"
"22","2.324630538622538","1.9287418127059937","2.6936850547790527","3.580604135990143","2.771188259124756","3.9437808990478516","3.662216901779175","3.5466766357421875","3.898705005645752","3.4325886368751526","3.2554850578308105","3.6120285987854004","1.494533896446228","1.1802496910095215","2.0569610595703125"
"23","2.044387777646383","1.7650412321090698","2.434879779815674","3.393683433532715","2.5500617027282715","3.804657459259033","3.442484736442566","3.3039379119873047","3.642807960510254","3.2208338379859924","3.037334680557251","3.447481632232666","1.2775370478630066","1.0148589611053467","1.5350971221923828"
"24","1.9216374158859253","1.6034409999847412","2.303286552429199","3.2500377893447876","2.264449119567871","3.701472520828247","3.3255139589309692","3.10321307182312","3.6071176528930664","3.255128264427185","3.139268636703491","3.3252756595611572","1.4053172171115875","1.1633977890014648","1.7262017726898193"
"25","1.7545761664708455","1.3980581760406494","2.1669745445251465","3.02505761384964","2.0264320373535156","3.4906113147735596","3.0218966007232666","2.872736930847168","3.275996208190918","3.0540942549705505","2.988356351852417","3.1427130699157715","1.2488678693771362","1.112243890762329","1.3726050853729248"
"26","1.663835048675537","1.3694816827774048","2.111448287963867","2.958675742149353","1.9749574661254883","3.4831175804138184","2.956798493862152","2.792039394378662","3.270197629928589","2.744860827922821","2.632262945175171","2.890505790710449","1.2576277256011963","1.1734082698822021","1.3647819757461548"
"27","1.5233696301778157","1.265188455581665","1.9321328401565552","2.731893628835678","1.837884783744812","3.1706631183624268","2.797207772731781","2.6013102531433105","3.168800115585327","2.7985668778419495","2.65669322013855","3.0012800693511963","1.2665692567825317","1.1240277290344238","1.3856111764907837"
"28","1.3284073273340862","1.1561768054962158","1.6325271129608154","2.5330986380577087","1.6054062843322754","3.108768939971924","2.6033718585968018","2.360466718673706","2.9772839546203613","2.6098915934562683","2.5107080936431885","2.66176700592041","1.1668074280023575","0.8804206252098083","1.3650035858154297"
"29","1.2641687393188477","1.0766072273254395","1.6384832859039307","2.388597786426544","1.3918883800506592","2.892259120941162","2.385867953300476","2.133463144302368","2.8761706352233887","2.4408857822418213","2.2763431072235107","2.669025421142578","1.1517079770565033","1.0002521276474","1.279158592224121"
"30","1.1492435137430828","0.9009947776794434","1.5248088836669922","2.2422226071357727","1.3879611492156982","2.71390438079834","2.2153608202934265","2.0834593772888184","2.576478958129883","2.460383176803589","2.2298049926757812","2.668275833129883","1.1146776676177979","1.0494484901428223","1.1796950101852417"
"31","1.0906206965446472","0.9221727252006531","1.3185040950775146","2.1138385832309723","1.3574665784835815","2.568328619003296","2.1188319325447083","1.9710514545440674","2.426208734512329","2.4288602471351624","2.3652544021606445","2.481921434402466","1.1057273298501968","0.8754819631576538","1.4011062383651733"
"32","1.0472935835520427","0.9114408493041992","1.2906056642532349","1.9761331677436829","1.1709222793579102","2.436617136001587","2.0186594128608704","1.7970542907714844","2.4409191608428955","2.2917113304138184","2.1428658962249756","2.374572515487671","1.192193180322647","1.0961178541183472","1.2986693382263184"
"33","0.9530695478121439","0.7717543244361877","1.2119389772415161","1.8149441182613373","1.1412981748580933","2.240450620651245","1.8185181617736816","1.6384787559509277","2.3265767097473145","2.243676006793976","2.0652966499328613","2.498563766479492","1.1328342258930206","1.0004725456237793","1.3397783041000366"
"34","0.9212916493415833","0.7183381915092468","1.145158052444458","1.683097705245018","0.9630600810050964","2.1855597496032715","1.7165255546569824","1.4898667335510254","2.2382984161376953","2.2007637917995453","1.9938596487045288","2.369936227798462","1.123178482055664","0.9482705593109131","1.3662484884262085"
"35","0.8579835096995035","0.7103806734085083","1.0269951820373535","1.5598515570163727","0.9473451375961304","1.997286081314087","1.516508162021637","1.3247443437576294","1.8807790279388428","2.080915689468384","1.9827604293823242","2.2144625186920166","1.1107667237520218","0.9712839722633362","1.2966481447219849"
"36","0.8264879981676737","0.6673113107681274","1.078442096710205","1.4418993294239044","0.9154783487319946","1.8254705667495728","1.449102371931076","1.2886803150177002","1.859722375869751","2.03339621424675","1.9319007396697998","2.1985995769500732","1.0935484170913696","1.0105302333831787","1.1957828998565674"
"37","0.8393738667170206","0.7161202430725098","1.016690731048584","1.4031757414340973","0.8743666410446167","1.7549020051956177","1.4027146995067596","1.2222503423690796","1.8273570537567139","2.2835536003112793","1.97652006149292","2.676126003265381","1.133171334862709","0.9806004166603088","1.2528939247131348"
"38","0.8003929058710734","0.6831732392311096","1.0059940814971924","1.2742238342761993","0.8288198709487915","1.5957579612731934","1.305118441581726","1.129927158355713","1.7886717319488525","2.0994162559509277","1.8749579191207886","2.385108232498169","1.1403316259384155","0.9952315092086792","1.2477668523788452"
"39","0.767348070939382","0.6930264234542847","0.8383470177650452","1.190785527229309","0.8271241188049316","1.495373249053955","1.2115758657455444","1.054537296295166","1.6014480590820312","2.198253631591797","1.9798862934112549","2.3964364528656006","1.1431765109300613","0.9830026030540466","1.297959327697754"
"40","0.7327309648195902","0.6446267366409302","0.7921261787414551","1.1245684027671814","0.7801024913787842","1.356832504272461","1.1292612254619598","0.9722690582275391","1.4680544137954712","2.1540674567222595","1.9734251499176025","2.5280284881591797","1.1619965434074402","1.0315642356872559","1.2621123790740967"
"41","0.7198191483815511","0.6224632263183594","0.8045945167541504","1.072085663676262","0.8361436724662781","1.2578253746032715","1.0564431846141815","0.8840800523757935","1.3083302974700928","1.9956863522529602","1.8824894428253174","2.1773548126220703","1.1577446162700653","0.9895845651626587","1.45774507522583"
"42","0.6585480173428854","0.5624193549156189","0.7912627458572388","0.9914634972810745","0.7259421944618225","1.1604468822479248","0.965982049703598","0.7949998378753662","1.2604771852493286","1.867818921804428","1.7777024507522583","1.944941759109497","1.1209634840488434","0.9671469926834106","1.2642419338226318"
"43","0.6894858876864115","0.6251060962677002","0.7483060359954834","0.9365667402744293","0.774944543838501","1.0383434295654297","0.9587115943431854","0.8007382154464722","1.1861478090286255","2.021829843521118","1.8674192428588867","2.21016263961792","1.141834706068039","1.0392911434173584","1.3147222995758057"
"44","0.7195879022280375","0.5962934494018555","0.7995963096618652","0.9565757215023041","0.6820276975631714","1.129138708114624","0.945471778512001","0.8195643424987793","1.1822770833969116","2.112762928009033","1.9205775260925293","2.460050106048584","1.236381083726883","1.088282823562622","1.4770362377166748"
"45","0.6769324739774069","0.546400249004364","0.748426079750061","0.8332070708274841","0.6072293519973755","1.0096075534820557","0.8520073294639587","0.7197422385215759","1.1112306118011475","2.011969804763794","1.772426962852478","2.3718862533569336","1.1312465965747833","0.9372317790985107","1.4373947381973267"
"46","0.6886062423388163","0.6058677434921265","0.7599693536758423","0.8624393939971924","0.68794184923172","0.9794833660125732","0.8508921265602112","0.7695207595825195","1.0312877893447876","1.9073609411716461","1.6753000020980835","2.2373883724212646","1.178352266550064","0.9998146295547485","1.3668084144592285"
"47","0.6814775864283243","0.6119311451911926","0.7297436594963074","0.8174517303705215","0.6660420298576355","0.9033114910125732","0.8121801614761353","0.7366704940795898","1.0120666027069092","1.8520779311656952","1.72393798828125","2.0257039070129395","1.1961229145526886","1.0310988426208496","1.2671773433685303"
"48","0.646308183670044","0.5753968358039856","0.7755686640739441","0.7697460949420929","0.6313033103942871","0.9176170825958252","0.7562718242406845","0.6269998550415039","0.9883787035942078","1.8148688077926636","1.6644716262817383","1.9399744272232056","1.1318232119083405","1.0721420049667358","1.1734273433685303"
"49","0.6492133935292562","0.5840115547180176","0.6882941722869873","0.7340450882911682","0.6384205222129822","0.8425823450088501","0.7360854148864746","0.6864664554595947","0.8700677752494812","1.7603590786457062","1.5893079042434692","1.9552420377731323","1.119039535522461","1.0325603485107422","1.2162721157073975"
"50","0.616788923740387","0.5186619758605957","0.7188438177108765","0.7041027396917343","0.5753188729286194","0.8036929965019226","0.6821601837873459","0.6090878844261169","0.7731305360794067","1.6418803334236145","1.3761472702026367","1.9467213153839111","1.1021922081708908","0.9305674433708191","1.3197762966156006"
"51","0.686282217502594","0.6536352634429932","0.7144777178764343","0.7667331695556641","0.6976972818374634","0.8087158799171448","0.7624988704919815","0.734161376953125","0.8334280848503113","1.920564889907837","1.800022840499878","2.1045138835906982","1.2357116639614105","1.0788156986236572","1.335800290107727"
"52","0.5720515847206116","0.5503790378570557","0.6009337902069092","0.6384133696556091","0.5932698845863342","0.6642401814460754","0.6371029019355774","0.6043038964271545","0.6812624335289001","1.6329994797706604","1.5383330583572388","1.8522411584854126","1.0154455751180649","0.8463475108146667","1.1052502393722534"
"53","0.6083234945933024","0.5842903852462769","0.6286370754241943","0.6484983414411545","0.6120825409889221","0.7157912850379944","0.6760336309671402","0.576507568359375","0.7426727414131165","1.716609388589859","1.5940407514572144","1.8071478605270386","1.069378137588501","0.9534987211227417","1.1944705247879028"
"54","0.5976729591687521","0.5178322196006775","0.6442466974258423","0.6289199739694595","0.5554521083831787","0.7203689813613892","0.6276539415121078","0.5836306214332581","0.7377912402153015","1.6974401772022247","1.5002819299697876","1.9172122478485107","1.0263892263174057","0.908254086971283","1.1880407333374023"
"55","0.6065599719683329","0.525976300239563","0.7266409993171692","0.6408383101224899","0.548623263835907","0.7280989289283752","0.6224432587623596","0.5737527012825012","0.6934977769851685","1.7441056966781616","1.5870099067687988","2.1149227619171143","1.0851738452911377","0.9224666357040405","1.3541514873504639"
"56","0.6153146425882975","0.5618979930877686","0.7172369956970215","0.6563706248998642","0.5947477221488953","0.7224704027175903","0.633166491985321","0.6050828695297241","0.6850177049636841","1.7399611175060272","1.568219542503357","2.0949289798736572","1.1155687272548676","0.8958624601364136","1.356238603591919"
"57","0.5614380041758219","0.49102336168289185","0.6025208830833435","0.5878312289714813","0.5171916484832764","0.6621671915054321","0.5813190788030624","0.5515364408493042","0.6465089917182922","1.5879561007022858","1.4279862642288208","1.7471295595169067","1.024735450744629","0.9392648935317993","1.1529086828231812"
"58","0.6070224046707153","0.555590808391571","0.6360071897506714","0.6025340408086777","0.5444121360778809","0.6827056407928467","0.617572546005249","0.5927081108093262","0.6804285049438477","1.5900720953941345","1.4605000019073486","1.6968603134155273","1.0556468069553375","0.8620718717575073","1.2117100954055786"
"59","0.4872328042984009","0.4436206519603729","0.5337538123130798","0.5101810544729233","0.4771806597709656","0.5252019166946411","0.5086309462785721","0.4737778604030609","0.531291663646698","1.4687846302986145","1.383135199546814","1.625135064125061","0.8910793215036392","0.7332626581192017","1.024855613708496"
"60","0.5683487256368002","0.4778953194618225","0.6422001123428345","0.5934630632400513","0.5159770846366882","0.6743407249450684","0.6087798476219177","0.509880542755127","0.6807535886764526","1.6293414533138275","1.4744040966033936","1.7747266292572021","1.068360075354576","0.8343758583068848","1.30617094039917"
"61","0.5544815262158712","0.5430690050125122","0.5692174434661865","0.5805577039718628","0.530203104019165","0.6110687851905823","0.5708756744861603","0.5178706645965576","0.5903276205062866","1.5722952485084534","1.4790749549865723","1.6686668395996094","1.0279684960842133","0.9451862573623657","1.110021710395813"
"62","0.5757296284039816","0.533014178276062","0.6362711191177368","0.6186424791812897","0.5463511943817139","0.6935499310493469","0.5828366726636887","0.5326924920082092","0.6597734689712524","1.6293196380138397","1.428354024887085","1.73801589012146","1.098719596862793","1.042626142501831","1.1436797380447388"
"63","0.5199133058389028","0.4566478431224823","0.5732929706573486","0.5375918373465538","0.48997947573661804","0.5584288239479065","0.5389278829097748","0.47185349464416504","0.5712725520133972","1.520392894744873","1.418749451637268","1.7066566944122314","0.9978442490100861","0.8100612759590149","1.1522765159606934"
"64","0.5919652978579203","0.5324697494506836","0.6325454115867615","0.5729923769831657","0.4904131591320038","0.6308190822601318","0.6086399853229523","0.5514936447143555","0.6434464454650879","1.5473425388336182","1.3840868473052979","1.8280236721038818","1.0299209952354431","0.8081557750701904","1.2235116958618164"
"65","0.5587353110313416","0.5536432862281799","0.5614594221115112","0.5921973139047623","0.5272946357727051","0.6902093887329102","0.5668860077857971","0.5138483643531799","0.5880945324897766","1.4642266631126404","1.3845288753509521","1.5406639575958252","1.0318046808242798","0.9040381908416748","1.099467396736145"
"66","0.5330745776494344","0.5026598572731018","0.5551603436470032","0.5645682066679001","0.5216289758682251","0.6056026816368103","0.5418376326560974","0.5346488356590271","0.5506924986839294","1.5343247056007385","1.4409557580947876","1.6306324005126953","1.0503807216882706","0.9576993584632874","1.1818891763687134"
"67","0.5780077576637268","0.52083420753479","0.613899827003479","0.563413068652153","0.4928821325302124","0.6310602426528931","0.6004833728075027","0.5247563719749451","0.6575040221214294","1.5121852457523346","1.4234405755996704","1.644744634628296","1.0443105399608612","0.8338908553123474","1.2443939447402954"
"68","0.5128623445828756","0.4396090507507324","0.6084926724433899","0.5573756843805313","0.45888328552246094","0.6552972793579102","0.5073976069688797","0.46849802136421204","0.5917094945907593","1.4482459723949432","1.2411221265792847","1.5955241918563843","0.9905656725168228","0.8419907689094543","1.1811113357543945"
"69","0.5806781649589539","0.527442991733551","0.6619088649749756","0.5830534249544144","0.5151861906051636","0.6708782315254211","0.6069930195808411","0.5010302066802979","0.687231183052063","1.4793387055397034","1.447964072227478","1.5135635137557983","1.062098279595375","0.9365765452384949","1.2780033349990845"
"70","0.46670881907145184","0.45490050315856934","0.4866025149822235","0.4943661466240883","0.4348612427711487","0.5704947710037231","0.4683740511536598","0.426038920879364","0.4917111098766327","1.3288108110427856","1.2430155277252197","1.4267640113830566","0.8818027228116989","0.8086386919021606","0.9465271830558777"
"71","0.6255919734636942","0.5681319236755371","0.6728639602661133","0.5961983725428581","0.49599382281303406","0.679234504699707","0.63985675573349","0.5451222658157349","0.6910877227783203","1.4456726014614105","1.2510991096496582","1.5666080713272095","1.0694019198417664","0.8380191326141357","1.3184998035430908"
"72","0.5487897396087646","0.5065174102783203","0.6210962533950806","0.5370252877473831","0.49155038595199585","0.6020390391349792","0.5423008054494858","0.520514190196991","0.5859527587890625","1.4171581864356995","1.2708337306976318","1.6969366073608398","0.9754637181758881","0.8407105207443237","1.174243688583374"
"73","0.5229700803756714","0.5184087753295898","0.527862548828125","0.5355227366089821","0.49936583638191223","0.5578852295875549","0.5299889594316483","0.486974835395813","0.554667055606842","1.328581690788269","1.274417757987976","1.459084391593933","0.9618560820817947","0.872173547744751","1.047814130783081"
"74","0.5966822107632955","0.5393782258033752","0.6398569345474243","0.5758515745401382","0.4894335865974426","0.6378374695777893","0.5858257561922073","0.5601856112480164","0.6142410635948181","1.4042113423347473","1.2410553693771362","1.5844303369522095","1.0675872266292572","0.8768355846405029","1.2238987684249878"
"75","0.5211437940597534","0.4885200262069702","0.5505176186561584","0.529863677918911","0.46506789326667786","0.579389750957489","0.5253325998783112","0.45684313774108887","0.5495846271514893","1.328929841518402","1.276214599609375","1.377262830734253","0.9412872642278671","0.8853038549423218","1.0235106945037842"
"76","0.5455082058906555","0.44891226291656494","0.6013401746749878","0.5542413741350174","0.458146333694458","0.6021761298179626","0.5215146690607071","0.4638248682022095","0.5852503776550293","1.3725914657115936","1.1597775220870972","1.5487043857574463","1.0013378709554672","0.869006872177124","1.2042829990386963"
"77","0.5881156921386719","0.5406108498573303","0.6443535089492798","0.5825308561325073","0.5491751432418823","0.649440348148346","0.6056972146034241","0.5475666522979736","0.6627833843231201","1.4540510773658752","1.3852744102478027","1.56540846824646","1.0867070406675339","0.9524612426757812","1.2658509016036987"
"78","0.5222346782684326","0.46406644582748413","0.5758735537528992","0.5487343370914459","0.4738962650299072","0.6049374938011169","0.5105463266372681","0.4823264479637146","0.5511120557785034","1.3270896077156067","1.1923820972442627","1.4882903099060059","0.9774008095264435","0.8965847492218018","1.104732632637024"
"79","0.5603121121724447","0.505459189414978","0.6484266519546509","0.5626573115587234","0.5336979031562805","0.6223068237304688","0.5521126091480255","0.5100443959236145","0.6084509491920471","1.404510736465454","1.25474214553833","1.6689705848693848","1.0558351427316666","0.9153146147727966","1.2919161319732666"
"80","0.5063749750455221","0.44316381216049194","0.5545650720596313","0.510971300303936","0.4509942829608917","0.5809385776519775","0.49140120297670364","0.4609581530094147","0.5526512265205383","1.2935967445373535","1.1249603033065796","1.4997332096099854","0.8999269157648087","0.8319203853607178","0.9826769828796387"
"81","0.4968182643254598","0.47517603635787964","0.5079834461212158","0.5253997594118118","0.45747989416122437","0.6057051420211792","0.5013139322400093","0.4454059898853302","0.5266546607017517","1.272720217704773","1.1890881061553955","1.3060845136642456","0.9818618595600128","0.8899753093719482","1.0223627090454102"
"82","0.4951268434524536","0.43996214866638184","0.5356338024139404","0.5247937440872192","0.4681606888771057","0.5900532007217407","0.5063809603452682","0.4353843629360199","0.5518994927406311","1.2410047054290771","1.0848220586776733","1.338798999786377","0.957603320479393","0.7907584309577942","1.0784002542495728"
"83","0.5528722405433655","0.5391107201576233","0.5753622055053711","0.5565236061811447","0.5287695527076721","0.5821757316589355","0.5596118420362473","0.5127465724945068","0.595145583152771","1.3726943135261536","1.2982935905456543","1.4767930507659912","1.0131485611200333","0.9388497471809387","1.0952954292297363"
"84","0.5526969234148661","0.5339921116828918","0.5639683604240417","0.5493674874305725","0.5244728326797485","0.5832931995391846","0.5493968576192856","0.5335580110549927","0.5577750205993652","1.3191006183624268","1.2464451789855957","1.4335362911224365","1.0236390084028244","0.8980462551116943","1.1271207332611084"
"85","0.5320712029933929","0.49312689900398254","0.5666252970695496","0.5250991731882095","0.5054974555969238","0.5725821256637573","0.5370172336697578","0.4847005009651184","0.5832087993621826","1.259560465812683","1.188330888748169","1.4282920360565186","0.9580464065074921","0.8419115543365479","1.0934233665466309"
"86","0.4751262962818146","0.4679504632949829","0.4800373315811157","0.478178471326828","0.45622017979621887","0.49319779872894287","0.4760592207312584","0.4427916705608368","0.491757333278656","1.1827790141105652","1.1501727104187012","1.2497141361236572","0.8770087957382202","0.8257603645324707","0.9346939325332642"
"87","0.4910939733187358","0.44812580943107605","0.5393596887588501","0.5014258623123169","0.45526450872421265","0.5576944947242737","0.48072385787963867","0.46055352687835693","0.5374633073806763","1.234801858663559","1.1399433612823486","1.2867931127548218","0.9175274968147278","0.8981144428253174","0.9446674585342407"
"88","0.47117161750793457","0.44021111726760864","0.5328265428543091","0.49198437482118607","0.4375454783439636","0.5387510061264038","0.49204711616039276","0.4213845729827881","0.5586628913879395","1.2422324120998383","1.2005752325057983","1.3036726713180542","0.8992263227701187","0.7662679553031921","1.0512677431106567"
"89","0.5350039402643839","0.5099228024482727","0.5486260652542114","0.540219783782959","0.5204640030860901","0.5643885135650635","0.5321192890405655","0.49748480319976807","0.5653393268585205","1.305381864309311","1.2617344856262207","1.428146243095398","1.0073489844799042","0.8826712369918823","1.0972257852554321"
"90","0.5348903834819794","0.483799010515213","0.5667078495025635","0.5487582758069038","0.48732295632362366","0.5890239477157593","0.5207308828830719","0.49857521057128906","0.5593757629394531","1.199303776025772","1.0415894985198975","1.3272749185562134","0.9887106865644455","0.935430109500885","1.084107518196106"
"91","0.5068197051684061","0.47227978706359863","0.5478111505508423","0.5159657150506973","0.48139357566833496","0.5637354254722595","0.49846290051937103","0.4660525918006897","0.5409050583839417","1.2300367951393127","1.1395320892333984","1.2946802377700806","0.9615253657102585","0.9181752800941467","1.0013583898544312"
"92","0.5075410803159078","0.4655911922454834","0.5312790870666504","0.5190090537071228","0.4649677872657776","0.5533119440078735","0.4940466582775116","0.48293524980545044","0.5096960067749023","1.2125367224216461","1.1005268096923828","1.344674825668335","0.9277181029319763","0.8766292333602905","1.012729287147522"
"93","0.5132682919502258","0.4675852060317993","0.5692941546440125","0.5321944952011108","0.48298269510269165","0.578750491142273","0.5091561451554298","0.46122315526008606","0.5341881513595581","1.1689704954624176","1.062903642654419","1.3642196655273438","0.9602620154619217","0.8016700744628906","1.0899587869644165"
"94","0.4722142517566681","0.4053870737552643","0.5093935132026672","0.5083011910319328","0.4154731333255768","0.6099620461463928","0.450493723154068","0.42519596219062805","0.4854126572608948","1.2840915024280548","1.1590700149536133","1.366788625717163","0.947402611374855","0.8510004281997681","1.023783802986145"
"95","0.4353373050689697","0.4176824986934662","0.44671890139579773","0.4625331163406372","0.40925002098083496","0.543772280216217","0.42805953323841095","0.39747393131256104","0.44090503454208374","1.182870626449585","1.0918090343475342","1.2529430389404297","0.9258151948451996","0.8552587628364563","0.9675356149673462"
"96","0.48077597220738727","0.4224964380264282","0.5656148195266724","0.518302209675312","0.44615501165390015","0.6114543080329895","0.4694192707538605","0.40801018476486206","0.5320280194282532","1.234294205904007","1.1220972537994385","1.3995895385742188","0.9675785303115845","0.7622138261795044","1.1265225410461426"
"97","0.48579927285512287","0.43528878688812256","0.5236057639122009","0.5028064101934433","0.42138028144836426","0.5415384769439697","0.49468855559825897","0.41363781690597534","0.5417666435241699","1.1653763055801392","1.1121360063552856","1.2224754095077515","0.9287780970335007","0.8584396839141846","1.0624792575836182"
"98","0.5584551493326823","0.5070968270301819","0.5997970104217529","0.5462567806243896","0.501981794834137","0.5935460925102234","0.5438773036003113","0.525413990020752","0.5656383037567139","1.2605000436306","1.151800274848938","1.4079689979553223","0.9848566204309464","0.8158248066902161","1.150636911392212"
"99","0.49784302711486816","0.481113076210022","0.5263310074806213","0.5156639516353607","0.45939207077026367","0.5765709280967712","0.4985586851835251","0.444330632686615","0.5415616035461426","1.138746589422226","1.079392910003662","1.2287384271621704","0.9541594535112381","0.8598760962486267","1.035712718963623"
