"Step","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX"
"27","1.618516445159912","1.5570530891418457","1.6814857721328735","3.094194253285726","2.6429877281188965","3.9274024963378906","2.6206990083058677","2.4235241413116455","2.8176259994506836","2.3559163212776184","2.2067413330078125","2.5134761333465576","3.0724270343780518","2.725255012512207","3.5146713256835938"
"28","1.418878197669983","1.2857121229171753","1.4726494550704956","2.93841544787089","2.4465160369873047","3.694807291030884","2.4285924434661865","2.3531525135040283","2.522379159927368","2.162720948457718","1.9893585443496704","2.4337825775146484","2.873580276966095","2.6040358543395996","3.135854482650757"
"29","1.320469230413437","1.2440201044082642","1.4098625183105469","2.6739235719045005","2.293962001800537","3.281437873840332","2.268995761871338","2.1506190299987793","2.4015703201293945","1.9965360164642334","1.8019907474517822","2.2411386966705322","2.6645580530166626","2.2381043434143066","3.0098397731781006"
"30","1.223378837108612","1.102763295173645","1.3103086948394775","2.7847845554351807","2.3485727310180664","3.4836246967315674","2.0529587666193643","1.8761926889419556","2.171760320663452","1.8221945464611053","1.6202013492584229","1.9354424476623535","2.664341986179352","2.3689231872558594","2.991056442260742"
"31","1.1647899448871613","1.1189525127410889","1.2485239505767822","2.7791965007781982","2.332176923751831","3.5417566299438477","1.9643622239430745","1.7642357349395752","2.1730446815490723","1.7140423357486725","1.5681018829345703","1.9112420082092285","2.7078030705451965","2.467710018157959","2.983119010925293"
"32","1.137587159872055","1.0816758871078491","1.199866533279419","2.5215280055999756","2.1727166175842285","3.1208951473236084","1.8411681254704793","1.6757774353027344","1.9401462078094482","1.6185021996498108","1.4736483097076416","1.7915990352630615","2.4954699277877808","2.151125192642212","2.749309539794922"
"33","1.0413023978471756","0.932310163974762","1.1383390426635742","2.4752976099650064","2.125394344329834","3.107639789581299","1.713756521542867","1.4228709936141968","1.8651916980743408","1.4170973002910614","1.3396885395050049","1.4483273029327393","2.4357750415802","2.185701847076416","2.760192394256592"
"34","0.959533080458641","0.8879695534706116","1.021546483039856","2.5033408800760903","2.126889705657959","3.0251412391662598","1.5553240378697712","1.4327137470245361","1.6264586448669434","1.326691061258316","1.1505135297775269","1.4867316484451294","2.429723560810089","2.0235633850097656","2.730520248413086"
"35","0.8866161406040192","0.830489456653595","0.948949933052063","2.3373961051305137","1.9771755933761597","2.8338985443115234","1.4168134133021038","1.2795424461364746","1.5115282535552979","1.2339010834693909","1.0879101753234863","1.4187324047088623","2.239471137523651","1.9837555885314941","2.4568092823028564"
"36","0.8401348739862442","0.7312614321708679","0.9335394501686096","2.1918343702952066","1.7969155311584473","2.853285789489746","1.3342162370681763","1.089115023612976","1.495164155960083","1.1365186274051666","1.031609058380127","1.190380573272705","2.18882417678833","2.0130550861358643","2.4979610443115234"
"37","0.8591194301843643","0.8107699751853943","0.9366430044174194","2.41031022866567","1.9832338094711304","3.037867307662964","1.3349700371424358","1.1472383737564087","1.455005168914795","1.0980160981416702","0.9933474659919739","1.1903055906295776","2.387199342250824","2.1367862224578857","2.687957286834717"
"38","0.8207247406244278","0.7640277147293091","0.9441837668418884","2.229521115620931","1.9190950393676758","2.747436046600342","1.2217783530553181","0.9911389350891113","1.3419477939605713","1.025157406926155","0.9324755072593689","1.0966824293136597","2.18660831451416","1.9677622318267822","2.6093404293060303"
"39","0.7796709090471268","0.706024169921875","0.8127368688583374","2.2771488030751548","1.903717279434204","2.7681503295898438","1.1236857970555623","0.974299430847168","1.246658444404602","0.9699593037366867","0.9282691478729248","1.058901309967041","2.2944390773773193","2.086510419845581","2.496122360229492"
"40","0.7760466784238815","0.7620230913162231","0.7963327765464783","2.288191080093384","1.9773516654968262","2.796215295791626","1.057465394337972","0.9528805017471313","1.114113688468933","0.922902300953865","0.8521800637245178","1.0152976512908936","2.19579815864563","2.024735450744629","2.318784236907959"
"41","0.758707582950592","0.6855093240737915","0.8347486257553101","2.061712940533956","1.701857089996338","2.6876039505004883","1.0185330311457317","0.819127082824707","1.15362548828125","0.8857852667570114","0.8413497805595398","0.9279806017875671","2.073567032814026","1.9481093883514404","2.1931862831115723"
"42","0.7220585495233536","0.6375026702880859","0.8055189251899719","1.9949020147323608","1.6467875242233276","2.4385886192321777","0.9353574514389038","0.7554612159729004","1.0540682077407837","0.8294210284948349","0.7652717232704163","0.9599732756614685","1.9571329951286316","1.8004777431488037","2.135826587677002"
"43","0.7148509323596954","0.6731319427490234","0.7724806070327759","2.099117318789164","1.812646508216858","2.6576271057128906","0.9144178231557211","0.760047197341919","1.0627021789550781","0.8051000237464905","0.77158123254776","0.8483993411064148","2.0270173251628876","1.9358657598495483","2.181570529937744"
"44","0.7395953685045242","0.6695984601974487","0.8401038646697998","2.2130651473999023","1.9106276035308838","2.6347999572753906","0.9309630791346232","0.9187646508216858","0.9417468309402466","0.844339519739151","0.7491596937179565","0.9532928466796875","2.1988329887390137","2.031804323196411","2.451834201812744"
"45","0.6615975350141525","0.568839430809021","0.7691300511360168","2.068734367688497","1.6878248453140259","2.442460536956787","0.8524405360221863","0.8248941898345947","0.8961974382400513","0.7436981946229935","0.6582356691360474","0.8861638903617859","2.0415991246700287","1.7775121927261353","2.284177541732788"
"46","0.7262433469295502","0.6782445311546326","0.7858188152313232","2.0095370610555015","1.7758300304412842","2.3656985759735107","0.8547207713127136","0.8250404000282288","0.8737378120422363","0.7785523980855942","0.7152925729751587","0.8538011312484741","1.9274970889091492","1.681337833404541","2.143665075302124"
"47","0.7143467515707016","0.6694823503494263","0.7416477203369141","1.9473676284154255","1.7663577795028687","2.288022994995117","0.8222886522610983","0.759932279586792","0.867611825466156","0.7584613114595413","0.7010177373886108","0.8016246557235718","1.8937836587429047","1.6890424489974976","2.0250134468078613"
"48","0.6882132738828659","0.6021184921264648","0.7718263268470764","1.876462459564209","1.6284832954406738","2.2187812328338623","0.781523327032725","0.6485328078269958","0.887276828289032","0.7155019789934158","0.641024112701416","0.7814203500747681","1.9121414124965668","1.6448192596435547","2.185049533843994"
"49","0.6573227345943451","0.6192094683647156","0.6955767869949341","1.779007355372111","1.5768578052520752","2.114548921585083","0.7659908135732015","0.7083695530891418","0.7958616614341736","0.6867660582065582","0.6534886360168457","0.7144591808319092","1.8089436292648315","1.6807435750961304","1.9090662002563477"
"50","0.6403943002223969","0.5698786973953247","0.7362884879112244","1.7642029126485188","1.5432955026626587","1.9524621963500977","0.7268019119898478","0.702400267124176","0.7709639072418213","0.6719253063201904","0.5882626175880432","0.7719089984893799","1.7269677817821503","1.4323816299438477","1.9336260557174683"
"51","0.7061556279659271","0.6863594651222229","0.7228309512138367","1.992473800977071","1.7858713865280151","2.373035430908203","0.7861348986625671","0.7533800601959229","0.8204231858253479","0.7360814660787582","0.706649661064148","0.7649324536323547","2.0154715478420258","1.946280598640442","2.171773672103882"
"52","0.6041608601808548","0.5610257387161255","0.6271622180938721","1.6756925185521443","1.5041911602020264","1.9876646995544434","0.6604498624801636","0.6404106616973877","0.6941784024238586","0.6276334822177887","0.5799423456192017","0.6654676198959351","1.6527886390686035","1.4849183559417725","1.7359167337417603"
"53","0.6151639670133591","0.5686492323875427","0.6572386026382446","1.7806094884872437","1.5658262968063354","2.209595203399658","0.7020802895228068","0.6139701008796692","0.7625522017478943","0.6421621441841125","0.6082091331481934","0.6664605140686035","1.7263134121894836","1.6373308897018433","1.8539295196533203"
"54","0.6067273020744324","0.5633695125579834","0.6624900698661804","1.7418663899103801","1.506348729133606","2.0260658264160156","0.6734224160512289","0.6436613202095032","0.7271643877029419","0.6209326982498169","0.5679678916931152","0.6633834838867188","1.734525054693222","1.4825036525726318","1.9469144344329834"
"55","0.6230583935976028","0.5640511512756348","0.7356195449829102","1.8825619618097942","1.7563726902008057","2.029230833053589","0.6767160495122274","0.6365222334861755","0.7490518093109131","0.6336172074079514","0.5718663334846497","0.743087887763977","1.7530145943164825","1.5522832870483398","1.9295806884765625"
"56","0.6402005851268768","0.5817133188247681","0.7203222513198853","1.7753496170043945","1.5522117614746094","1.9074054956436157","0.6853830615679423","0.6404870748519897","0.7312872409820557","0.6522857248783112","0.5862742066383362","0.736511766910553","1.7202000319957733","1.5217657089233398","1.9426896572113037"
"57","0.5775936394929886","0.5378684997558594","0.6124653220176697","1.6421870390574138","1.520707607269287","1.8229360580444336","0.640736997127533","0.6181964874267578","0.662543773651123","0.5872870981693268","0.5422232151031494","0.6212689876556396","1.6756353080272675","1.412589430809021","1.905940294265747"
"58","0.600556269288063","0.5213268995285034","0.6542531847953796","1.670440395673116","1.435837745666504","1.9986510276794434","0.6652531226476034","0.6337103843688965","0.700798749923706","0.6050400584936142","0.535910427570343","0.6534650325775146","1.6576414704322815","1.4872806072235107","1.882657766342163"
"59","0.5091846212744713","0.4556519687175751","0.5411982536315918","1.5239454905192058","1.3211783170700073","1.8035461902618408","0.5504370729128519","0.5020747184753418","0.6042557954788208","0.5151603519916534","0.45969855785369873","0.5401099920272827","1.5197983980178833","1.3860595226287842","1.6080305576324463"
"60","0.5932423025369644","0.5003379583358765","0.6889415979385376","1.6788512865702312","1.482555627822876","2.0339431762695312","0.6355582475662231","0.5517852902412415","0.7442584037780762","0.6036969125270844","0.5051447153091431","0.6873217225074768","1.6559866070747375","1.6295995712280273","1.6879584789276123"
"61","0.5809407234191895","0.5556982159614563","0.5926650762557983","1.579423189163208","1.4201440811157227","1.8675298690795898","0.6127042571703593","0.570222020149231","0.6425588726997375","0.5878818333148956","0.560775876045227","0.610456109046936","1.6061340272426605","1.5401341915130615","1.6769802570343018"
"62","0.6220941096544266","0.5714183449745178","0.6807973980903625","1.685323158899943","1.5138269662857056","1.9021844863891602","0.6366757750511169","0.5921908617019653","0.6983634829521179","0.6283461004495621","0.5744959115982056","0.6968696117401123","1.69051992893219","1.4950114488601685","1.8016986846923828"
"63","0.5407273918390274","0.47487664222717285","0.5788893699645996","1.598526398340861","1.4039878845214844","1.8795251846313477","0.5746170282363892","0.5210025310516357","0.6113107800483704","0.5493562817573547","0.48657721281051636","0.5872059464454651","1.591846227645874","1.5634267330169678","1.6421467065811157"
"64","0.5824242159724236","0.48732075095176697","0.6514228582382202","1.6131869554519653","1.3440868854522705","1.922561764717102","0.6389783422152201","0.5850518345832825","0.6912444829940796","0.5854005515575409","0.5035262703895569","0.643718957901001","1.5790569484233856","1.4668011665344238","1.7122836112976074"
"65","0.6038586795330048","0.559920608997345","0.6943538188934326","1.5442273219426472","1.3899248838424683","1.7397148609161377","0.599790076414744","0.5768771171569824","0.622471272945404","0.6056742370128632","0.5630008578300476","0.7010347843170166","1.5243003070354462","1.3979792594909668","1.6450798511505127"
"66","0.5649014711380005","0.5350064635276794","0.5881575345993042","1.5416086912155151","1.4354677200317383","1.7162950038909912","0.588273843129476","0.5822319984436035","0.5920932292938232","0.5751877129077911","0.5392439961433411","0.6112425923347473","1.5589206218719482","1.4206719398498535","1.6208714246749878"
"67","0.5708111077547073","0.49279195070266724","0.6477689146995544","1.5294087727864583","1.2470753192901611","1.8590127229690552","0.6265712181727091","0.5668060779571533","0.6950747966766357","0.5765017718076706","0.49932003021240234","0.6548307538032532","1.5446699261665344","1.3691370487213135","1.6275498867034912"
"68","0.5642047971487045","0.47093915939331055","0.6506671905517578","1.5450067520141602","1.5161495208740234","1.588136076927185","0.5595776438713074","0.5047715306282043","0.6363186240196228","0.5704581886529922","0.4735836982727051","0.6602544188499451","1.5109044015407562","1.2722454071044922","1.6523419618606567"
"69","0.5921898484230042","0.5429439544677734","0.6943753957748413","1.5469565788904827","1.3841791152954102","1.8530492782592773","0.6263991196950277","0.5541176795959473","0.7295165061950684","0.5967473536729813","0.5425688028335571","0.6940721869468689","1.5221186876296997","1.4700672626495361","1.5788016319274902"
"70","0.5102183446288109","0.4658513367176056","0.5727555155754089","1.3459089199701946","1.1883580684661865","1.5150588750839233","0.5036500891049703","0.474851131439209","0.5250102877616882","0.5091129094362259","0.4736330211162567","0.5741682052612305","1.3852040469646454","1.253968358039856","1.4570860862731934"
"71","0.610932469367981","0.4952050447463989","0.7081101536750793","1.4676090081532795","1.222366213798523","1.7955622673034668","0.6608394384384155","0.5936879515647888","0.7274932265281677","0.6089262515306473","0.5021926164627075","0.6985124349594116","1.5449248850345612","1.478454828262329","1.6870981454849243"
"72","0.5513219833374023","0.4980410933494568","0.6325889229774475","1.5007776816685994","1.3068490028381348","1.7019740343093872","0.5858453909556071","0.5564031600952148","0.6329619884490967","0.5487629622220993","0.49115848541259766","0.6279683709144592","1.4775650203227997","1.3790717124938965","1.5786012411117554"
"73","0.5483519732952118","0.5313320159912109","0.5618647933006287","1.3768264452616374","1.2335844039916992","1.6227610111236572","0.5668552120526632","0.5413857102394104","0.5981783866882324","0.5518365204334259","0.5327463746070862","0.5696120262145996","1.3806599974632263","1.2686041593551636","1.4782541990280151"
"74","0.5846132412552834","0.4868176281452179","0.6549913883209229","1.440297524134318","1.171512246131897","1.6703513860702515","0.6362205346425375","0.5958855152130127","0.6645567417144775","0.5895276069641113","0.49972230195999146","0.6627295613288879","1.46257683634758","1.290832757949829","1.6165013313293457"
"75","0.5388539433479309","0.49057769775390625","0.5763014554977417","1.348421613375346","1.204589605331421","1.6115946769714355","0.5622185866038004","0.5035146474838257","0.5967313051223755","0.5429915189743042","0.4938613772392273","0.5780967473983765","1.4064698219299316","1.3076953887939453","1.5286641120910645"
"76","0.5694011300802231","0.47927969694137573","0.6190141439437866","1.39345649878184","1.2899274826049805","1.4774620532989502","0.5819918513298035","0.5016564130783081","0.6244334578514099","0.5667122974991798","0.47364965081214905","0.6131892204284668","1.46172234416008","1.1991559267044067","1.562580943107605"
"77","0.5990496873855591","0.5474464893341064","0.6787011623382568","1.5218011140823364","1.2648730278015137","1.7959873676300049","0.6334667404492696","0.5812788009643555","0.7153024673461914","0.5986808091402054","0.5587799549102783","0.6714348196983337","1.5666742622852325","1.5294049978256226","1.6165261268615723"
"78","0.5619519054889679","0.49127984046936035","0.6070473194122314","1.3339074850082397","1.2652958631515503","1.4296367168426514","0.5611918369928995","0.5099809169769287","0.6071163415908813","0.5618726015090942","0.4903377890586853","0.6067416667938232","1.4296656847000122","1.1534518003463745","1.6522331237792969"
"79","0.5751732587814331","0.5341684222221375","0.6515194177627563","1.4432424704233806","1.2982430458068848","1.5174837112426758","0.5975720882415771","0.5501534938812256","0.6635157465934753","0.5770147740840912","0.5296282172203064","0.6561872959136963","1.4742185473442078","1.325196385383606","1.6360390186309814"
"80","0.5200025588274002","0.47152459621429443","0.5795463919639587","1.2669166723887126","1.1436790227890015","1.4255222082138062","0.5421942075093588","0.48801523447036743","0.5915997624397278","0.5213572829961777","0.46801066398620605","0.5791935920715332","1.3343020677566528","1.0972645282745361","1.4710745811462402"
"81","0.5373979061841965","0.4865648150444031","0.5972427129745483","1.3058003584543865","1.1829042434692383","1.4360606670379639","0.532284140586853","0.49706369638442993","0.5558232665061951","0.5405266582965851","0.490756094455719","0.6063485741615295","1.3458119928836823","1.247528314590454","1.4803011417388916"
"82","0.5344472154974937","0.46344587206840515","0.5851089954376221","1.347265601158142","1.1524436473846436","1.480560064315796","0.5348429083824158","0.48213130235671997","0.5851092338562012","0.5401585921645164","0.4698282778263092","0.5979889631271362","1.3065107464790344","1.2290620803833008","1.4635276794433594"
"83","0.570928230881691","0.5503054261207581","0.6045039892196655","1.4367488225301106","1.27495539188385","1.5518271923065186","0.5903507669766744","0.575332522392273","0.6180787086486816","0.5729921609163284","0.5492534637451172","0.6125033497810364","1.4623112976551056","1.420318365097046","1.5316600799560547"
"84","0.5638494491577148","0.5274907350540161","0.59044349193573","1.3633325894673665","1.2531142234802246","1.5578422546386719","0.5941676696141561","0.5867167711257935","0.5989341735839844","0.5676609575748444","0.5312563180923462","0.5907436609268188","1.3766591250896454","1.3123834133148193","1.4349925518035889"
"85","0.5402620285749435","0.5018720030784607","0.6012371182441711","1.3660578330357869","1.250101089477539","1.577886939048767","0.5654752453168234","0.5283166766166687","0.614173412322998","0.5426461398601532","0.5089908242225647","0.5994116067886353","1.31802099943161","1.2655389308929443","1.3650821447372437"
"86","0.4956320524215698","0.48165035247802734","0.5044041275978088","1.2217870155970256","1.0707614421844482","1.4403822422027588","0.5081072847048441","0.48997586965560913","0.5195968151092529","0.4948650375008583","0.4834764301776886","0.501305103302002","1.2542359828948975","1.1750645637512207","1.3255393505096436"
"87","0.5153967291116714","0.47813063859939575","0.5610261559486389","1.2339077393213909","1.1137707233428955","1.3472498655319214","0.5267949402332306","0.4904785454273224","0.5742955207824707","0.516257181763649","0.4747304916381836","0.5608108043670654","1.3015399277210236","1.1860179901123047","1.4169316291809082"
"88","0.5110280439257622","0.46342721581459045","0.5661635398864746","1.3708386421203613","1.1230297088623047","1.5603718757629395","0.5095121165116628","0.4723857641220093","0.5784904956817627","0.5085092782974243","0.4597471356391907","0.5654905438423157","1.3164841532707214","1.1703444719314575","1.5002721548080444"
"89","0.5577965527772903","0.5318262577056885","0.5793306827545166","1.3993252913157146","1.3508882522583008","1.4915133714675903","0.5705888271331787","0.5471581816673279","0.602832019329071","0.5612851828336716","0.5319100618362427","0.5808451175689697","1.4061405062675476","1.30765700340271","1.5644125938415527"
"90","0.5655627995729446","0.5149138569831848","0.5910313129425049","1.3142027854919434","1.2189176082611084","1.3870123624801636","0.5717617273330688","0.5259658098220825","0.6016594171524048","0.5652060657739639","0.5137910842895508","0.5867359042167664","1.2793172895908356","1.092569351196289","1.3849318027496338"
"91","0.5316505581140518","0.5054905414581299","0.5737157464027405","1.3162589073181152","1.2365014553070068","1.4384300708770752","0.5417630672454834","0.5196816921234131","0.5844423770904541","0.5334247648715973","0.5072154402732849","0.5702179670333862","1.3145763278007507","1.1312072277069092","1.4207839965820312"
"92","0.5313618257641792","0.4899767339229584","0.5519071817398071","1.2979687452316284","1.2743024826049805","1.3150324821472168","0.5444511771202087","0.5045474767684937","0.5657311081886292","0.5352415591478348","0.48920923471450806","0.5553035736083984","1.2911269068717957","1.0966742038726807","1.3972735404968262"
"93","0.5512527227401733","0.49047142267227173","0.5923581719398499","1.2305183410644531","1.191158413887024","1.2880076169967651","0.5468372106552124","0.4987618923187256","0.5939142107963562","0.5487503111362457","0.48663729429244995","0.5929266810417175","1.234692633152008","1.0996992588043213","1.3830413818359375"
"94","0.5206024795770645","0.4316104054450989","0.6102055311203003","1.3272321621576946","1.2247593402862549","1.4175719022750854","0.5061701436837515","0.4534286558628082","0.5440566539764404","0.5260673686861992","0.43436411023139954","0.6224845051765442","1.2967915832996368","1.0474958419799805","1.5293954610824585"
"95","0.47936345636844635","0.4453204274177551","0.5460328459739685","1.2404770056406658","1.1131023168563843","1.3909662961959839","0.4715336561203003","0.44997739791870117","0.48567602038383484","0.47860608249902725","0.44645956158638","0.5491899251937866","1.2890158593654633","1.1779916286468506","1.4450678825378418"
"96","0.5333006307482719","0.44594743847846985","0.613739013671875","1.3103225628534954","1.2658109664916992","1.3451712131500244","0.5177710254987081","0.4580254554748535","0.6029152870178223","0.5346192046999931","0.4482066333293915","0.6152172088623047","1.313450574874878","1.1361180543899536","1.506246566772461"
"97","0.5157793089747429","0.4525505006313324","0.5476782321929932","1.2149495283762615","1.0468249320983887","1.4107718467712402","0.5201802353064219","0.4581597149372101","0.5669671297073364","0.5210747495293617","0.4583567678928375","0.5541439056396484","1.2376829385757446","1.1367006301879883","1.3256642818450928"
"98","0.5644134134054184","0.49889475107192993","0.6180498003959656","1.3246963024139404","1.1678438186645508","1.4234395027160645","0.5976395606994629","0.5529539585113525","0.6269454956054688","0.566090777516365","0.5075361728668213","0.6218969821929932","1.331594854593277","1.1545087099075317","1.4395745992660522"
"99","0.5375661551952362","0.5016043782234192","0.5799237489700317","1.1722954114278157","1.0804541110992432","1.2954447269439697","0.5326229135195414","0.5129250884056091","0.5668061971664429","0.5386292934417725","0.5069327354431152","0.5833165645599365","1.1616792976856232","1.0805383920669556","1.2990859746932983"
