"Step","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX"
"10","1.1690373420715332","0.9383386373519897","1.458324909210205","1.6229017674922943","1.3248546123504639","2.046098232269287","1.8323062360286713","1.763427495956421","1.8763790130615234","1.8330634534358978","1.7685585021972656","1.8817451000213623","1.3411454558372498","1.0875709056854248","1.4555363655090332"
"11","1.0934632867574692","0.8948379755020142","1.36004638671875","1.4812139868736267","1.226518154144287","1.7241209745407104","1.8022598922252655","1.740105390548706","1.8710898160934448","1.80264350771904","1.7399890422821045","1.8630338907241821","1.2934128940105438","1.0227429866790771","1.4361485242843628"
"12","1.0741350054740906","0.8883932828903198","1.3182791471481323","1.4255699813365936","1.1961095333099365","1.627108097076416","1.8392020165920258","1.8135040998458862","1.8736733198165894","1.8402920365333557","1.8148456811904907","1.8788225650787354","1.2308546602725983","1.0217599868774414","1.4274612665176392"
"13","0.9514715522527695","0.7567138075828552","1.1401563882827759","1.294692575931549","1.083094835281372","1.4959144592285156","1.7450990676879883","1.7342711687088013","1.763108730316162","1.7457597851753235","1.735337257385254","1.7557742595672607","1.1127675026655197","0.9357557892799377","1.2821455001831055"
"14","0.9037173092365265","0.7895737290382385","1.084529161453247","1.2030263543128967","0.9646861553192139","1.4218682050704956","1.692662924528122","1.6414284706115723","1.738339900970459","1.693551242351532","1.6343019008636475","1.7426892518997192","1.0392027646303177","0.8652659058570862","1.2027952671051025"
"15","0.8563497364521027","0.666984498500824","1.0208520889282227","1.1419793963432312","0.9115837812423706","1.3393855094909668","1.758297175168991","1.7048420906066895","1.8300039768218994","1.7597833275794983","1.7076103687286377","1.8359147310256958","0.995159462094307","0.8293891549110413","1.074681282043457"
"16","0.8367289751768112","0.6537513732910156","1.0946614742279053","1.0615392327308655","0.781956136226654","1.3419740200042725","1.6953227818012238","1.6534409523010254","1.7453744411468506","1.6965025961399078","1.6585546731948853","1.7475018501281738","0.9678112417459488","0.7384619116783142","1.080486536026001"
"17","0.7453559786081314","0.5931301116943359","0.9546319842338562","0.9319503009319305","0.6478186845779419","1.1837852001190186","1.6209945976734161","1.5723440647125244","1.676724910736084","1.6222403645515442","1.5767440795898438","1.6685607433319092","0.862932488322258","0.6396832466125488","0.966719388961792"
"18","0.7370943278074265","0.5755801200866699","0.9573491215705872","0.9003527909517288","0.6328057646751404","1.1588327884674072","1.650651454925537","1.6324126720428467","1.6598979234695435","1.6505606174468994","1.6377137899398804","1.659575343132019","0.8573890626430511","0.6313371658325195","0.9574395418167114"
"19","0.7070300430059433","0.5362637639045715","0.868780791759491","0.8571948409080505","0.6599886417388916","1.0777645111083984","1.661686509847641","1.617323637008667","1.7646722793579102","1.6616973578929901","1.6119482517242432","1.7698352336883545","0.8278351575136185","0.6811684370040894","0.9207892417907715"
"20","0.7047502547502518","0.5595867037773132","0.9166529178619385","0.8210634589195251","0.5469669699668884","1.088365912437439","1.6509758532047272","1.6212234497070312","1.667136549949646","1.6516351401805878","1.6275359392166138","1.6705844402313232","0.8190693408250809","0.5799016952514648","0.9309179782867432"
"21","0.6805297434329987","0.5826230645179749","0.8350536823272705","0.7759055197238922","0.5904322862625122","0.9898403882980347","1.6876614391803741","1.669836163520813","1.7354093790054321","1.688161462545395","1.658348798751831","1.7413339614868164","0.7911215871572495","0.6445091962814331","0.9153972268104553"
"22","0.6532934308052063","0.5599740743637085","0.7669045925140381","0.7291091084480286","0.5208578109741211","0.9075630307197571","1.6632153391838074","1.588423252105713","1.7132587432861328","1.6650381982326508","1.5923033952713013","1.7059162855148315","0.7549896687269211","0.578253984451294","0.8973242044448853"
"23","0.5806908905506134","0.4931563138961792","0.7062206268310547","0.6340848803520203","0.47775548696517944","0.8076820969581604","1.5498277246952057","1.5017449855804443","1.6024202108383179","1.550231009721756","1.487582802772522","1.6076092720031738","0.6666839569807053","0.5757535696029663","0.7543092966079712"
"24","0.5935074388980865","0.5136715769767761","0.7208162546157837","0.646753802895546","0.5002458691596985","0.8366625905036926","1.6391422152519226","1.6200836896896362","1.661828875541687","1.639259397983551","1.6269813776016235","1.6679643392562866","0.6785627752542496","0.5738556981086731","0.7756307125091553"
"25","0.590763583779335","0.49907422065734863","0.6959351301193237","0.6240267753601074","0.4531233310699463","0.7866300940513611","1.6069143414497375","1.5702121257781982","1.638538122177124","1.6076119542121887","1.5759832859039307","1.625986099243164","0.6641549915075302","0.5165225863456726","0.7780394554138184"
"26","0.5738399773836136","0.5432944893836975","0.6057755947113037","0.6048857569694519","0.5041550397872925","0.7220131158828735","1.5862127840518951","1.5095014572143555","1.6319319009780884","1.5875105261802673","1.514601469039917","1.6386396884918213","0.6449271589517593","0.5756596326828003","0.7685510516166687"
"27","0.5592291578650475","0.4856683909893036","0.6191762685775757","0.5783484280109406","0.44583380222320557","0.6702338457107544","1.5912297368049622","1.5441467761993408","1.6348302364349365","1.5925993621349335","1.548840045928955","1.6235837936401367","0.6205868124961853","0.49587130546569824","0.7130823135375977"
"28","0.517199382185936","0.4409414529800415","0.6070899963378906","0.5332276448607445","0.41142702102661133","0.6472663879394531","1.557123750448227","1.5295931100845337","1.5949251651763916","1.5572900772094727","1.5129519701004028","1.6012184619903564","0.5740316957235336","0.4506383538246155","0.7033109068870544"
"29","0.5141779705882072","0.4532853662967682","0.5646294355392456","0.5288725942373276","0.4534417986869812","0.6071946024894714","1.6344872117042542","1.5858817100524902","1.6564221382141113","1.6365482211112976","1.5920965671539307","1.6635825634002686","0.568478025496006","0.4959312379360199","0.627536952495575"
"30","0.49628543108701706","0.4339374899864197","0.5456979274749756","0.49686504155397415","0.4329052269458771","0.5527801513671875","1.5550209283828735","1.5201301574707031","1.5938282012939453","1.5566787123680115","1.5258307456970215","1.581193208694458","0.542609877884388","0.48038002848625183","0.5843361020088196"
"31","0.49731141328811646","0.43342262506484985","0.5708012580871582","0.4882354736328125","0.42408961057662964","0.5735355019569397","1.5080191493034363","1.4797006845474243","1.5333893299102783","1.5097245872020721","1.486229658126831","1.5282199382781982","0.533765509724617","0.4706435799598694","0.5650948286056519"
"32","0.4947182685136795","0.4573970437049866","0.5566164255142212","0.48173903673887253","0.42965903878211975","0.5503476858139038","1.5159098505973816","1.4938762187957764","1.5403850078582764","1.5175060033798218","1.490919828414917","1.5465455055236816","0.5273280888795853","0.492651104927063","0.5563130974769592"
"33","0.49527718871831894","0.4619444012641907","0.5219143629074097","0.48146843165159225","0.44798099994659424","0.5149102210998535","1.5340615510940552","1.5034162998199463","1.5715348720550537","1.5358218252658844","1.5100054740905762","1.5785696506500244","0.5272326320409775","0.5035781264305115","0.5627617835998535"
"34","0.47067955881357193","0.42560169100761414","0.5300240516662598","0.45569203794002533","0.40583086013793945","0.5153460502624512","1.502997487783432","1.4632488489151","1.5320723056793213","1.5047582387924194","1.470689296722412","1.5392576456069946","0.4993679076433182","0.446519672870636","0.5260764360427856"
"35","0.477535218000412","0.44760289788246155","0.5105101466178894","0.46643415093421936","0.41397416591644287","0.5299228429794312","1.5237018764019012","1.4994032382965088","1.5799992084503174","1.5260257422924042","1.486470103263855","1.5894742012023926","0.5069200098514557","0.4539392590522766","0.578254759311676"
"36","0.4710964262485504","0.39842599630355835","0.5211876630783081","0.4554341733455658","0.3725396990776062","0.5385688543319702","1.4961744546890259","1.4326330423355103","1.5591692924499512","1.4979423880577087","1.4396003484725952","1.5668368339538574","0.4961274713277817","0.4057078957557678","0.5893272757530212"
"37","0.4907924309372902","0.4419448673725128","0.5173130631446838","0.47306428104639053","0.45699965953826904","0.49820223450660706","1.5132526457309723","1.4986493587493896","1.5385185480117798","1.5158231854438782","1.5064164400100708","1.5249311923980713","0.5158585906028748","0.4941979646682739","0.5346701741218567"
"38","0.4799438714981079","0.4425565302371979","0.5240607261657715","0.46141085773706436","0.4349994659423828","0.4962048828601837","1.4690803587436676","1.4566268920898438","1.4879915714263916","1.4712700247764587","1.4645072221755981","1.479345679283142","0.5022795796394348","0.46912068128585815","0.5217441320419312"
"39","0.44305723905563354","0.40320849418640137","0.47108668088912964","0.42552775889635086","0.3929281234741211","0.4526996612548828","1.3880816102027893","1.359344244003296","1.4451627731323242","1.3903601467609406","1.3673551082611084","1.4520063400268555","0.46450042724609375","0.4496802091598511","0.4703776240348816"
"40","0.4597447142004967","0.42070671916007996","0.48891371488571167","0.44359661638736725","0.3985244631767273","0.46531355381011963","1.4129089713096619","1.3697469234466553","1.4296627044677734","1.4154587984085083","1.3768770694732666","1.437917709350586","0.4799054488539696","0.4275887906551361","0.5075703859329224"
"41","0.46620166301727295","0.4349500238895416","0.5245729684829712","0.4485232084989548","0.3992612361907959","0.5059338212013245","1.452109307050705","1.4112627506256104","1.4932359457015991","1.4553245902061462","1.3997623920440674","1.5012755393981934","0.48489534109830856","0.44814345240592957","0.522168755531311"
"42","0.43488863855600357","0.4105045199394226","0.453785240650177","0.41923144459724426","0.38528627157211304","0.47366440296173096","1.4126244187355042","1.3714148998260498","1.4615567922592163","1.4153529405593872","1.3794143199920654","1.4692859649658203","0.4543047100305557","0.4140293598175049","0.5169910192489624"
"43","0.4511151760816574","0.4451146125793457","0.456548273563385","0.4344482719898224","0.41192612051963806","0.46806544065475464","1.4217413365840912","1.3930588960647583","1.4351143836975098","1.4244683384895325","1.4013772010803223","1.4433035850524902","0.46994446963071823","0.44972026348114014","0.5118291974067688"
"44","0.42456360161304474","0.4081284999847412","0.4492766857147217","0.4087062105536461","0.38281577825546265","0.43210679292678833","1.3927311301231384","1.3706269264221191","1.4128682613372803","1.3953634202480316","1.378130316734314","1.4208165407180786","0.4396006017923355","0.4255073368549347","0.45541223883628845"
"45","0.4403539225459099","0.41036298871040344","0.47172296047210693","0.42470134049654007","0.3950501084327698","0.44876277446746826","1.3961946666240692","1.319831371307373","1.4901411533355713","1.3998939096927643","1.3283478021621704","1.4986097812652588","0.45641325414180756","0.4083262085914612","0.4764000177383423"
"46","0.44437482208013535","0.4372011423110962","0.4546131491661072","0.4280444011092186","0.40095505118370056","0.4614131450653076","1.4328883290290833","1.395470142364502","1.4677987098693848","1.4360758364200592","1.4044768810272217","1.4770936965942383","0.4626523032784462","0.44210124015808105","0.5055966973304749"
"47","0.425438828766346","0.38749855756759644","0.44861629605293274","0.4087502956390381","0.36130309104919434","0.4492819309234619","1.3719472885131836","1.3235090970993042","1.4279375076293945","1.3748603463172913","1.3321391344070435","1.413407325744629","0.44043225795030594","0.39084261655807495","0.48572444915771484"
"48","0.4169318377971649","0.3977676033973694","0.4296184182167053","0.3971049040555954","0.3889835476875305","0.40813514590263367","1.3212072551250458","1.2867705821990967","1.3553186655044556","1.324846863746643","1.2952195405960083","1.363600730895996","0.4289977326989174","0.4170026481151581","0.43722355365753174"
"49","0.4151589423418045","0.374652624130249","0.44454097747802734","0.39824239909648895","0.3471948504447937","0.44709014892578125","1.38603875041008","1.3236985206604004","1.4443491697311401","1.389767736196518","1.333866000175476","1.4378345012664795","0.42997344583272934","0.37757137417793274","0.47954636812210083"
"50","0.44078274816274643","0.40163707733154297","0.4677494466304779","0.42335595935583115","0.3861251771450043","0.4717378616333008","1.418412059545517","1.3392125368118286","1.4639198780059814","1.4227624237537384","1.3489800691604614","1.4739978313446045","0.4558112174272537","0.39970633387565613","0.5117965936660767"
"51","0.4054509848356247","0.38577568531036377","0.4240780472755432","0.385863333940506","0.3727011978626251","0.3986814022064209","1.2607280611991882","1.2285765409469604","1.2809088230133057","1.2637275159358978","1.2372212409973145","1.283049464225769","0.4137527048587799","0.40001600980758667","0.429659903049469"
"52","0.43166588991880417","0.41765666007995605","0.44615453481674194","0.4111822694540024","0.3909784257411957","0.4499415457248688","1.3143427073955536","1.2732973098754883","1.3461477756500244","1.3187589645385742","1.283414602279663","1.3553075790405273","0.44467872381210327","0.4206651449203491","0.48658519983291626"
"53","0.40048813074827194","0.38186970353126526","0.41373878717422485","0.38504787534475327","0.35179489850997925","0.42046841979026794","1.3147351443767548","1.280258297920227","1.360308289527893","1.318539798259735","1.2788667678833008","1.369821548461914","0.4126649647951126","0.38919782638549805","0.45405060052871704"
"54","0.44539637118577957","0.41766220331192017","0.45844921469688416","0.4281266927719116","0.3994108736515045","0.4626241624355316","1.3432218730449677","1.2495282888412476","1.400365948677063","1.3466299772262573","1.2598210573196411","1.3857722282409668","0.4583137407898903","0.41652554273605347","0.49712520837783813"
"55","0.4438530132174492","0.3765490651130676","0.4857877790927887","0.4236881881952286","0.3752487599849701","0.46739232540130615","1.3028820753097534","1.2250819206237793","1.33754563331604","1.306419312953949","1.2346760034561157","1.3476717472076416","0.4538077712059021","0.40764209628105164","0.48330143094062805"
"56","0.4219856634736061","0.3920275568962097","0.4500734806060791","0.4016866385936737","0.3898928761482239","0.41573143005371094","1.2345624566078186","1.196687936782837","1.2767380475997925","1.238120287656784","1.205464482307434","1.266127347946167","0.4310673400759697","0.41708046197891235","0.4572315812110901"
"57","0.404805451631546","0.356088787317276","0.4413086771965027","0.3872141018509865","0.35469672083854675","0.42469555139541626","1.2632993757724762","1.2189173698425293","1.3233031034469604","1.2675777077674866","1.227381944656372","1.3321568965911865","0.41445835679769516","0.3870372474193573","0.43928995728492737"
"58","0.42496223747730255","0.40784752368927","0.4414234459400177","0.40678369998931885","0.3870304226875305","0.4358829855918884","1.278435617685318","1.2398736476898193","1.3059074878692627","1.2827024161815643","1.2509381771087646","1.3150612115859985","0.4371873736381531","0.4057864248752594","0.4678284525871277"
"59","0.42714717984199524","0.39690208435058594","0.4590928554534912","0.4090902879834175","0.3743036985397339","0.4432384967803955","1.2557291388511658","1.2515888214111328","1.2670552730560303","1.2605490684509277","1.2406195402145386","1.2781929969787598","0.43680351972579956","0.39906489849090576","0.4575662910938263"
"60","0.3862326890230179","0.35412341356277466","0.41387784481048584","0.3692585304379463","0.333817720413208","0.4013819992542267","1.2299972474575043","1.2101969718933105","1.2550301551818848","1.2346817255020142","1.2200555801391602","1.265763759613037","0.3962476998567581","0.3560940623283386","0.43155986070632935"
"61","0.4011107534170151","0.35332241654396057","0.4577406048774719","0.38167673349380493","0.3441655933856964","0.4343947768211365","1.25625279545784","1.2075616121292114","1.2974425554275513","1.2612577974796295","1.2179068326950073","1.3073852062225342","0.41252005845308304","0.3861462473869324","0.4559686481952667"
"62","0.39560171961784363","0.3648598790168762","0.4203166961669922","0.37591662257909775","0.35820508003234863","0.39606809616088867","1.227383315563202","1.1700084209442139","1.2658778429031372","1.232379287481308","1.1813290119171143","1.276168704032898","0.4034526124596596","0.3774638772010803","0.4255867004394531"
"63","0.4276314824819565","0.416761189699173","0.44054949283599854","0.4089528024196625","0.39207184314727783","0.4304623007774353","1.2519119679927826","1.2428920269012451","1.264707326889038","1.2571475803852081","1.2304542064666748","1.2754125595092773","0.43738679587841034","0.4182390570640564","0.46237969398498535"
"64","0.3968234956264496","0.35527729988098145","0.43779903650283813","0.379299059510231","0.3295055031776428","0.40687620639801025","1.186685562133789","1.150740385055542","1.2276620864868164","1.1909080743789673","1.1602907180786133","1.213853120803833","0.4074056148529053","0.3572964370250702","0.4453667998313904"
"65","0.4049776569008827","0.3734878897666931","0.45841744542121887","0.38639678061008453","0.35630276799201965","0.43864813446998596","1.2395593523979187","1.2118301391601562","1.2532212734222412","1.244536131620407","1.223354458808899","1.2640222311019897","0.41402434557676315","0.3926906883716583","0.45677104592323303"
"66","0.4325549528002739","0.4045586585998535","0.45105093717575073","0.41457320004701614","0.380320280790329","0.4310421049594879","1.2494055330753326","1.2221953868865967","1.3044016361236572","1.2549373507499695","1.232720136642456","1.2922613620758057","0.4432195872068405","0.40742528438568115","0.45872369408607483"
"67","0.3921741545200348","0.3747289776802063","0.4155764579772949","0.3734448775649071","0.3573582172393799","0.395988792181015","1.1750640273094177","1.15889573097229","1.1902179718017578","1.1801045835018158","1.1705989837646484","1.2003462314605713","0.4019050598144531","0.3917756676673889","0.414081335067749"
"68","0.4078478291630745","0.39296817779541016","0.42242875695228577","0.38874177634716034","0.37837421894073486","0.39311450719833374","1.1887708604335785","1.168351411819458","1.2198126316070557","1.1935131251811981","1.179796576499939","1.2061731815338135","0.4170990064740181","0.4055401682853699","0.42872098088264465"
"69","0.3811885043978691","0.33705252408981323","0.4350820481777191","0.3641006350517273","0.3236151933670044","0.41799139976501465","1.1322879791259766","1.0940865278244019","1.173719882965088","1.1379278302192688","1.0845235586166382","1.1864995956420898","0.38887152075767517","0.3567415773868561","0.43372368812561035"
"70","0.40313720703125","0.37751421332359314","0.42885661125183105","0.38380901515483856","0.3520147204399109","0.40863627195358276","1.1889446675777435","1.1809492111206055","1.2037458419799805","1.1948369443416595","1.1778810024261475","1.2169139385223389","0.41108109802007675","0.37876981496810913","0.4269407093524933"
"71","0.406718872487545","0.36576589941978455","0.4622816741466522","0.3884100988507271","0.3690861463546753","0.4400477409362793","1.1969251930713654","1.1366124153137207","1.3045563697814941","1.2031991183757782","1.1494301557540894","1.315624713897705","0.4169401153922081","0.39545994997024536","0.4661498963832855"
"72","0.39831478148698807","0.3811916708946228","0.4213772118091583","0.37777888029813766","0.35021018981933594","0.40045154094696045","1.1993217468261719","1.1821415424346924","1.2253286838531494","1.2048319578170776","1.1822078227996826","1.2375919818878174","0.40726952254772186","0.3881051540374756","0.4197397828102112"
"73","0.3826622888445854","0.343501478433609","0.42039698362350464","0.36220553517341614","0.33960503339767456","0.38742536306381226","1.1094276010990143","1.0572397708892822","1.1654075384140015","1.11481511592865","1.0693097114562988","1.1523799896240234","0.3913162797689438","0.36985230445861816","0.4269598126411438"
"74","0.39375415444374084","0.3908505141735077","0.3968314528465271","0.3753856122493744","0.35838019847869873","0.39951401948928833","1.157350331544876","1.1078909635543823","1.1770581007003784","1.1635434329509735","1.120929479598999","1.1890673637390137","0.4039420932531357","0.39119017124176025","0.4277130365371704"
"75","0.4034590572118759","0.36726921796798706","0.4446309506893158","0.38310085982084274","0.34506362676620483","0.441523015499115","1.1024437248706818","1.018211007118225","1.1591424942016602","1.107552707195282","1.0303094387054443","1.1697299480438232","0.41196950525045395","0.3659593164920807","0.47301387786865234"
"76","0.38645344227552414","0.3721367418766022","0.4146854281425476","0.3685257062315941","0.3497564494609833","0.39572036266326904","1.087010234594345","1.0753200054168701","1.092624545097351","1.092052012681961","1.076969027519226","1.102174997329712","0.3948625773191452","0.3832639455795288","0.4135071337223053"
"77","0.3988434746861458","0.37376660108566284","0.44292616844177246","0.3800668343901634","0.35118889808654785","0.41233739256858826","1.1575384140014648","1.1203008890151978","1.2414112091064453","1.1642602384090424","1.1326019763946533","1.230668067932129","0.40766938030719757","0.37653881311416626","0.4492388367652893"
"78","0.39591292291879654","0.36053818464279175","0.4412105083465576","0.3755744844675064","0.34613674879074097","0.41014596819877625","1.158954679965973","1.1145684719085693","1.2177448272705078","1.1662865281105042","1.1276040077209473","1.2071967124938965","0.40422365814447403","0.37251609563827515","0.4470536708831787"
"79","0.3581852316856384","0.3525288701057434","0.3654250204563141","0.33961787819862366","0.3271772265434265","0.36428794264793396","1.052543580532074","1.0149753093719482","1.071174144744873","1.058376431465149","1.0277169942855835","1.0831804275512695","0.36643052101135254","0.35123130679130554","0.39160552620887756"
"80","0.3845270946621895","0.3674930930137634","0.4060301184654236","0.36401742696762085","0.352722704410553","0.3810511827468872","1.1130463778972626","1.0749279260635376","1.1549087762832642","1.1183378994464874","1.0877904891967773","1.1673392057418823","0.39342714846134186","0.3784494400024414","0.40950465202331543"
"81","0.40467319637537","0.39141008257865906","0.4203542470932007","0.38617581874132156","0.3805842101573944","0.3915177583694458","1.1406705379486084","1.0880764722824097","1.1749775409698486","1.1467675864696503","1.1020371913909912","1.174668550491333","0.414111003279686","0.4028933048248291","0.42665326595306396"
"82","0.3989493027329445","0.3687223494052887","0.43903958797454834","0.38150350004434586","0.34012436866760254","0.4216001629829407","1.085964858531952","1.0362801551818848","1.1198344230651855","1.092208057641983","1.023421287536621","1.1331579685211182","0.40804273635149","0.37402069568634033","0.4377446472644806"
"83","0.3730224296450615","0.3432679772377014","0.3976435363292694","0.35224729031324387","0.33834362030029297","0.36617934703826904","1.089316189289093","1.0541311502456665","1.122833013534546","1.0958059132099152","1.0674282312393188","1.1227495670318604","0.38085611909627914","0.36725151538848877","0.40326428413391113"
"84","0.40017716586589813","0.37078410387039185","0.4222533702850342","0.38078565150499344","0.341494083404541","0.4021226167678833","1.0590151250362396","1.0264828205108643","1.092160701751709","1.0648213326931","1.0127993822097778","1.104606032371521","0.40706318616867065","0.3757685720920563","0.4212724566459656"
"85","0.3723171725869179","0.3502025604248047","0.3952651023864746","0.35511208325624466","0.33197319507598877","0.3747275173664093","1.0265355110168457","1.0210070610046387","1.039555549621582","1.0322835743427277","1.0077283382415771","1.0521893501281738","0.3814111426472664","0.365833044052124","0.3944111168384552"
"86","0.36225371807813644","0.33514603972435","0.3932850956916809","0.344262532889843","0.3314703106880188","0.36729422211647034","0.9814233928918839","0.9434199929237366","1.0304330587387085","0.9878052771091461","0.9561288952827454","1.0187656879425049","0.3684341162443161","0.3540596067905426","0.3976041078567505"
"87","0.3745921924710274","0.3611302673816681","0.3880436420440674","0.3543950840830803","0.3360951244831085","0.3673568367958069","1.0001042038202286","0.9709800481796265","1.0268034934997559","1.0055047869682312","0.9838696718215942","1.022163987159729","0.38508670032024384","0.3649730682373047","0.39975813031196594"
"88","0.37657836079597473","0.3644713759422302","0.38921570777893066","0.35689980536699295","0.3406318724155426","0.3786388337612152","1.0196490287780762","1.007196068763733","1.0295517444610596","1.0256976187229156","1.0053431987762451","1.0415165424346924","0.38433441519737244","0.3672756254673004","0.4058648943901062"
"89","0.3632045388221741","0.3332105278968811","0.4103052020072937","0.345731683075428","0.3167746365070343","0.3908046782016754","1.0228650271892548","1.0022337436676025","1.0389474630355835","1.0289837419986725","0.9994921684265137","1.0516358613967896","0.3723570555448532","0.351875901222229","0.4089953899383545"
"90","0.36499494314193726","0.3349921703338623","0.3904966115951538","0.34752221405506134","0.31171929836273193","0.37020084261894226","1.0625422894954681","1.0412685871124268","1.1056063175201416","1.0698611736297607","1.0554161071777344","1.0924456119537354","0.37496738880872726","0.33866065740585327","0.39374735951423645"
"91","0.37006713449954987","0.34523293375968933","0.4052368402481079","0.3520333021879196","0.31820452213287354","0.3871569335460663","0.9822964817285538","0.9672510623931885","0.9975779056549072","0.9880013018846512","0.9515458941459656","1.0110421180725098","0.3774213343858719","0.3500530421733856","0.40389731526374817"
"92","0.3819764405488968","0.37323427200317383","0.39082783460617065","0.3636828437447548","0.3500124514102936","0.3755488991737366","0.9673902839422226","0.9391992092132568","0.9959003925323486","0.9727628082036972","0.9511277079582214","0.982813835144043","0.39239758253097534","0.3785978853702545","0.40606462955474854"
"93","0.381450392305851","0.3540053367614746","0.4219628572463989","0.361751988530159","0.32884153723716736","0.39027929306030273","1.0015350580215454","0.9802273511886597","1.0478270053863525","1.0080042481422424","0.9915634393692017","1.0354506969451904","0.3905455097556114","0.3575991094112396","0.42761579155921936"
"94","0.382574662566185","0.3398657441139221","0.40246689319610596","0.36562472581863403","0.3394070267677307","0.38268545269966125","0.9939543306827545","0.9645591974258423","1.028120756149292","0.999208927154541","0.976935088634491","1.0395245552062988","0.3917163088917732","0.36832329630851746","0.4065163731575012"
"95","0.3732377588748932","0.33835160732269287","0.3982662558555603","0.35606560856103897","0.3295785188674927","0.3795006573200226","1.0156900733709335","0.9766333699226379","1.0731992721557617","1.0222196727991104","0.9828375577926636","1.0862293243408203","0.38218875974416733","0.36366328597068787","0.40211743116378784"
"96","0.3857129067182541","0.3551919162273407","0.4530590772628784","0.36752743273973465","0.33085155487060547","0.42040854692459106","0.9969994723796844","0.9413410425186157","1.090404748916626","1.004105567932129","0.9554829597473145","1.0775476694107056","0.3968949615955353","0.3604990243911743","0.45916640758514404"
"97","0.3663569539785385","0.34347298741340637","0.37822604179382324","0.34960053116083145","0.34120094776153564","0.35773855447769165","0.9576485902070999","0.9405943751335144","0.9881688356399536","0.9637946635484695","0.9462690353393555","1.001024842262268","0.3764258027076721","0.3750860095024109","0.3783198595046997"
