"Step","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX"
"30","0.11405631899833679","0.09508059173822403","0.13385269045829773","0.16258862242102623","0.14421498775482178","0.18428677320480347","0.16242709010839462","0.14357179403305054","0.18435192108154297","0.7692906111478806","0.7406657934188843","0.8054983019828796","1.2131944596767426","1.1980022192001343","1.2218931913375854"
"31","0.12119397707283497","0.11220157891511917","0.12894725799560547","0.17189014330506325","0.16626058518886566","0.18111594021320343","0.17190199717879295","0.1664007008075714","0.18113559484481812","0.7380037605762482","0.6851699352264404","0.7711873054504395","1.1687668859958649","1.1279761791229248","1.1957716941833496"
"32","0.11904418468475342","0.11238336563110352","0.12914620339870453","0.17109207436442375","0.15699976682662964","0.18316581845283508","0.17099476605653763","0.15687404572963715","0.1831124722957611","0.6989565193653107","0.6614481806755066","0.7240593433380127","1.1458323895931244","1.1392905712127686","1.1574387550354004"
"33","0.11617735400795937","0.10755082219839096","0.12189881503582001","0.16834842041134834","0.1584654003381729","0.1760922223329544","0.16818460077047348","0.15834271907806396","0.17600810527801514","0.686234176158905","0.6559302806854248","0.7360554933547974","1.1956817507743835","1.1493875980377197","1.2209854125976562"
"34","0.11396087147295475","0.10894607752561569","0.12306956946849823","0.16058839857578278","0.14858433604240417","0.17292800545692444","0.16033246740698814","0.14851970970630646","0.17288005352020264","0.6496841758489609","0.6109132170677185","0.6874912977218628","1.1621802151203156","1.1133636236190796","1.1816380023956299"
"35","0.1026749536395073","0.09614579379558563","0.11196060478687286","0.15221122652292252","0.14726445078849792","0.16116583347320557","0.15206728130578995","0.14679500460624695","0.1611437350511551","0.6333345025777817","0.5723733305931091","0.6861158013343811","1.19656640291214","1.1777496337890625","1.2077733278274536"
"36","0.10804862715303898","0.10079013556241989","0.1159219890832901","0.1556122750043869","0.15011075139045715","0.15897592902183533","0.15564791858196259","0.1500178724527359","0.15894266963005066","0.5937488377094269","0.5739380121231079","0.6185026168823242","1.1300776302814484","1.114467740058899","1.1434690952301025"
"37","0.10873799584805965","0.0994528979063034","0.11938146501779556","0.15732960775494576","0.1447477638721466","0.1694575399160385","0.15737302601337433","0.14462849497795105","0.16950562596321106","0.6053380370140076","0.5728228688240051","0.6695006489753723","1.1562861502170563","1.129324197769165","1.178184151649475"
"38","0.11448758095502853","0.10999906808137894","0.1195666715502739","0.1624242253601551","0.15231439471244812","0.1708458811044693","0.16232139244675636","0.15225932002067566","0.17071527242660522","0.6375032514333725","0.6163670420646667","0.6705127954483032","1.1499944031238556","1.1097151041030884","1.1824336051940918"
"39","0.1057360265403986","0.09676603972911835","0.11891680210828781","0.15059050917625427","0.139754980802536","0.16692042350769043","0.15054785087704659","0.13967713713645935","0.1670248657464981","0.5900556445121765","0.5352119207382202","0.6275517344474792","1.1369670629501343","1.1086559295654297","1.185982584953308"
"40","0.10426976531744003","0.10006719082593918","0.10874667763710022","0.14297213405370712","0.1365438997745514","0.14948579668998718","0.14284055307507515","0.136483833193779","0.14939093589782715","0.5626672208309174","0.5332353115081787","0.603549599647522","1.0551345944404602","1.0366156101226807","1.0726836919784546"
"41","0.10713180899620056","0.09968321025371552","0.11440795660018921","0.14601822197437286","0.13924643397331238","0.15241128206253052","0.14609252661466599","0.1395895779132843","0.15241238474845886","0.5693118125200272","0.5525018572807312","0.6020442247390747","1.090756505727768","1.0663912296295166","1.109146237373352"
"42","0.1055091954767704","0.09676873683929443","0.12162648141384125","0.14742403477430344","0.13748662173748016","0.16345159709453583","0.1474505066871643","0.13743646442890167","0.16335096955299377","0.5880872309207916","0.5614118576049805","0.6144092082977295","1.0983803272247314","1.0558180809020996","1.1458141803741455"
"43","0.09830048121511936","0.08721493929624557","0.11112745106220245","0.13276925683021545","0.11898437142372131","0.1464110016822815","0.1328112594783306","0.11932231485843658","0.14641651511192322","0.5261039286851883","0.5098268389701843","0.5598175525665283","1.0960206985473633","1.0753676891326904","1.1309109926223755"
"44","0.10354969650506973","0.09216511249542236","0.11651518940925598","0.1410117894411087","0.12844686210155487","0.15962938964366913","0.1409207135438919","0.12831252813339233","0.15958334505558014","0.5470895022153854","0.5159786343574524","0.5708755850791931","1.1049116551876068","1.076789379119873","1.129530429840088"
"45","0.10737327858805656","0.0991901084780693","0.1167391687631607","0.1454325094819069","0.13291333615779877","0.1573258936405182","0.1455891914665699","0.1337633728981018","0.15735375881195068","0.5745903551578522","0.534369707107544","0.5929685831069946","1.0783217549324036","1.0469608306884766","1.099149465560913"
