"Step","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX"
"32","1.5990895628929138","1.2238101959228516","2.2778525352478027","1.6429566740989685","1.532185673713684","1.863052248954773","7.847618281841278","2.53562331199646","15.748790740966797","29.746155738830566","19.67029571533203","34.47051239013672","1.775881141424179","1.506216049194336","2.289287567138672"
"33","1.5534183382987976","1.2443046569824219","2.2270681858062744","1.554614245891571","1.5028218030929565","1.6506317853927612","7.540689826011658","2.4789345264434814","15.173588752746582","28.773051261901855","18.913217544555664","33.806434631347656","1.6669829189777374","1.4887161254882812","2.075556993484497"
"34","1.5037522315979004","1.1873430013656616","2.163011074066162","1.4675106406211853","1.376184344291687","1.5425665378570557","7.241068005561829","2.4425220489501953","14.334367752075195","27.548022747039795","17.864215850830078","32.58283996582031","1.5860716998577118","1.428325891494751","1.9588342905044556"
"35","1.495835930109024","1.206602931022644","2.1286535263061523","1.4300448596477509","1.3788890838623047","1.4874805212020874","7.018858075141907","2.3378348350524902","14.062847137451172","27.58155870437622","17.776140213012695","32.9312744140625","1.5399915874004364","1.4072574377059937","1.8547375202178955"
"36","1.4241568744182587","1.122344732284546","1.9431612491607666","1.3382364213466644","1.2413467168807983","1.5191388130187988","6.958953261375427","2.245582103729248","13.921760559082031","26.927415370941162","17.288726806640625","31.794925689697266","1.4409824907779694","1.2787147760391235","1.8571385145187378"
"37","1.4442104697227478","1.1781319379806519","1.9587252140045166","1.356950283050537","1.2824290990829468","1.4451913833618164","6.933167576789856","2.340501546859741","13.838462829589844","26.596077919006348","17.070833206176758","31.578330993652344","1.4415141642093658","1.319623589515686","1.7102283239364624"
"38","1.3211585581302643","1.1073012351989746","1.807820200920105","1.2483538091182709","1.1952847242355347","1.3239285945892334","6.400599181652069","2.1221017837524414","12.65587043762207","25.404183626174927","15.730891227722168","30.822147369384766","1.3168030381202698","1.2205158472061157","1.5583031177520752"
"39","1.4104848802089691","1.2282254695892334","1.7087386846542358","1.3356783092021942","1.2540283203125","1.5284758806228638","6.572695314884186","2.2400400638580322","12.526336669921875","24.981070041656494","15.839347839355469","30.213176727294922","1.410206526517868","1.2552542686462402","1.529855489730835"
"40","1.3396729230880737","1.1397390365600586","1.6568055152893066","1.273084133863449","1.2057456970214844","1.3992878198623657","6.342509508132935","2.179736614227295","12.284621238708496","24.371031522750854","15.048090934753418","29.494659423828125","1.3317321836948395","1.2168357372283936","1.5814194679260254"
"41","1.3482388854026794","1.1253918409347534","1.6462116241455078","1.2826321721076965","1.1724623441696167","1.4323006868362427","6.041587829589844","2.093616008758545","11.761425971984863","23.559223651885986","14.655611038208008","28.38353157043457","1.3339415490627289","1.1812541484832764","1.5842080116271973"
"42","1.3372709453105927","1.2634620666503906","1.5411630868911743","1.272141009569168","1.1920832395553589","1.3071043491363525","5.828372299671173","2.0563852787017822","11.359926223754883","22.699481964111328","13.72715950012207","27.80200958251953","1.3174627423286438","1.1897733211517334","1.4284188747406006"
"43","1.306499719619751","1.1491024494171143","1.511333703994751","1.2432282865047455","1.1701596975326538","1.3172643184661865","5.783786714076996","2.0674402713775635","11.175909042358398","22.225054264068604","13.678234100341797","26.989595413208008","1.2816617786884308","1.172269582748413","1.4280226230621338"
"44","1.294802337884903","1.1098968982696533","1.464154601097107","1.2455491423606873","1.1554198265075684","1.3369708061218262","5.829235374927521","2.037898302078247","11.108200073242188","22.207337856292725","13.604246139526367","27.50868797302246","1.2817870378494263","1.1650829315185547","1.36297607421875"
"45","1.302099883556366","1.1106230020523071","1.6051383018493652","1.2427447438240051","1.1369799375534058","1.3222827911376953","5.7622368931770325","2.0701186656951904","10.939592361450195","21.25429677963257","12.875129699707031","26.21358871459961","1.276130735874176","1.14564049243927","1.3598341941833496"
"46","1.2107222080230713","1.15825355052948","1.3132812976837158","1.157916933298111","1.053642749786377","1.2102742195129395","5.45018208026886","1.9426295757293701","10.421981811523438","21.126465320587158","12.787168502807617","25.797569274902344","1.1881235837936401","1.057812213897705","1.2823680639266968"
"47","1.2583957016468048","1.1678322553634644","1.4168031215667725","1.1980830430984497","1.1594876050949097","1.2476508617401123","5.289788156747818","1.9080452919006348","10.134767532348633","20.201233625411987","12.117230415344238","24.954635620117188","1.2297424972057343","1.1655986309051514","1.2868255376815796"
"48","1.2251675426959991","1.0901435613632202","1.3203685283660889","1.16542387008667","1.0790531635284424","1.2660677433013916","5.155263423919678","1.9763989448547363","9.895227432250977","19.86914587020874","11.97760009765625","24.372100830078125","1.191543996334076","1.0922837257385254","1.3160691261291504"
"49","1.2235804796218872","1.1154100894927979","1.3425235748291016","1.1712062656879425","1.1157609224319458","1.2289481163024902","5.101796120405197","1.8419848680496216","9.595586776733398","19.380395650863647","11.756793022155762","24.08600616455078","1.1993797719478607","1.1394779682159424","1.2747722864151"
"50","1.2646479904651642","1.1135965585708618","1.5348727703094482","1.2141973376274109","1.1198192834854126","1.3448007106781006","4.871673911809921","1.75554621219635","9.315088272094727","18.631829261779785","11.267669677734375","23.204540252685547","1.2412649095058441","1.1287426948547363","1.3556199073791504"
"51","1.2643424570560455","1.2104942798614502","1.315286636352539","1.2290191948413849","1.051189661026001","1.323825716972351","5.10236918926239","2.0804896354675293","9.395227432250977","18.13210105895996","10.902637481689453","22.626140594482422","1.2506276965141296","1.0579185485839844","1.344651222229004"
"52","1.1561580300331116","1.0584347248077393","1.2766635417938232","1.12746861577034","1.0740547180175781","1.1556992530822754","4.771175563335419","1.6958110332489014","9.138761520385742","18.199941158294678","10.901849746704102","22.78267478942871","1.150394856929779","1.088652491569519","1.1969276666641235"
"53","1.2441074848175049","1.1855930089950562","1.3133596181869507","1.211278349161148","1.1590332984924316","1.2963050603866577","4.915011048316956","1.8495123386383057","9.168734550476074","17.76115918159485","10.92237377166748","22.005435943603516","1.2327472567558289","1.1671488285064697","1.312835931777954"
"54","1.2621973752975464","1.0415685176849365","1.506971001625061","1.2252784669399261","1.0488991737365723","1.3462345600128174","4.725160926580429","1.8272814750671387","8.764986991882324","17.14308786392212","10.490974426269531","21.202192306518555","1.2425095438957214","1.0524133443832397","1.3576161861419678"
"55","1.2075797319412231","1.1581553220748901","1.2540254592895508","1.1713476181030273","1.1092777252197266","1.2122095823287964","4.6195951998233795","1.900922179222107","8.50479793548584","16.79351282119751","10.306907653808594","20.785104751586914","1.1908664405345917","1.1260807514190674","1.248426914215088"
"56","1.1424550712108612","1.0398939847946167","1.2546745538711548","1.1085763275623322","1.0426812171936035","1.1456459760665894","4.375665724277496","1.6618878841400146","8.187461853027344","16.388849020004272","10.064482688903809","20.343482971191406","1.1291824877262115","1.052331566810608","1.1787073612213135"
"57","1.2029832303524017","1.0484042167663574","1.3447628021240234","1.1729290783405304","1.0516576766967773","1.3546168804168701","4.648261398077011","1.732364296913147","8.488972663879395","16.478925704956055","10.159469604492188","20.220088958740234","1.1891711950302124","1.0638134479522705","1.3540475368499756"
"58","1.1995465159416199","1.1494784355163574","1.2355690002441406","1.16295126080513","1.0735479593276978","1.233782410621643","4.545010298490524","1.7635295391082764","8.35295295715332","16.184935092926025","9.87890625","19.996858596801758","1.1832810938358307","1.088731288909912","1.2469929456710815"
"59","1.1171976029872894","1.0478283166885376","1.2628483772277832","1.0941678881645203","1.0588181018829346","1.1517448425292969","4.309132248163223","1.6312932968139648","8.117547035217285","15.473231315612793","9.472081184387207","19.47321319580078","1.1146223843097687","1.063936710357666","1.174180269241333"
"60","1.1352653205394745","1.0918391942977905","1.1598708629608154","1.1075087785720825","1.039506435394287","1.1453015804290771","4.339646756649017","1.7938363552093506","7.9349446296691895","15.356635808944702","9.469209671020508","19.1170654296875","1.126930147409439","1.062209129333496","1.1894786357879639"
"61","1.169651359319687","1.006109356880188","1.3711161613464355","1.13797165453434","0.9929757714271545","1.235762596130371","4.1869412660598755","1.7195430994033813","7.707324028015137","14.985426187515259","9.205556869506836","18.866737365722656","1.1569149196147919","1.035933017730713","1.2595000267028809"
"62","1.1362155675888062","1.0196559429168701","1.2556804418563843","1.108854055404663","1.0175209045410156","1.2587701082229614","4.1276282370090485","1.6686270236968994","7.394037246704102","14.470505714416504","8.722740173339844","18.187410354614258","1.12659353017807","1.035334587097168","1.2596700191497803"
"63","1.120755821466446","1.0061160326004028","1.2764172554016113","1.0995934307575226","1.0028194189071655","1.1695606708526611","4.200840175151825","1.7205274105072021","7.786136627197266","14.768233299255371","9.05265998840332","18.390155792236328","1.1184328496456146","1.0420267581939697","1.1913050413131714"
"64","1.1101116240024567","1.0736361742019653","1.1553233861923218","1.0858744382858276","1.0469510555267334","1.1200106143951416","4.1123878955841064","1.7027698755264282","7.532443523406982","14.476996898651123","9.201272964477539","18.0960693359375","1.1063961684703827","1.067226529121399","1.129878044128418"
"65","1.186030387878418","1.1334502696990967","1.261133074760437","1.1533237099647522","1.0333683490753174","1.258479118347168","3.9025328159332275","1.7207615375518799","7.014164924621582","13.76994252204895","8.851943969726562","17.159944534301758","1.1802863776683807","1.0650887489318848","1.2604269981384277"
"66","1.1163021922111511","1.06796133518219","1.1680474281311035","1.0900666117668152","1.0266655683517456","1.182025671005249","3.9232051074504852","1.648873209953308","7.162598609924316","13.561484575271606","8.590911865234375","16.862285614013672","1.111332505941391","1.051491379737854","1.1791682243347168"
"67","1.2028473913669586","1.1251369714736938","1.3163866996765137","1.174870103597641","1.1372662782669067","1.1972843408584595","3.9409321546554565","1.7073030471801758","6.950740337371826","13.348702907562256","8.58960247039795","16.548057556152344","1.197581708431244","1.1259678602218628","1.2337360382080078"
"68","1.1222524046897888","1.005041241645813","1.2525315284729004","1.1041850745677948","1.0285370349884033","1.2074143886566162","3.8848394453525543","1.610899806022644","7.043391227722168","13.314140319824219","8.451946258544922","16.386524200439453","1.1266613006591797","1.0397199392318726","1.2046345472335815"
"69","1.1799952685832977","1.0812273025512695","1.251312255859375","1.152188628911972","1.0579445362091064","1.2691311836242676","3.827469617128372","1.70317542552948","6.834707736968994","12.770639419555664","8.196798324584961","15.72381591796875","1.173605054616928","1.1114459037780762","1.2532105445861816"
"70","1.1280352473258972","1.0258901119232178","1.2310948371887207","1.0991348922252655","1.0377084016799927","1.2026656866073608","3.708049565553665","1.5509650707244873","6.78013801574707","12.717546701431274","8.076730728149414","15.780269622802734","1.1244870126247406","1.0527399778366089","1.1980922222137451"
"71","1.1243217289447784","1.0497344732284546","1.1940348148345947","1.1060002148151398","1.0179977416992188","1.1880180835723877","3.6471984684467316","1.4498716592788696","6.575722694396973","12.556440114974976","7.924827575683594","15.774707794189453","1.1294840574264526","1.0528737306594849","1.2420198917388916"
"72","1.1504419893026352","0.9997135996818542","1.2522046566009521","1.1230644285678864","1.018892526626587","1.2355753183364868","3.7444673776626587","1.6002004146575928","6.5229105949401855","12.43699038028717","7.938571453094482","15.30794906616211","1.148335337638855","1.028398036956787","1.3070560693740845"
"73","1.0776818692684174","0.9706978797912598","1.145730972290039","1.0544281303882599","0.9998533725738525","1.1341333389282227","3.573571413755417","1.4777204990386963","6.424762725830078","12.178755283355713","7.810845375061035","15.1544828414917","1.0787104666233063","1.007465124130249","1.1988797187805176"
"74","1.169462263584137","1.0903184413909912","1.282006025314331","1.13709157705307","1.1047415733337402","1.1591746807098389","3.6774506866931915","1.6234482526779175","6.469963073730469","11.950739026069641","7.757063388824463","14.845699310302734","1.165728747844696","1.1213070154190063","1.1974220275878906"
"75","1.1231041848659515","1.0555944442749023","1.2545174360275269","1.0939524471759796","1.048441767692566","1.1264432668685913","3.511242985725403","1.5310293436050415","6.298454284667969","11.810481190681458","7.63783597946167","14.53586483001709","1.1242607831954956","1.1012868881225586","1.1686699390411377"
"76","1.1145085394382477","1.0258328914642334","1.1526596546173096","1.0767265558242798","0.999605655670166","1.1620900630950928","3.5811935663223267","1.5406553745269775","6.381540298461914","11.908537864685059","7.930998802185059","14.625447273254395","1.1036461293697357","1.0343575477600098","1.1783063411712646"
"77","1.209375649690628","1.1039454936981201","1.3579256534576416","1.1823183298110962","1.0985655784606934","1.366508960723877","3.634631097316742","1.6780920028686523","6.294463634490967","11.458463430404663","7.396612167358398","13.991899490356445","1.2085137963294983","1.145229697227478","1.3512568473815918"
"78","1.0956448912620544","1.010990858078003","1.2172257900238037","1.0732681155204773","0.9416384696960449","1.2435073852539062","3.357746720314026","1.5549252033233643","5.763143539428711","10.99943494796753","7.333569526672363","13.356754302978516","1.1024027615785599","0.9838652014732361","1.2613805532455444"
"79","1.119101643562317","1.0021395683288574","1.272420883178711","1.091611534357071","1.0275405645370483","1.1426990032196045","3.3850820660591125","1.5667214393615723","5.991539478302002","10.847978830337524","7.00636100769043","13.337024688720703","1.118540346622467","1.0389175415039062","1.1809146404266357"
"80","1.1022638827562332","0.9189758896827698","1.315517544746399","1.0692579746246338","0.9352986812591553","1.1754601001739502","3.3253760635852814","1.3475743532180786","6.133884906768799","11.057416677474976","7.053388595581055","13.657790184020996","1.1055500954389572","0.9517046809196472","1.2353053092956543"
"81","1.1715462803840637","1.1081116199493408","1.244314193725586","1.1482475399971008","0.994519829750061","1.2723681926727295","3.4915388226509094","1.5649054050445557","5.984591484069824","11.110183835029602","7.512497425079346","13.45394229888916","1.181831568479538","1.0384676456451416","1.2945787906646729"
"82","1.1380818486213684","1.0522699356079102","1.2562376260757446","1.1178725063800812","1.0204836130142212","1.2845346927642822","3.23065048456192","1.5836879014968872","5.470191955566406","10.503301620483398","6.718839645385742","13.263345718383789","1.15457421541214","1.0731868743896484","1.2673875093460083"
"83","1.0957942306995392","1.0667388439178467","1.1277904510498047","1.0690574645996094","0.9459280967712402","1.1487789154052734","3.252575546503067","1.4502089023590088","5.541167259216309","10.688636422157288","7.303854465484619","12.926261901855469","1.102996826171875","1.0000807046890259","1.1716915369033813"
"84","1.0298114717006683","0.9914661645889282","1.087129831314087","1.004619061946869","0.9648752212524414","1.0609157085418701","3.130328893661499","1.4360318183898926","5.486084938049316","10.384996175765991","6.743303298950195","12.764703750610352","1.0377831161022186","1.0129542350769043","1.0514774322509766"
"85","1.0596642941236496","0.8844118714332581","1.1924386024475098","1.034660428762436","0.9169670343399048","1.138625144958496","3.0322248339653015","1.3128187656402588","5.241950511932373","9.882355690002441","6.334423065185547","12.084514617919922","1.0723502188920975","0.9318104386329651","1.218730092048645"
"86","1.0876870155334473","1.0208117961883545","1.1408580541610718","1.0643798112869263","1.006973147392273","1.103250503540039","3.080844283103943","1.3986210823059082","5.374831676483154","9.996143579483032","6.466866493225098","12.1264009475708","1.100603610277176","1.0675265789031982","1.1766377687454224"
"87","1.1131592690944672","1.0706230401992798","1.2062087059020996","1.0849186182022095","1.0609550476074219","1.1040184497833252","3.120124638080597","1.464838981628418","5.342658519744873","9.960145711898804","6.46954345703125","12.207720756530762","1.11995467543602","1.0826880931854248","1.1549012660980225"
"88","1.027645468711853","0.9295934438705444","1.145161509513855","0.9990334361791611","0.9189593195915222","1.1094101667404175","3.0414899289608","1.4561138153076172","5.269915580749512","9.891584396362305","6.405529022216797","12.159947395324707","1.0321511030197144","0.9845764636993408","1.0986722707748413"
"89","1.0397096276283264","0.9918220043182373","1.078547716140747","1.0155255943536758","0.933735191822052","1.0715689659118652","3.0409948229789734","1.4247853755950928","5.193687915802002","9.644489049911499","6.363670349121094","11.74998664855957","1.0521645545959473","0.994945764541626","1.1496692895889282"
"90","1.0545151233673096","0.9406602382659912","1.201557993888855","1.022825300693512","0.960669755935669","1.0671240091323853","2.898296445608139","1.3139697313308716","4.991819381713867","9.430425882339478","6.02108097076416","11.513555526733398","1.0585271567106247","0.9791931509971619","1.1192418336868286"
"91","1.0724379420280457","0.9932078123092651","1.1554453372955322","1.0489092767238617","0.9989602565765381","1.1915817260742188","3.200468748807907","1.3954025506973267","5.237256050109863","9.684775471687317","6.930771350860596","11.633218765258789","1.0823088884353638","0.9867249727249146","1.2110791206359863"
"92","1.0422867983579636","0.9880595803260803","1.0923196077346802","1.0169643461704254","0.9570725560188293","1.1060872077941895","2.951258063316345","1.4629909992218018","4.956978797912598","9.25900387763977","6.259453773498535","11.264930725097656","1.0555736124515533","1.0202922821044922","1.0938923358917236"
"93","1.1326637268066406","1.074422836303711","1.175386667251587","1.1013425290584564","1.0265889167785645","1.150347113609314","3.0094657242298126","1.3615952730178833","4.961387634277344","9.418543457984924","6.165438175201416","11.488758087158203","1.1400416493415833","1.076071858406067","1.2354469299316406"
"94","1.0678675770759583","1.0053353309631348","1.1419415473937988","1.0380775928497314","1.0028138160705566","1.0870064496994019","2.9271399080753326","1.4670497179031372","4.98621940612793","9.240732073783875","6.2036919593811035","11.427434921264648","1.0783012211322784","1.0605618953704834","1.1111657619476318"
"95","1.0365394353866577","0.923078179359436","1.2785967588424683","1.0123082995414734","0.9440288543701172","1.1179457902908325","2.9454595744609833","1.3244222402572632","5.202275276184082","9.074346780776978","5.89859676361084","11.037781715393066","1.0471501350402832","0.9280037879943848","1.1832356452941895"
"96","1.04770889878273","0.8963645696640015","1.1410255432128906","1.0258726179599762","0.8892725706100464","1.16083824634552","2.840480238199234","1.4032410383224487","4.86775541305542","8.84193229675293","5.994960784912109","10.826364517211914","1.0642049908638","0.9638934135437012","1.1890106201171875"
"97","1.0585086345672607","0.9334317445755005","1.1831109523773193","1.033975824713707","0.9670822024345398","1.070347785949707","2.7992162704467773","1.3817853927612305","4.772390842437744","8.863818168640137","5.734861373901367","10.796884536743164","1.074093222618103","0.9852683544158936","1.1540744304656982"
"98","1.04092675447464","0.9701441526412964","1.1054894924163818","1.0090390145778656","0.9603930711746216","1.0617173910140991","2.77770072221756","1.415604829788208","4.667838096618652","8.610604763031006","5.736049652099609","10.334163665771484","1.0479809939861298","1.01877760887146","1.0856120586395264"
"99","1.0306988060474396","0.916162371635437","1.2400825023651123","0.9958066344261169","0.941657543182373","1.0805834531784058","2.734484851360321","1.2843024730682373","4.8492584228515625","8.597285032272339","5.54670524597168","10.294801712036133","1.0380829274654388","0.9712784290313721","1.1424181461334229"
"100","1.0398042649030685","0.8981854915618896","1.216905117034912","1.0116872191429138","0.9149254560470581","1.1049573421478271","2.93296617269516","1.3400447368621826","5.084029197692871","9.080821514129639","6.135157585144043","10.74500846862793","1.0536434054374695","0.9010303020477295","1.1948496103286743"
"101","1.0703886300325394","0.9998456835746765","1.1383899450302124","1.0519115179777145","0.995972216129303","1.1421526670455933","2.723404288291931","1.2506234645843506","4.565096855163574","8.607892990112305","5.647961616516113","10.364484786987305","1.0946310758590698","1.0121877193450928","1.1700254678726196"
