"Step","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX"
"22","1.2450975974400837","1.116417646408081","1.4298065900802612","3.5773664712905884","3.3800485134124756","3.82981014251709","2.022092342376709","1.7484146356582642","2.477602005004883","2.8605054020881653","2.8076231479644775","2.982618808746338","2.817446708679199","2.7007994651794434","2.939634084701538"
"23","1.2066750129063923","1.1300876140594482","1.2542109489440918","3.4477144479751587","3.25042986869812","3.7974700927734375","1.9171774089336395","1.7178373336791992","2.175713539123535","2.633683204650879","2.5354275703430176","2.706594705581665","2.6139901876449585","2.5273640155792236","2.7064101696014404"
"24","1.235986630121867","1.1526721715927124","1.2854305505752563","3.4335383772850037","3.2469987869262695","3.7277450561523438","2.0084753036499023","1.808862328529358","2.2683653831481934","2.573063015937805","2.5095810890197754","2.627591609954834","2.537608027458191","2.493943452835083","2.565706253051758"
"25","1.2546168963114421","1.1678447723388672","1.3635890483856201","3.289848744869232","3.07487154006958","3.655580997467041","2.0004050731658936","1.7776038646697998","2.450505495071411","2.4941548109054565","2.4115593433380127","2.597522735595703","2.4446783661842346","2.3572540283203125","2.526588201522827"
"26","1.203974723815918","1.1417465209960938","1.2641420364379883","2.8572344183921814","2.577983856201172","3.123279571533203","1.8719967901706696","1.5836312770843506","2.2299532890319824","2.213079512119293","2.047089099884033","2.3101401329040527","2.15259912610054","1.9880553483963013","2.2237582206726074"
"27","1.0792959928512573","0.9642901420593262","1.151017665863037","2.967176675796509","2.6802799701690674","3.2250986099243164","1.8135394752025604","1.5125449895858765","2.0404539108276367","2.0825083553791046","1.9375382661819458","2.1486968994140625","1.980686753988266","1.8143565654754639","2.0828983783721924"
"28","1.1129502058029175","1.1038146018981934","1.1273308992385864","2.9336530566215515","2.7652149200439453","3.2163138389587402","1.883888602256775","1.6718144416809082","2.1001358032226562","1.9879847168922424","1.927975058555603","2.0728776454925537","1.9014827013015747","1.8279016017913818","2.0102171897888184"
"29","1.1777610778808594","1.1180297136306763","1.2305837869644165","2.7480523586273193","2.5828938484191895","3.072471857070923","1.8554803729057312","1.7659919261932373","2.026118516921997","1.8798283338546753","1.7849565744400024","2.0101985931396484","1.7940491437911987","1.7019935846328735","1.9771889448165894"
"30","1.12088147799174","1.0684022903442383","1.1797293424606323","2.6739649772644043","2.490272045135498","2.889150619506836","1.7682047188282013","1.6629904508590698","2.0700490474700928","1.6897458136081696","1.6091790199279785","1.7570291757583618","1.6328180730342865","1.5522916316986084","1.7382302284240723"
"31","1.0764113664627075","0.9857914447784424","1.1707756519317627","2.6971659660339355","2.505049228668213","3.1068601608276367","1.7277129292488098","1.4819527864456177","1.896230697631836","1.6110526025295258","1.4883241653442383","1.7336785793304443","1.5676630139350891","1.444598913192749","1.7157342433929443"
"32","1.1439824501673381","1.0601235628128052","1.2678227424621582","2.5798962116241455","2.370983123779297","2.8055243492126465","1.8471280634403229","1.609074354171753","2.085193157196045","1.5817294716835022","1.4616782665252686","1.7168833017349243","1.5211338102817535","1.4081149101257324","1.6660901308059692"
"33","1.1237258911132812","1.0236903429031372","1.1864181756973267","2.522305428981781","2.352109432220459","2.6933088302612305","1.767445981502533","1.500262975692749","2.0657057762145996","1.507223904132843","1.437991738319397","1.5590945482254028","1.446424275636673","1.3848156929016113","1.5065099000930786"
"34","1.1114017168680828","1.0306452512741089","1.1585454940795898","2.4560528993606567","2.3097667694091797","2.619039535522461","1.7311841249465942","1.567448377609253","2.0023136138916016","1.4008241891860962","1.2948368787765503","1.4584463834762573","1.3619393110275269","1.2687638998031616","1.4112215042114258"
"35","1.1086751619974773","1.0166616439819336","1.1757712364196777","2.367042064666748","2.282043695449829","2.5028510093688965","1.7187112867832184","1.475152611732483","1.9694054126739502","1.3854255974292755","1.3442786931991577","1.4306254386901855","1.3575991988182068","1.3206088542938232","1.39750075340271"
"36","1.1018484433492024","1.0056884288787842","1.2034859657287598","2.2982558608055115","2.10686993598938","2.4567484855651855","1.6735586822032928","1.4357128143310547","1.9136507511138916","1.3012957572937012","1.180511713027954","1.4495153427124023","1.2880372107028961","1.1793264150619507","1.4175291061401367"
"37","1.091182271639506","0.9909110069274902","1.1498068571090698","2.374316394329071","2.2963995933532715","2.500128984451294","1.7179830968379974","1.4971296787261963","1.9579856395721436","1.3226130604743958","1.2652671337127686","1.3710167407989502","1.3042623400688171","1.258496642112732","1.330834150314331"
"38","1.0287157495816548","0.9471471905708313","1.0832079648971558","2.20257431268692","2.0560381412506104","2.3170461654663086","1.591551274061203","1.4407538175582886","1.843970537185669","1.2255745828151703","1.1545202732086182","1.2746548652648926","1.201047658920288","1.141770839691162","1.2443516254425049"
"39","1.1372017463048298","1.0504316091537476","1.2563728094100952","2.3996142745018005","2.12866473197937","2.984910249710083","1.7394015491008759","1.566859245300293","1.8621162176132202","1.3131968677043915","1.2192480564117432","1.5072619915008545","1.3008249402046204","1.2039998769760132","1.4957752227783203"
"40","1.092286745707194","0.9703390598297119","1.1865298748016357","2.2399715781211853","2.1364712715148926","2.366533041000366","1.6865248084068298","1.4249238967895508","1.9109864234924316","1.249663531780243","1.1834598779678345","1.3641819953918457","1.2392800450325012","1.177219271659851","1.3352878093719482"
"41","1.1033920447031658","0.952710747718811","1.2207874059677124","2.1452792286872864","2.0086605548858643","2.2663958072662354","1.7115449905395508","1.4520268440246582","1.899367094039917","1.2608734965324402","1.1568821668624878","1.3953771591186523","1.2539374232292175","1.153143286705017","1.3679527044296265"
"42","1.0836574633916218","1.0682827234268188","1.0967799425125122","2.1771669387817383","2.006446361541748","2.396801471710205","1.705688238143921","1.6154862642288208","1.8238564729690552","1.2525863647460938","1.1927776336669922","1.3031202554702759","1.2454251945018768","1.1867327690124512","1.2963740825653076"
"43","1.0572169820467632","0.9827067255973816","1.1257619857788086","2.143256336450577","1.9660907983779907","2.29986310005188","1.6372995972633362","1.4929918050765991","1.7409019470214844","1.2230936884880066","1.1734308004379272","1.2798943519592285","1.2253857851028442","1.17242431640625","1.2758541107177734"
"44","1.0436519781748455","0.9680957794189453","1.1183161735534668","2.2384841442108154","2.084272623062134","2.5297369956970215","1.7250325083732605","1.4667922258377075","1.8473880290985107","1.227636843919754","1.1224089860916138","1.3267395496368408","1.2267113626003265","1.1053681373596191","1.3277229070663452"
"45","1.04949555794398","0.9394057393074036","1.1874735355377197","2.30895334482193","2.1371593475341797","2.519725799560547","1.7100526094436646","1.4903591871261597","2.0129644870758057","1.230225384235382","1.1306641101837158","1.3135762214660645","1.231351524591446","1.130906105041504","1.3204935789108276"
"46","0.9995100895563761","0.955303430557251","1.0345523357391357","1.9882587790489197","1.7873172760009766","2.28857421875","1.606137901544571","1.5749764442443848","1.6266008615493774","1.1485995650291443","1.057920217514038","1.1937344074249268","1.1439610719680786","1.055610179901123","1.1911227703094482"
"47","1.0467875401178997","1.040405511856079","1.0521318912506104","1.9962655305862427","1.8778821229934692","2.1849918365478516","1.6411827206611633","1.5630850791931152","1.7659063339233398","1.1883220374584198","1.1483978033065796","1.2420841455459595","1.1897213459014893","1.1593265533447266","1.2493746280670166"
"48","1.038449267546336","0.9811546206474304","1.1044447422027588","1.9759118556976318","1.8206980228424072","2.195502519607544","1.5532767474651337","1.4551093578338623","1.5930674076080322","1.1535176038742065","1.06032395362854","1.2525840997695923","1.1576805114746094","1.0787767171859741","1.232986569404602"
"49","1.0061641136805217","0.9715831279754639","1.0337042808532715","1.9745716452598572","1.8660047054290771","2.18367862701416","1.6038524806499481","1.4371178150177002","1.7444058656692505","1.159646451473236","1.103338599205017","1.2144759893417358","1.167014479637146","1.0920305252075195","1.2276771068572998"
"50","1.0553504625956218","0.9413625001907349","1.2314345836639404","1.9039048552513123","1.8135308027267456","1.973871111869812","1.681054711341858","1.4820427894592285","2.042107105255127","1.2049376368522644","1.1088206768035889","1.3450407981872559","1.2136830985546112","1.1151847839355469","1.353476881980896"
"51","1.0663046836853027","0.9473154544830322","1.1478478908538818","2.046616017818451","1.7753028869628906","2.336540699005127","1.6828749775886536","1.6308321952819824","1.7372794151306152","1.215603083372116","1.043750524520874","1.3165087699890137","1.2197827994823456","1.0505588054656982","1.3194319009780884"
"52","0.9664092659950256","0.9267526268959045","1.020026445388794","1.8096876442432404","1.7094454765319824","1.9350402355194092","1.4954549968242645","1.3540153503417969","1.6755824089050293","1.113397628068924","1.0591633319854736","1.1399168968200684","1.1248363852500916","1.0557289123535156","1.151362657546997"
"53","1.0456937948862712","1.0284175872802734","1.0628206729888916","2.0864988267421722","1.9848016500473022","2.2618725299835205","1.6325281858444214","1.5375357866287231","1.7256755828857422","1.1988612413406372","1.1607997417449951","1.2844586372375488","1.206843763589859","1.1665582656860352","1.2959282398223877"
"54","1.0570426384607952","0.8675063848495483","1.2133948802947998","1.9804648458957672","1.9063491821289062","2.0665390491485596","1.6774562299251556","1.3694064617156982","2.039626121520996","1.2150315940380096","1.0454814434051514","1.3433003425598145","1.2217176854610443","1.042938232421875","1.3560523986816406"
"55","1.0082855423291524","0.9712771773338318","1.0475544929504395","1.925788253545761","1.7445412874221802","2.09051775932312","1.5802100896835327","1.4893780946731567","1.6771732568740845","1.16092911362648","1.1120436191558838","1.1969971656799316","1.1679039299488068","1.1241594552993774","1.2077741622924805"
"56","0.947463591893514","0.8659452199935913","0.9973999261856079","1.7577748000621796","1.6721419095993042","1.8413902521133423","1.4943645000457764","1.3211901187896729","1.6895421743392944","1.1008269488811493","1.0411441326141357","1.1389238834381104","1.1083225905895233","1.0376806259155273","1.141645908355713"
"57","0.9934242566426595","0.8786340951919556","1.155563473701477","1.895317018032074","1.6127049922943115","2.135481834411621","1.5812935531139374","1.3992805480957031","1.702195644378662","1.164401262998581","1.058230996131897","1.3351624011993408","1.1684297323226929","1.0569385290145874","1.3201318979263306"
"58","0.9909868439038595","0.9665126204490662","1.0225846767425537","1.867857038974762","1.6732697486877441","2.1408188343048096","1.5684208571910858","1.4646010398864746","1.6096924543380737","1.157066285610199","1.076084017753601","1.2346458435058594","1.1652315855026245","1.0882245302200317","1.2326666116714478"
"59","0.9335290193557739","0.8801634311676025","1.0277880430221558","1.7535326182842255","1.6729137897491455","1.8539760112762451","1.4466027617454529","1.3257501125335693","1.681408405303955","1.0860240757465363","1.0522228479385376","1.1591286659240723","1.0954566299915314","1.0449926853179932","1.1707624197006226"
"60","0.9334772427876791","0.9110308885574341","0.957075834274292","1.8241815268993378","1.6873502731323242","1.9277790784835815","1.4971082508563995","1.4154212474822998","1.5805331468582153","1.097804069519043","1.0469082593917847","1.1332584619522095","1.1086259186267853","1.0567978620529175","1.1514208316802979"
"61","1.0116498470306396","0.9655671715736389","1.0999221801757812","1.786618947982788","1.583654761314392","1.9663587808609009","1.540372520685196","1.322715401649475","1.8672893047332764","1.1323175430297852","0.9731440544128418","1.2473700046539307","1.1386454850435257","0.9970234036445618","1.2547086477279663"
"62","0.9359836181004842","0.8421521186828613","1.067467212677002","1.765677571296692","1.6306712627410889","1.899848461151123","1.5081494748592377","1.3705224990844727","1.5880939960479736","1.099787712097168","1.0210530757904053","1.2508513927459717","1.1096804440021515","1.0267856121063232","1.2407532930374146"
"63","0.964971125125885","0.9196586012840271","1.0436441898345947","1.8095088601112366","1.6361370086669922","1.9896464347839355","1.4903151094913483","1.329665184020996","1.7741944789886475","1.0911356210708618","0.9749516248703003","1.1773126125335693","1.1002148389816284","1.0046504735946655","1.1881545782089233"
"64","0.91872239112854","0.9045126438140869","0.9290124773979187","1.781674176454544","1.6709930896759033","1.95157790184021","1.4785023629665375","1.4342668056488037","1.569824457168579","1.0778248608112335","1.039996862411499","1.1124744415283203","1.0874049067497253","1.0639574527740479","1.115034818649292"
"65","0.9821011225382487","0.9136887788772583","1.0545663833618164","1.7806060314178467","1.6120156049728394","2.035733699798584","1.516881912946701","1.4434406757354736","1.5657092332839966","1.1450104713439941","1.041008710861206","1.2511415481567383","1.1571392714977264","1.0574930906295776","1.2398916482925415"
"66","0.9218644102414449","0.88133305311203","0.988271951675415","1.7383621633052826","1.6683077812194824","1.826845407485962","1.469537764787674","1.4036043882369995","1.5341839790344238","1.0827424228191376","1.0310395956039429","1.173336386680603","1.0951112508773804","1.047378659248352","1.1685912609100342"
"67","0.9805974165598551","0.9435669183731079","1.0345332622528076","1.9110478460788727","1.8090131282806396","2.032181739807129","1.604278415441513","1.4569635391235352","1.7858279943466187","1.165790468454361","1.1203327178955078","1.2009423971176147","1.1755229532718658","1.1111030578613281","1.2169793844223022"
"68","0.93850706020991","0.8228580355644226","1.0036442279815674","1.7724305093288422","1.6699023246765137","1.826604962348938","1.47371044754982","1.3057783842086792","1.6882448196411133","1.095689058303833","1.0032228231430054","1.2020431756973267","1.1093064546585083","1.0258477926254272","1.1949211359024048"
"69","0.9866647720336914","0.9235324859619141","1.0459787845611572","1.7947470545768738","1.638791799545288","1.911985158920288","1.5534508526325226","1.415436029434204","1.6726280450820923","1.1429226100444794","1.0378785133361816","1.2519811391830444","1.1544016301631927","1.0676569938659668","1.2455697059631348"
"70","0.9372389912605286","0.8386996388435364","0.9958359003067017","1.6912494599819183","1.635718822479248","1.740233302116394","1.4580277502536774","1.3523216247558594","1.6145484447479248","1.0927118360996246","1.0229594707489014","1.192124605178833","1.10531285405159","1.0375536680221558","1.1879792213439941"
"71","0.880915641784668","0.8567359447479248","0.911456823348999","1.6626800894737244","1.5257881879806519","1.8305118083953857","1.4701360166072845","1.3446904420852661","1.567229986190796","1.0974757075309753","1.0284653902053833","1.157012701034546","1.1102458238601685","1.0462254285812378","1.1964226961135864"
"72","0.8893549839655558","0.8163595795631409","0.9879636764526367","1.7602573037147522","1.6279926300048828","1.8923983573913574","1.5086298882961273","1.2945455312728882","1.6605191230773926","1.1144697070121765","1.0125775337219238","1.2094345092773438","1.1313590705394745","1.0185080766677856","1.2543777227401733"
"73","0.8375381827354431","0.7746412754058838","0.8752198815345764","1.619831621646881","1.5655884742736816","1.6731760501861572","1.4410743713378906","1.2946922779083252","1.553203821182251","1.0482098162174225","0.9927878379821777","1.1127903461456299","1.0606620013713837","0.9921886920928955","1.1516660451889038"
"74","0.9356353680292765","0.8770233392715454","0.9947420358657837","1.7228441834449768","1.6341251134872437","1.7936195135116577","1.5327263474464417","1.4146556854248047","1.738004446029663","1.1301419138908386","1.0975255966186523","1.1731812953948975","1.1454980671405792","1.1018619537353516","1.1948537826538086"
"75","0.8984998861948649","0.8639428615570068","0.9459868669509888","1.6813832819461823","1.5884860754013062","1.805497169494629","1.4720227420330048","1.3794333934783936","1.6802887916564941","1.0941150188446045","1.0331239700317383","1.1459689140319824","1.1078701615333557","1.0633068084716797","1.1708132028579712"
"76","0.904987633228302","0.8588310480117798","0.9389060139656067","1.6826024055480957","1.5916650295257568","1.8524250984191895","1.4273848831653595","1.345532774925232","1.4841423034667969","1.0763447284698486","0.9860632419586182","1.1649062633514404","1.0853708386421204","1.0116333961486816","1.168947696685791"
"77","0.9912727475166321","0.89365154504776","1.1084058284759521","1.8374515175819397","1.6503283977508545","2.0688083171844482","1.5909396409988403","1.4593040943145752","1.7233433723449707","1.17892324924469","1.0794079303741455","1.3576390743255615","1.1892479062080383","1.1149449348449707","1.3427608013153076"
"78","0.8908734122912089","0.7937208414077759","0.9857414960861206","1.6372311413288116","1.4614720344543457","2.0033986568450928","1.4269902408123016","1.322068452835083","1.5713895559310913","1.0702040046453476","0.9565009474754333","1.24305260181427","1.078678697347641","0.976320743560791","1.239349365234375"
"79","0.8697418371836344","0.7818502187728882","0.9652596712112427","1.7136650085449219","1.6096919775009155","1.8339029550552368","1.523481398820877","1.3949538469314575","1.7761054039001465","1.092881053686142","1.0248548984527588","1.1621187925338745","1.103075623512268","1.0314102172851562","1.1790635585784912"
"80","0.8596137762069702","0.7047532796859741","1.0047311782836914","1.5689467191696167","1.5161328315734863","1.7203114032745361","1.4444228410720825","1.235267996788025","1.7338918447494507","1.0673805177211761","0.9284954071044922","1.1943892240524292","1.082096666097641","0.9342877864837646","1.2218116521835327"
"81","0.9220586021741232","0.834627091884613","0.9705277681350708","1.7097781598567963","1.5428014993667603","2.005378007888794","1.544713944196701","1.4898344278335571","1.6260862350463867","1.14458429813385","1.0089917182922363","1.27177095413208","1.156184434890747","1.0324831008911133","1.2723783254623413"
"82","0.9087835947672526","0.8595534563064575","1.002610683441162","1.7128370702266693","1.4945448637008667","1.9972418546676636","1.480018824338913","1.3863345384597778","1.564763069152832","1.113635092973709","1.0039494037628174","1.2675906419754028","1.1320001184940338","1.052573800086975","1.2607147693634033"
"83","0.8413225412368774","0.7862086296081543","0.8882575035095215","1.6511961817741394","1.535902976989746","1.85502028465271","1.4306756258010864","1.3544447422027588","1.4706785678863525","1.0705926418304443","0.9706227779388428","1.163269281387329","1.0823162496089935","0.9908088445663452","1.159165382385254"
"84","0.7953083117802938","0.7712855339050293","0.8159606456756592","1.5325229465961456","1.4570552110671997","1.6361223459243774","1.369373619556427","1.3269072771072388","1.4504728317260742","1.0030065774917603","0.961487889289856","1.0541136264801025","1.0166056454181671","1.0006574392318726","1.040553331375122"
"85","0.7865059773127238","0.6900280714035034","0.8679928779602051","1.564524918794632","1.4595258235931396","1.7306874990463257","1.404518574476242","1.198415994644165","1.5989679098129272","1.0294985473155975","0.9160940647125244","1.109739065170288","1.048691838979721","0.9195890426635742","1.1545276641845703"
"86","0.8180461327234904","0.7958528995513916","0.8304580450057983","1.5420222282409668","1.464329719543457","1.6322779655456543","1.4311405718326569","1.3602604866027832","1.5300239324569702","1.0600095391273499","1.0275523662567139","1.0910825729370117","1.0759795010089874","1.0562766790390015","1.1084659099578857"
"87","0.8558103640874227","0.8402405977249146","0.876205563545227","1.6475219428539276","1.5915714502334595","1.7273036241531372","1.4645960628986359","1.3857241868972778","1.5830146074295044","1.0839056968688965","1.0565803050994873","1.1093075275421143","1.097688913345337","1.0699131488800049","1.1149898767471313"
"88","0.7871315280596415","0.7263956069946289","0.8191434144973755","1.5477502346038818","1.4367830753326416","1.6053392887115479","1.3691977560520172","1.2631938457489014","1.5286648273468018","0.9974130541086197","0.9023924469947815","1.0982451438903809","1.0141457319259644","0.9355090856552124","1.087714433670044"
"89","0.7714346249898275","0.7638720870018005","0.7821142077445984","1.5764515697956085","1.481048345565796","1.6537284851074219","1.402153104543686","1.3317972421646118","1.4779822826385498","1.0125437676906586","0.9565302133560181","1.047438621520996","1.0307854264974594","0.9888502955436707","1.0883958339691162"
"90","0.7865730921427408","0.7287090420722961","0.8655052781105042","1.5161178708076477","1.4569952487945557","1.571136236190796","1.3737228214740753","1.2262039184570312","1.5748059749603271","1.0192087292671204","0.9642229080200195","1.0869245529174805","1.0354591608047485","0.9678393602371216","1.111751675605774"
"91","0.8325549165407816","0.759215772151947","0.9259198904037476","1.7356558442115784","1.4997230768203735","2.341667890548706","1.4243520498275757","1.2628507614135742","1.5395184755325317","1.049787625670433","0.9874395728111267","1.193528652191162","1.0621205270290375","0.9848259687423706","1.196200966835022"
"92","0.7902833223342896","0.7646821737289429","0.8225606679916382","1.5472739040851593","1.4731135368347168","1.6349031925201416","1.3979731500148773","1.3448094129562378","1.4885215759277344","1.0131954550743103","0.9502359628677368","1.0902278423309326","1.032385692000389","0.9998049139976501","1.0885028839111328"
"93","0.821912407875061","0.8054327964782715","0.8376907110214233","1.6473409831523895","1.464127779006958","1.8509221076965332","1.4902608394622803","1.3817023038864136","1.5644220113754272","1.0993084609508514","1.0451382398605347","1.1512067317962646","1.1137796938419342","1.0592548847198486","1.168270230293274"
"94","0.7855421304702759","0.7467941045761108","0.8128849267959595","1.5862095952033997","1.5373399257659912","1.6835179328918457","1.433173805475235","1.3674503564834595","1.5358915328979492","1.0355336666107178","1.0094244480133057","1.0691263675689697","1.0546009242534637","1.0473744869232178","1.0656983852386475"
"95","0.7552847464879354","0.6853150725364685","0.8946477770805359","1.5968359410762787","1.3553904294967651","1.9115737676620483","1.3949394226074219","1.2265019416809082","1.7067482471466064","1.007231056690216","0.923778235912323","1.14716374874115","1.0228595435619354","0.9195023775100708","1.1656742095947266"
"96","0.7986334562301636","0.7688367962837219","0.8255107402801514","1.5485363006591797","1.354081630706787","1.8147268295288086","1.3926134407520294","1.2201018333435059","1.5249242782592773","1.0210535675287247","0.8662657141685486","1.1663613319396973","1.0385388433933258","0.9052437543869019","1.1742665767669678"
"97","0.7793713808059692","0.7365772724151611","0.8305130004882812","1.54744091629982","1.4926445484161377","1.5938409566879272","1.4091807901859283","1.2625353336334229","1.5648934841156006","1.0308215469121933","0.9695850014686584","1.0618305206298828","1.0483189523220062","0.9738197326660156","1.0966356992721558"
"98","0.750937819480896","0.7253228425979614","0.7699499130249023","1.5502750277519226","1.507270336151123","1.6352787017822266","1.3563599586486816","1.2839581966400146","1.4311559200286865","1.0092953443527222","0.9877879619598389","1.0478368997573853","1.0216736197471619","1.0063698291778564","1.0414578914642334"
"99","0.7361861268679301","0.6617838740348816","0.8587316274642944","1.466193288564682","1.3118218183517456","1.6445051431655884","1.3539711236953735","1.2339041233062744","1.603644609451294","0.9977423548698425","0.955085039138794","1.1071858406066895","1.0127206891775131","0.956215500831604","1.1368732452392578"
