"Step","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX"
"54","1.32598215341568","1.084122896194458","1.4664125442504883","1.7822037935256958","1.2813467979431152","2.3088762760162354","2.2786350548267365","1.2939002513885498","2.92769193649292","12.890892624855042","2.1421103477478027","44.283023834228516","3.919121503829956","2.245896339416504","6.586774826049805"
"55","1.2721550464630127","1.1244856119155884","1.4261616468429565","1.6931191980838776","1.3063346147537231","2.191321611404419","2.17710080742836","1.2263914346694946","2.8765811920166016","12.428604573011398","1.9240449666976929","43.00791931152344","3.7755940556526184","2.141991138458252","6.647878646850586"
"56","1.198603630065918","1.0750621557235718","1.34061861038208","1.58793243765831","1.235214114189148","2.0919246673583984","2.0182279646396637","1.1616920232772827","2.683130979537964","12.543803602457047","1.8572890758514404","43.79262924194336","3.536277651786804","2.0494251251220703","6.229601860046387"
"57","1.26092991232872","1.0663142204284668","1.459543228149414","1.599961519241333","1.2183074951171875","2.1783273220062256","2.0063120424747467","1.3581233024597168","2.6098709106445312","12.621012270450592","1.8406522274017334","43.5546875","3.6775723695755005","2.193798542022705","6.329977989196777"
"58","1.2523152530193329","1.08126699924469","1.3990700244903564","1.544378012418747","1.2261528968811035","1.8953766822814941","1.9241566359996796","1.1636948585510254","2.460635185241699","12.118296682834625","1.7722177505493164","42.11900329589844","3.5657297372817993","2.1010749340057373","6.356138229370117"
"59","1.1639416813850403","1.089098572731018","1.275320291519165","1.427353709936142","1.1905112266540527","1.7088994979858398","1.7964397370815277","1.0682755708694458","2.297452211380005","12.118084251880646","1.83671236038208","42.19122314453125","3.412007123231888","1.9609392881393433","5.949928283691406"
"60","1.1802048981189728","1.043776035308838","1.3184947967529297","1.4038442075252533","1.1567845344543457","1.6927233934402466","1.7802578806877136","1.1485838890075684","2.304753541946411","12.257128059864044","1.7883973121643066","42.688514709472656","3.4357534646987915","2.023198366165161","6.031505584716797"
"61","1.2054597437381744","1.148439884185791","1.2441989183425903","1.4007919132709503","1.2882013320922852","1.6040475368499756","1.7829207479953766","1.1414740085601807","2.2381443977355957","11.997141301631927","1.7182831764221191","41.81140899658203","3.3485185503959656","1.8466742038726807","5.898406028747559"
"62","1.1753522753715515","1.0223276615142822","1.3269275426864624","1.34872367978096","1.1184630393981934","1.672006368637085","1.7344812154769897","1.2612359523773193","2.2329418659210205","12.030966728925705","1.6363694667816162","42.08811950683594","3.234102487564087","1.9624755382537842","5.626783847808838"
"63","1.156059592962265","1.1340501308441162","1.1751573085784912","1.3141392171382904","1.2178335189819336","1.4550342559814453","1.703711748123169","1.1075758934020996","2.0863776206970215","11.979805439710617","1.7325941324234009","41.806312561035156","3.3440095484256744","1.8560360670089722","5.918647766113281"
"64","1.1483811736106873","1.0537790060043335","1.2017996311187744","1.287259817123413","1.1379257440567017","1.4217578172683716","1.6412022709846497","1.121812105178833","2.06054425239563","11.782383918762207","1.683546781539917","41.06968688964844","3.2584022283554077","1.9658892154693604","5.829329490661621"
"65","1.2206653952598572","1.045212745666504","1.3237910270690918","1.3465402126312256","1.1337193250656128","1.5381128787994385","1.6947771608829498","1.26400887966156","2.107386589050293","11.64367151260376","1.5766689777374268","40.815513610839844","3.1506542563438416","1.9472253322601318","5.594873428344727"
"66","1.145108938217163","1.0320314168930054","1.2336254119873047","1.2683070600032806","1.1215718984603882","1.4340379238128662","1.5595471858978271","1.1887788772583008","1.9104070663452148","11.703238487243652","1.6206650733947754","41.04296112060547","3.121331125497818","1.835288166999817","5.620840549468994"
"67","1.2288947701454163","1.1832396984100342","1.3215227127075195","1.3446129858493805","1.2787078619003296","1.4606868028640747","1.6050938069820404","1.1310844421386719","1.9477277994155884","11.489660441875458","1.8169126510620117","39.75184631347656","3.201078236103058","2.0483336448669434","5.5306172370910645"
"68","1.1492313742637634","1.042283058166504","1.253950595855713","1.255569964647293","1.1005656719207764","1.403719425201416","1.481844961643219","1.213045597076416","1.7303674221038818","11.66326355934143","1.779036283493042","40.740440368652344","3.0309784412384033","1.8341305255889893","5.272626876831055"
"69","1.2067697942256927","1.1380767822265625","1.3256607055664062","1.3048662841320038","1.2208523750305176","1.4607369899749756","1.5109900534152985","1.2635146379470825","1.7094531059265137","11.401503384113312","1.6870949268341064","39.65727996826172","3.0535045862197876","1.8266994953155518","5.291620254516602"
"70","1.1520491242408752","1.0698411464691162","1.2488079071044922","1.2325779795646667","1.1039565801620483","1.35256028175354","1.4274149537086487","1.2030038833618164","1.6336991786956787","11.415619254112244","1.5921351909637451","40.070404052734375","2.886543095111847","1.8177223205566406","4.998567581176758"
"71","1.1513408422470093","1.0164011716842651","1.3053981065750122","1.229353129863739","1.0829191207885742","1.4081735610961914","1.4045008718967438","1.0641916990280151","1.7209221124649048","11.136652439832687","1.5004589557647705","39.06500244140625","2.832934617996216","1.7537450790405273","4.995954990386963"
"72","1.1809202432632446","1.020819067955017","1.3822885751724243","1.2554899156093597","1.0784475803375244","1.4846729040145874","1.422750473022461","1.211984395980835","1.7753381729125977","11.322784423828125","1.5556533336639404","39.290977478027344","2.9861557483673096","2.0325896739959717","5.136084079742432"
"73","1.1014844477176666","1.0165547132492065","1.2657513618469238","1.1712261140346527","1.0493512153625488","1.3631130456924438","1.3397178947925568","1.0572407245635986","1.656480073928833","11.11649864912033","1.518631935119629","39.064334869384766","2.8033536672592163","1.809347152709961","4.865944862365723"
"74","1.1885779798030853","1.1328563690185547","1.2635754346847534","1.2559839487075806","1.163238525390625","1.3462876081466675","1.4093643128871918","1.1557016372680664","1.6114940643310547","10.960586845874786","1.6393053531646729","38.177181243896484","2.8909087479114532","1.9107035398483276","4.898614883422852"
"75","1.1392453610897064","1.1162021160125732","1.1667548418045044","1.1998219788074493","1.1545097827911377","1.2546169757843018","1.350215196609497","1.1060407161712646","1.5355792045593262","11.010751694440842","1.6313685178756714","38.57096862792969","2.7708441019058228","1.79256272315979","4.767894268035889"
"76","1.1291797757148743","1.0039372444152832","1.1980730295181274","1.194740653038025","1.0815207958221436","1.2591667175292969","1.315626472234726","1.1426653861999512","1.4149192571640015","10.823378831148148","1.4868820905685425","37.98879623413086","2.8118514716625214","1.7500534057617188","5.097376346588135"
"77","1.2320849895477295","1.1292901039123535","1.415820598602295","1.2912833392620087","1.1856130361557007","1.469031810760498","1.4059297144412994","1.297866940498352","1.525632381439209","10.817106693983078","1.673728346824646","37.19915008544922","2.910659283399582","1.8779813051223755","4.807125568389893"
"78","1.1156019866466522","0.9287471771240234","1.2627507448196411","1.1704062223434448","1.0059902667999268","1.298753023147583","1.2778263986110687","1.1063334941864014","1.4092833995819092","10.308536618947983","1.3831117153167725","36.19077682495117","2.6491409838199615","1.6442612409591675","4.846315860748291"
"79","1.1324573159217834","1.0489965677261353","1.225980520248413","1.1931311190128326","1.0816324949264526","1.3000448942184448","1.2926317751407623","1.0830576419830322","1.5008151531219482","10.556387662887573","1.70755934715271","36.66264724731445","2.7035346925258636","1.8207417726516724","4.454659461975098"
"80","1.1115808635950089","0.9465377926826477","1.1795785427093506","1.1726976037025452","0.9931173324584961","1.2555501461029053","1.2601642310619354","1.08102285861969","1.5117113590240479","10.673763185739517","1.6336865425109863","37.411590576171875","2.586272180080414","1.7164912223815918","4.376126766204834"
"81","1.1902375519275665","0.9763308763504028","1.3006548881530762","1.2417446374893188","1.0576457977294922","1.33394193649292","1.33157280087471","1.2273938655853271","1.4305479526519775","10.315522074699402","1.440718173980713","36.03338623046875","2.662991851568222","1.7679979801177979","4.802171230316162"
"82","1.1548227071762085","1.002921462059021","1.3107237815856934","1.2040996551513672","1.080382227897644","1.328609585762024","1.2864880561828613","1.2733408212661743","1.3120282888412476","10.263282299041748","1.4167921543121338","35.62221908569336","2.592641443014145","1.6967612504959106","4.345241546630859"
"83","1.1083063781261444","0.9355974197387695","1.2157450914382935","1.159996122121811","1.0191981792449951","1.2744213342666626","1.2367693185806274","1.0726184844970703","1.346238374710083","10.372490555047989","1.390423059463501","36.26966857910156","2.5682189762592316","1.685732126235962","4.533555030822754"
"84","1.0415467321872711","0.9458452463150024","1.1018280982971191","1.0888639092445374","1.0366995334625244","1.1471521854400635","1.1613398492336273","1.053875207901001","1.235018014907837","10.19874793291092","1.3941235542297363","35.826717376708984","2.4687745571136475","1.6569294929504395","4.30775785446167"
"85","1.070232629776001","0.924280047416687","1.2658987045288086","1.118396908044815","0.9593220949172974","1.3207664489746094","1.1883744597434998","1.0255296230316162","1.3635509014129639","10.011618971824646","1.4653770923614502","34.87306213378906","2.409307599067688","1.5999469757080078","3.89341402053833"
"86","1.1042952835559845","0.9826858043670654","1.2229886054992676","1.1489377319812775","1.0760157108306885","1.279686689376831","1.2095577418804169","1.0912578105926514","1.3092772960662842","10.007916510105133","1.4368247985839844","35.03782653808594","2.4153354465961456","1.6179226636886597","4.0995283126831055"
"87","1.1194623708724976","1.0338860750198364","1.2015180587768555","1.168624222278595","1.129943609237671","1.2626756429672241","1.2254793047904968","1.0823500156402588","1.3179574012756348","9.967858761548996","1.493202567100525","34.58924102783203","2.4745559692382812","1.690288782119751","4.141022682189941"
"88","1.0248011350631714","0.9606219530105591","1.1372294425964355","1.0733303725719452","1.0102967023849487","1.1404048204421997","1.1382504403591156","1.0786100625991821","1.2665108442306519","10.053024530410767","1.460484266281128","35.15270233154297","2.3866439163684845","1.595909833908081","4.0444231033325195"
"89","1.0450412929058075","0.8958168029785156","1.194209337234497","1.0886967927217484","0.9963182806968689","1.2378450632095337","1.149098515510559","1.018031358718872","1.2600995302200317","9.812153726816177","1.4207439422607422","34.20758819580078","2.410889208316803","1.6719034910202026","3.9918999671936035"
"90","1.0508939623832703","0.9720731973648071","1.1603163480758667","1.102076232433319","1.0020463466644287","1.2246592044830322","1.1516448557376862","1.016968011856079","1.2892496585845947","9.83500388264656","1.4359256029129028","34.47661209106445","2.312511533498764","1.5253642797470093","3.7197818756103516"
"91","1.074971318244934","0.9528045654296875","1.2027567625045776","1.1223595440387726","1.0300111770629883","1.233638882637024","1.1807000041007996","0.9920285940170288","1.3188704252243042","9.656939059495926","1.4898922443389893","33.539581298828125","2.589254379272461","1.6634442806243896","4.768438339233398"
"92","1.0429105460643768","0.9083218574523926","1.13529634475708","1.0936194956302643","1.0164881944656372","1.145932912826538","1.1485705971717834","1.0961140394210815","1.184247374534607","9.694259285926819","1.4066088199615479","33.73362731933594","2.3302584886550903","1.6114462614059448","3.8621585369110107"
"93","1.1280299127101898","0.9712649583816528","1.2820724248886108","1.186540812253952","1.0963940620422363","1.3458538055419922","1.2356509566307068","1.0682309865951538","1.3444557189941406","9.450148403644562","1.3899301290512085","32.76580047607422","2.394318848848343","1.5864250659942627","3.9620020389556885"
"94","1.065666526556015","0.9468412399291992","1.1587719917297363","1.11085045337677","1.0549569129943848","1.208345651626587","1.165282815694809","1.0707406997680664","1.220461368560791","9.514925360679626","1.4435558319091797","32.811744689941406","2.402206599712372","1.7377827167510986","3.9369277954101562"
"95","1.0242242068052292","0.9536455869674683","1.1412250995635986","1.0770894587039948","0.9480330944061279","1.1957910060882568","1.1356985569000244","0.9160047769546509","1.3650391101837158","9.56363558769226","1.625179409980774","33.108436584472656","2.3833585381507874","1.5378711223602295","3.778790235519409"
"96","1.0366989076137543","0.9246181845664978","1.1611268520355225","1.0895001888275146","1.042417287826538","1.2067177295684814","1.148208200931549","1.0332090854644775","1.2898317575454712","9.127653986215591","1.4399417638778687","31.63436508178711","2.297419637441635","1.5294121503829956","3.8990683555603027"
"97","1.0441388040781021","0.9576631784439087","1.1850389242172241","1.0948741137981415","0.9980998039245605","1.2360204458236694","1.1640954911708832","1.0434911251068115","1.2674119472503662","9.427291989326477","1.436516523361206","32.77873229980469","2.2750459611415863","1.6060980558395386","3.5773963928222656"
"98","1.0315338224172592","0.8890019059181213","1.1368296146392822","1.0813413858413696","1.014998197555542","1.1856703758239746","1.1342302560806274","1.0465136766433716","1.1847162246704102","9.224031388759613","1.3842051029205322","32.001243591308594","2.2438246309757233","1.6212903261184692","3.605916976928711"
"99","1.0054308325052261","0.9365194439888","1.096760869026184","1.0618305951356888","0.9804946184158325","1.1528781652450562","1.1239458322525024","0.9697034358978271","1.3082265853881836","9.090570092201233","1.4660985469818115","31.680561065673828","2.1931038200855255","1.4592208862304688","3.5397632122039795"
"100","1.0194300711154938","0.920053243637085","1.2244232892990112","1.0739077180624008","0.9066125750541687","1.2800666093826294","1.1393152177333832","0.8934978246688843","1.2916038036346436","9.404527246952057","1.5913785696029663","32.479190826416016","2.360892206430435","1.5575048923492432","3.7457666397094727"
"101","1.0543037056922913","0.9127706289291382","1.1560919284820557","1.10678169131279","0.993313193321228","1.2146186828613281","1.1805574595928192","0.9923876523971558","1.279672622680664","8.930489748716354","1.3482754230499268","31.099010467529297","2.1991478204727173","1.4685652256011963","3.608678102493286"
